strategy,side,entry_time,entry_px,sl,tp,exit_time,exit_px,outcome,pts,risk,r,hour,reason
s94_sweep_reversal,BUY,2025-12-01 14:21:00+00:00,4244.225,4237.9,4254.76,2025-12-01 14:35:00+00:00,4237.9,SL,-6.775,6.325,-1.0711,14,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,SELL,2025-12-01 18:50:00+00:00,4242.66,4245.03,4235.23,2025-12-01 19:44:00+00:00,4235.23,TP,6.98,2.37,2.9451,18,S94_SWEEP_REVERSAL_SHORT
s94_sweep_reversal,BUY,2025-12-01 23:56:00+00:00,4229.315,4223.9,4236.79,2025-12-02 00:10:00+00:00,4223.9,SL,-5.865,5.415,-1.0831,23,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,BUY,2025-12-02 09:16:00+00:00,4207.24,4204.71,4215.33,2025-12-02 09:17:00+00:00,4204.71,SL,-2.98,2.53,-1.1779,9,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,BUY,2025-12-03 09:07:00+00:00,4202.38,4200.19,4208.25,2025-12-03 09:08:00+00:00,4200.19,SL,-2.64,2.19,-1.2055,9,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,BUY,2025-12-04 02:21:00+00:00,4202.9,4198.62,4214.46,2025-12-04 03:02:00+00:00,4198.62,SL,-4.73,4.28,-1.1051,2,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,BUY,2025-12-04 03:10:00+00:00,4195.195,4186.65,4208.65,2025-12-04 05:38:00+00:00,4186.65,SL,-8.995,8.545,-1.0527,3,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,SELL,2025-12-04 11:15:00+00:00,4202.83,4207.01,4194.56,2025-12-04 12:05:00+00:00,4194.56,TP,7.82,4.18,1.8708,11,S94_SWEEP_REVERSAL_SHORT
s94_sweep_reversal,BUY,2025-12-04 12:21:00+00:00,4196.645,4193.11,4201.95,2025-12-04 12:29:00+00:00,4193.11,SL,-3.985,3.535,-1.1273,12,S94_SWEEP_REVERSAL_LONG
s94_sweep_reversal,SELL,2025-12-04 16:16:00+00:00,4213.61,4215.61,4202.23,2025-12-04 16:17:00+00:00,4215.61,SL,-2.45,2.0,-1.225,16,S94_SWEEP_REVERSAL_SHORT
s94_sweep_reversal,SELL,2025-12-04 17:50:00+00:00,4217.08,4219.87,4205.11,2025-12-04 19:07:00+00:00,4205.11,TP,11.52,2.79,4.129,17,S94_SWEEP_REVERSAL_SHORT
s94_sweep_reversal,BUY,2025-12-04 23:45:00+00:00,4205.485,4203.86,4210.86,2025-12-05 00:30:00+00:00,4203.86,SL,-2.075,1.625,-1.2769,23,S94_SWEEP_REVERSAL_LONG
