strategy,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_pts,reason
SWEEPREV_guard,2026-03-17 04:00:00,SELL,74472.5,76675.27,72047.7,72047.7,2026-03-18 12:00:00,TP,2394.8,SWEEPREV_S
SWEEPREV_guard,2026-03-19 00:00:00,BUY,71246.5,69872.14,73366.7,69872.14,2026-03-19 04:00:00,SL,-1404.36,SWEEPREV_L
SWEEPREV_guard,2026-03-25 12:00:00,SELL,71704.5,72687.59,70124.32,70124.32,2026-03-26 04:00:00,TP,1550.18,SWEEPREV_S
SWEEPREV_guard,2026-03-27 20:00:00,BUY,65975.5,64988.66,69422.5,64988.66,2026-03-29 20:00:00,SL,-1016.84,SWEEPREV_L
SWEEPREV_guard,2026-04-01 08:00:00,SELL,68668.5,69862.52,67168.1,67168.1,2026-04-02 00:00:00,TP,1470.4,SWEEPREV_S
SWEEPREV_guard,2026-04-02 16:00:00,BUY,66844.5,65132.91,67496.42,67496.42,2026-04-05 20:00:00,TP,621.93,SWEEPREV_L
SWEEPREV_guard,2026-04-06 04:00:00,SELL,69110.5,70022.62,67519.45,70022.62,2026-04-06 08:00:00,SL,-942.12,SWEEPREV_S
SWEEPREV_guard,2026-04-06 20:00:00,SELL,69729.0,70772.79,67722.45,70772.79,2026-04-07 20:00:00,SL,-1073.79,SWEEPREV_S
SWEEPREV_guard,2026-04-08 16:00:00,SELL,71306.5,73481.25,69336.98,73301.5,2026-04-10 16:00:00,TIME,-2025.0,SWEEPREV_S
SWEEPREV_guard,2026-04-13 20:00:00,SELL,73375.0,74096.82,71763.32,74096.82,2026-04-13 20:00:00,SL,-751.82,SWEEPREV_S
SWEEPREV_guard,2026-04-14 08:00:00,SELL,74597.5,75545.21,72270.08,75545.21,2026-04-14 12:00:00,SL,-977.71,SWEEPREV_S
SWEEPREV_guard,2026-04-17 12:00:00,SELL,75619.5,76870.45,74695.55,76870.45,2026-04-17 12:00:00,SL,-1280.95,SWEEPREV_S
SWEEPREV_guard,2026-04-17 20:00:00,SELL,77481.5,78920.43,75008.32,75008.32,2026-04-19 20:00:00,TP,2443.18,SWEEPREV_S
SWEEPREV_guard,2026-04-22 08:00:00,SELL,78028.5,79017.11,76051.08,79017.11,2026-04-22 12:00:00,SL,-1018.61,SWEEPREV_S
SWEEPREV_guard,2026-04-22 20:00:00,SELL,78883.5,80056.52,76449.98,77751.5,2026-04-24 20:00:00,TIME,1102.0,SWEEPREV_S
SWEEPREV_guard,2026-04-27 20:00:00,BUY,76883.0,75970.93,77960.61,75970.93,2026-04-28 12:00:00,SL,-942.07,SWEEPREV_L
SWEEPREV_guard,2026-05-04 00:00:00,SELL,78569.5,79827.48,76861.8,79827.48,2026-05-04 00:00:00,SL,-1287.98,SWEEPREV_S
SWEEPREV_guard,2026-05-04 08:00:00,SELL,79690.5,81061.04,77196.52,81061.04,2026-05-05 00:00:00,SL,-1400.54,SWEEPREV_S
SWEEPREV_guard,2026-05-05 08:00:00,SELL,80866.5,81922.7,78334.52,81922.7,2026-05-06 08:00:00,SL,-1086.2,SWEEPREV_S
SWEEPREV_guard,2026-05-08 04:00:00,BUY,79571.5,78687.5,80980.08,80980.08,2026-05-10 20:00:00,TP,1378.57,SWEEPREV_L
SWEEPREV_guard,2026-05-13 20:00:00,BUY,79628.5,78277.79,80780.85,80780.85,2026-05-14 12:00:00,TP,1122.35,SWEEPREV_L
SWEEPREV_guard,2026-05-15 16:00:00,BUY,79119.5,78069.29,80308.82,78069.29,2026-05-17 20:00:00,SL,-1080.21,SWEEPREV_L
