strategy,side,entry_time,entry_px,exit_time,exit_px,outcome,usd,lots,ticket,account_id
KRONOS_S99_MSS_FVG,SELL,2026-08-10T11:22:01Z,4332.23,2026-08-10T11:25:20Z,4334.57,SL,-23.4,0.1,110350016,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S99_MSS_FVG,BUY,2026-08-10T13:41:04Z,4335.77,2026-08-10T13:43:43Z,4333.4,SL,-23.7,0.1,110401470,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S93_FVG_SCALP,SELL,2026-08-10T14:17:03Z,4331.92,2026-08-10T14:22:37Z,4337.51,SL,-39.13,0.07,110413556,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-11T01:37:06Z,4417.62,2026-08-11T01:45:00Z,4414.93,SL,-26.9,0.1,110498271,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-11T02:00:02Z,4429.92,2026-08-11T02:00:22Z,4426.96,SL,-29.6,0.1,110503488,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-11T02:20:05Z,4431.37,2026-08-11T02:24:53Z,4426.17,SL,-31.2,0.06,110506353,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-11T03:44:05Z,4417.58,2026-08-11T03:49:16Z,4414.89,SL,-26.9,0.1,110516137,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-11T04:05:05Z,4418.05,2026-08-11T04:07:52Z,4415.62,SL,-24.3,0.1,110517329,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S99_MSS_FVG,BUY,2026-08-11T08:48:02Z,4374.66,2026-08-11T08:54:58Z,4371.22,SL,-34.4,0.1,110606781,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S93_FVG_SCALP,BUY,2026-08-11T08:48:03Z,4374.63,2026-08-11T08:54:49Z,4371.59,SL,-30.4,0.1,110606782,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-12T02:24:05Z,4403.0,2026-08-12T02:30:14Z,4400.5,SL,-25.0,0.1,110762889,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-12T03:23:05Z,4405.15,2026-08-12T03:43:03Z,4402.76,SL,-23.9,0.1,110770242,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-12T05:09:06Z,4403.86,2026-08-12T05:14:43Z,4401.24,SL,-26.2,0.1,110780321,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-12T06:03:03Z,4388.75,2026-08-12T06:07:52Z,4386.2,SL,-22.95,0.09,110790837,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S94_SWEEP_REVERSAL,SELL,2026-08-12T07:13:05Z,4405.04,2026-08-12T07:39:08Z,4406.91,SL,-18.7,0.1,110803622,3eefc570-3a5f-4f35-bf2e-4dd79622c173
KRONOS_S100_M3_COMBO,BUY,2026-08-12T07:36:05Z,4404.85,2026-08-12T08:48:06Z,4403.08,TIME,-17.7,0.1,110807058,3eefc570-3a5f-4f35-bf2e-4dd79622c173
