entry_time,exit_time,strategy,side,outcome,entry_px,exit_px,pnl_pts,pnl_usd
2025-09-01 02:32:00+00:00,2025-09-01 02:56:45+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3467.325,3479.4,12.075000000000273,120.75000000000273
2025-09-01 03:03:00+00:00,2025-09-01 03:06:10+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3479.065,3475.49,-3.575000000000273,-35.75000000000273
2025-09-01 05:30:00+00:00,2025-09-01 05:40:05+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3477.785,3475.44,-2.3449999999998,-23.449999999998
2025-09-01 05:47:00+00:00,2025-09-01 06:14:25+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,3480.055,3483.79,-3.7350000000001273,-37.35000000000127
2025-09-01 05:51:00+00:00,2025-09-01 06:36:25+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3479.795,3487.7,7.904999999999745,79.04999999999745
2025-09-01 07:48:00+00:00,2025-09-01 07:53:30+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3473.275,3474.83,1.5549999999998363,15.549999999998365
2025-09-01 08:07:00+00:00,2025-09-01 08:08:45+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,3475.995,3474.29,-1.7049999999999272,-17.049999999999272
2025-09-01 14:10:00+00:00,2025-09-01 14:13:30+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,3475.61,3478.44,-2.8299999999999272,-28.299999999999276
2025-09-01 13:18:00+00:00,2025-09-01 14:22:10+00:00,KRONOS_S99_MSS_FVG,BUY,TP,3477.2400000000002,3481.04,3.799999999999727,37.99999999999727
2025-09-01 13:12:00+00:00,2025-09-01 14:24:00+00:00,KRONOS_S100_M3_COMBO,BUY,TIME,3476.13,3478.615,2.4849999999996726,24.849999999996726
2025-09-01 14:26:00+00:00,2025-09-01 14:27:00+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,3476.67,3475.36,-1.3099999999999454,-13.099999999999454
2025-09-01 14:26:00+00:00,2025-09-01 14:27:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,3476.67,3475.36,-1.3099999999999454,-13.099999999999454
2025-09-01 14:57:00+00:00,2025-09-01 15:48:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3476.55,3473.63,-2.9200000000000728,-29.20000000000073
2025-09-01 22:26:00+00:00,2025-09-01 23:24:30+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,3478.115,3481.1,-2.9850000000001273,-29.850000000001277
2025-09-02 00:15:00+00:00,2025-09-02 00:28:15+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,3481.56,3483.8,-2.2400000000002365,-22.400000000002365
2025-09-02 02:10:00+00:00,2025-09-02 02:12:20+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3497.415,3494.77,-2.644999999999982,-26.449999999999818
2025-09-02 03:02:00+00:00,2025-09-02 03:17:30+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3492.965,3491.32,-1.6449999999999818,-16.44999999999982
2025-09-02 05:43:00+00:00,2025-09-02 05:54:10+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3495.67,3493.59,-2.0799999999999272,-20.799999999999276
2025-09-02 06:31:00+00:00,2025-09-02 06:35:05+00:00,KRONOS_S99_MSS_FVG,SELL,SL,3487.35,3489.87,-2.519999999999982,-25.199999999999818
2025-09-02 06:40:00+00:00,2025-09-02 06:47:30+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3488.335,3484.14,-4.195000000000164,-41.950000000001644
2025-09-03 01:36:00+00:00,2025-09-03 01:39:40+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3540.3650000000002,3537.7,-2.6650000000004184,-26.650000000004187
2025-09-03 05:13:00+00:00,2025-09-03 05:17:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3536.395,3534.02,-2.375,-23.75
2025-09-03 07:30:00+00:00,2025-09-03 07:32:10+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,3532.74,3534.89,-2.150000000000091,-21.50000000000091
2025-09-03 07:22:00+00:00,2025-09-03 07:32:20+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3530.805,3535.12,-4.315000000000055,-43.150000000000546
2025-09-03 08:13:00+00:00,2025-09-03 08:29:50+00:00,KRONOS_S99_MSS_FVG,BUY,TP,3537.215,3540.32,3.105000000000018,31.050000000000182
2025-09-03 07:40:00+00:00,2025-09-03 08:29:55+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3534.625,3541.02,6.394999999999982,63.94999999999982
2025-09-03 00:35:00+00:00,2025-09-03 11:32:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,3539.545,3548.54,-8.99499999999989,-89.94999999999891
2025-09-03 11:20:00+00:00,2025-09-03 11:34:15+00:00,KRONOS_S99_MSS_FVG,BUY,TP,3546.595,3548.54,1.9450000000001637,19.450000000001637
2025-09-03 13:00:00+00:00,2025-09-03 13:07:35+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3551.465,3554.86,3.394999999999982,33.94999999999982
2025-09-03 14:31:00+00:00,2025-09-03 14:33:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,3561.815,3559.46,-2.355000000000018,-23.550000000000182
2025-09-03 14:27:00+00:00,2025-09-03 14:33:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3562.725,3559.77,-2.9549999999999272,-29.549999999999272
2025-09-03 14:52:00+00:00,2025-09-03 14:54:15+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,3558.88,3554.65,-4.230000000000018,-42.30000000000018
2025-09-04 01:21:00+00:00,2025-09-04 01:30:05+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,3554.07,3551.16,-2.9100000000003092,-29.100000000003096
2025-09-04 02:17:00+00:00,2025-09-04 02:24:10+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3541.845,3545.86,-4.015000000000327,-40.150000000003274
2025-09-04 02:26:00+00:00,2025-09-04 02:40:25+00:00,KRONOS_S100_M3_COMBO,SELL,TP,3546.105,3538.18,7.925000000000182,79.25000000000182
2025-09-04 02:44:00+00:00,2025-09-04 02:50:10+00:00,KRONOS_S100_M3_COMBO,SELL,TP,3537.295,3530.32,6.974999999999909,69.74999999999909
2025-09-04 03:00:00+00:00,2025-09-04 03:11:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,3529.995,3525.65,-4.3449999999998,-43.449999999998
2025-09-04 03:18:00+00:00,2025-09-04 03:21:45+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3522.925,3525.44,-2.5149999999998727,-25.14999999999873
2025-09-04 05:54:00+00:00,2025-09-04 06:13:35+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3528.72,3532.57,-3.850000000000364,-38.500000000003645
2025-09-04 06:37:00+00:00,2025-09-04 07:01:25+00:00,KRONOS_S99_MSS_FVG,BUY,SL,3537.195,3533.62,-3.575000000000273,-35.75000000000273
2025-09-04 08:16:00+00:00,2025-09-04 08:21:55+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,3543.105,3540.28,-2.824999999999818,-28.24999999999818
2025-09-04 08:16:00+00:00,2025-09-04 08:21:55+00:00,KRONOS_S99_MSS_FVG,BUY,SL,3543.105,3540.28,-2.824999999999818,-28.24999999999818
2025-09-04 08:56:00+00:00,2025-09-04 08:57:45+00:00,KRONOS_S99_MSS_FVG,SELL,SL,3538.53,3542.1,-3.569999999999709,-35.69999999999709
2025-09-05 03:17:00+00:00,2025-09-05 04:29:00+00:00,KRONOS_S100_M3_COMBO,BUY,TIME,3554.055,3557.075,3.019999999999982,30.19999999999982
2025-09-05 07:38:00+00:00,2025-09-05 07:44:40+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3547.365,3550.41,-3.0450000000000728,-30.45000000000073
2025-09-05 09:10:00+00:00,2025-09-05 09:48:35+00:00,KRONOS_S93_FVG_SCALP,BUY,TP,3550.255,3552.1,1.8449999999998,18.449999999998003
2025-09-05 12:00:00+00:00,2025-09-05 12:02:20+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,TP,3551.66,3549.76,1.8999999999996362,18.999999999996366
2025-09-05 13:20:00+00:00,2025-09-05 13:22:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3579.855,3580.2,0.3449999999997999,3.449999999997999
2025-09-05 13:55:00+00:00,2025-09-05 14:26:40+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,3590.68,3583.64,-7.039999999999964,-70.39999999999964
2025-09-05 13:53:00+00:00,2025-09-05 14:26:20+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3591.435,3583.95,-7.485000000000127,-74.85000000000129
2025-09-05 15:12:00+00:00,2025-09-05 15:17:10+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3585.935,3581.92,-4.014999999999873,-40.149999999998734
2025-09-05 15:38:00+00:00,2025-09-05 16:24:05+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3592.645,3599.42,6.775000000000091,67.75000000000091
2025-09-05 12:47:00+00:00,2025-09-05 20:47:00+00:00,KRONOS_S99_MSS_FVG,BUY,TIME,3572.875,3588.56,15.684999999999945,156.84999999999945
2025-09-05 20:12:00+00:00,2025-09-05 20:50:25+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,3590.635,3586.4,-4.235000000000127,-42.35000000000127
2025-09-08 01:00:00+00:00,2025-09-08 01:06:45+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3593.91,3590.45,-3.4600000000000364,-34.600000000000364
2025-09-08 02:19:00+00:00,2025-09-08 02:30:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3588.23,3591.81,-3.5799999999999272,-35.79999999999928
2025-09-08 02:47:00+00:00,2025-09-08 02:56:55+00:00,KRONOS_S100_M3_COMBO,SELL,SL,3588.545,3592.86,-4.315000000000055,-43.150000000000546
2025-09-08 01:28:00+00:00,2025-09-08 03:30:25+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,3587.32,3584.22,-3.100000000000364,-31.00000000000364
2025-09-08 03:19:00+00:00,2025-09-08 03:48:55+00:00,KRONOS_S100_M3_COMBO,SELL,TP,3587.565,3584.17,3.394999999999982,33.94999999999982
2025-09-08 06:40:00+00:00,2025-09-08 06:45:30+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3595.025,3598.16,3.1349999999997635,31.349999999997635
2025-09-08 06:50:00+00:00,2025-09-08 07:04:20+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3596.03,3599.28,3.25,32.5
2025-09-08 07:24:00+00:00,2025-09-08 07:32:50+00:00,KRONOS_S100_M3_COMBO,BUY,TP,3607.94,3610.92,2.980000000000018,29.800000000000182
2025-09-08 07:44:00+00:00,2025-09-08 07:47:55+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3613.445,3609.91,-3.5350000000003092,-35.35000000000309
2025-09-08 07:48:00+00:00,2025-09-08 07:49:50+00:00,KRONOS_S99_MSS_FVG,BUY,SL,3610.455,3607.97,-2.4850000000001273,-24.850000000001273
2025-09-08 07:48:00+00:00,2025-09-08 07:49:50+00:00,KRONOS_S100_M3_COMBO,BUY,SL,3610.455,3608.08,-2.375,-23.75
2025-09-08 07:58:00+00:00,2025-09-08 08:19:20+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,3608.995,3612.54,-3.5450000000000728,-35.45000000000073
