entry_time,strategy,side,outcome_1m,outcome_5s,usd_1m,usd_5s,exit_1m,exit_5s,flipped
2026-03-04 04:02:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-58.00000000000182,-58.00000000000182,5167.09,5167.09,False
2026-03-04 05:20:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,71.44999999999527,71.44999999999527,5166.91,5166.91,False
2026-03-04 05:51:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-55.600000000004,-55.600000000004,5158.98,5158.98,False
2026-03-04 06:10:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-174.65000000000146,-174.65000000000146,5156.51,5156.51,False
2026-03-04 06:15:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,TP,250.649999999996,250.649999999996,5170.53,5170.53,False
2026-03-04 06:39:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,243.0500000000029,243.0500000000029,5173.38,5173.38,False
2026-03-04 07:42:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-6.050000000004729,-6.050000000004729,5166.15,5166.15,False
2026-03-04 07:55:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-17.249999999994543,-17.249999999994543,5168.26,5168.26,False
2026-03-04 07:13:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-89.75000000000364,-89.75000000000364,5158.28,5158.28,False
2026-03-04 08:17:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-97.70000000000437,-97.70000000000437,5170.34,5170.34,False
2026-03-04 08:17:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-97.70000000000437,-97.70000000000437,5170.34,5170.34,False
2026-03-04 07:15:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-114.79999999999563,-114.79999999999563,5177.07,5177.07,False
2026-03-04 08:54:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-51.700000000000735,-51.700000000000735,5169.93,5169.93,False
2026-03-04 08:54:00+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,SL,-64.60000000000036,-64.60000000000036,5168.64,5168.64,False
2026-03-04 08:54:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-64.60000000000036,-64.60000000000036,5168.64,5168.64,False
2026-03-05 01:12:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-55.500000000001826,-55.500000000001826,5176.44,5176.44,False
2026-03-05 01:54:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-14.849999999996728,-14.849999999996728,5173.27,5173.27,False
2026-03-05 02:30:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-24.600000000000367,-24.600000000000367,5188.74,5188.74,False
2026-03-05 02:06:00+00:00,KRONOS_S100_M3_COMBO,BUY,TIME,TIME,78.59999999999673,97.89999999999964,5188.065,5189.995,False
2026-03-05 04:10:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-44.49999999999819,-44.49999999999819,5179.35,5179.35,False
2026-03-05 06:22:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-53.200000000006185,-53.200000000006185,5147.39,5147.39,False
2026-03-05 06:23:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-107.5,-107.5,5153.72,5153.72,False
2026-03-06 01:06:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-53.400000000001455,-53.400000000001455,5085.43,5085.43,False
2026-03-06 01:11:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,TP,270.4500000000007,270.4500000000007,5104.1,5104.1,False
2026-03-06 02:03:00+00:00,KRONOS_S100_M3_COMBO,BUY,TIME,TIME,-25.249999999996366,-4.949999999998909,5130.96,5132.99,False
2026-03-06 03:17:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-55.19999999999528,-55.19999999999528,5130.1,5130.1,False
2026-03-06 04:08:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-13.750000000000002,-13.750000000000002,5131.14,5131.14,False
2026-03-06 04:34:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-27.700000000004366,-27.700000000004366,5127.25,5127.25,False
2026-03-06 06:30:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-54.20000000000073,-54.20000000000073,5115.16,5115.16,False
2026-03-06 07:14:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-50.50000000000182,-50.50000000000182,5116.53,5116.53,False
2026-03-06 07:14:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-50.50000000000182,-50.50000000000182,5116.53,5116.53,False
2026-03-06 07:33:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,TP,77.25000000000364,77.25000000000364,5118.59,5118.59,False
2026-03-06 08:46:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-41.05000000000473,-41.05000000000473,5113.92,5113.92,False
2026-03-06 08:46:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-41.05000000000473,-41.05000000000473,5113.92,5113.92,False
2026-03-06 11:32:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-33.75,-33.75,5089.2,5089.2,False
2026-03-06 13:15:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-74.94999999999892,-74.94999999999892,5083.28,5083.28,False
2026-03-06 13:15:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-74.94999999999892,-74.94999999999892,5083.28,5083.28,False
2026-03-06 13:01:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,TP,233.75,233.75,5098.2,5098.2,False
2026-03-08 22:15:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,SL,-299.70000000000255,-299.70000000000255,5115.2,5115.2,False
2026-03-09 02:07:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-28.80000000000109,-28.80000000000109,5080.92,5080.92,False
2026-03-09 02:30:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-79.74999999999454,-79.74999999999454,5094.48,5094.48,False
2026-03-09 05:03:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-21.99999999999818,-21.99999999999818,5091.45,5091.45,False
2026-03-09 05:22:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-16.19999999999891,-16.19999999999891,5102.51,5102.51,False
2026-03-09 05:52:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-95.15000000000327,-95.15000000000327,5119.4,5119.4,False
2026-03-10 01:30:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,219.4000000000051,219.4000000000051,5177.72,5177.72,False
2026-03-10 02:03:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-54.650000000001455,-54.650000000001455,5175.8,5175.8,False
2026-03-10 03:09:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-23.95000000000437,-23.95000000000437,5168.04,5168.04,False
2026-03-10 04:26:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,36.75000000000182,36.75000000000182,5166.21,5166.21,False
2026-03-10 06:07:00+00:00,KRONOS_S99_MSS_FVG,BUY,TP,TP,24.650000000001455,24.650000000001455,5177.41,5177.41,False
2026-03-10 06:20:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-26.80000000000291,-26.80000000000291,5173.69,5173.69,False
2026-03-10 07:06:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-50.0,-50.0,5170.42,5170.42,False
2026-03-10 07:29:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-41.19999999999891,-41.19999999999891,5173.3,5173.3,False
2026-03-10 07:29:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-41.19999999999891,-41.19999999999891,5173.3,5173.3,False
2026-03-10 08:35:00+00:00,KRONOS_S93_FVG_SCALP,BUY,TP,TP,21.30000000000109,21.30000000000109,5187.32,5187.32,False
2026-03-10 07:44:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,134.65000000000146,134.65000000000146,5190.07,5190.07,False
2026-03-10 08:53:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-57.950000000000735,-57.950000000000735,5184.95,5184.95,False
2026-03-10 10:45:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-38.24999999999819,-38.24999999999819,5174.44,5174.44,False
2026-03-10 12:10:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-47.95000000000073,-47.95000000000073,5174.33,5174.33,False
2026-03-10 12:10:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-47.95000000000073,-47.95000000000073,5174.33,5174.33,False
2026-03-10 13:06:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,140.50000000000182,140.50000000000182,5211.93,5211.93,False
2026-03-10 13:29:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-76.64999999999964,-76.64999999999964,5214.28,5214.28,False
2026-03-10 13:40:00+00:00,KRONOS_S93_FVG_SCALP,SELL,TP,TP,114.4000000000051,114.4000000000051,5203.78,5203.78,False
2026-03-10 14:15:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-59.20000000000073,-59.20000000000073,5202.93,5202.93,False
2026-03-10 14:15:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-59.20000000000073,-59.20000000000073,5202.93,5202.93,False
2026-03-10 14:35:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,221.39999999999418,221.39999999999418,5229.44,5229.44,False
2026-03-10 14:25:00+00:00,KRONOS_S93_FVG_SCALP,BUY,TP,TP,233.8500000000022,233.8500000000022,5230.96,5230.96,False
2026-03-10 15:37:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,58.1500000000051,58.1500000000051,5237.13,5237.13,False
2026-03-11 01:37:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-24.05000000000655,-24.05000000000655,5213.15,5213.15,False
2026-03-11 02:35:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,117.20000000000255,117.20000000000255,5218.95,5218.95,False
2026-03-11 03:05:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-49.69999999999345,-49.69999999999345,5211.43,5211.43,False
2026-03-11 03:59:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-38.200000000006185,-38.200000000006185,5207.01,5207.01,False
2026-03-11 05:27:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,33.99999999999637,33.99999999999637,5199.51,5199.51,False
2026-03-11 05:35:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-12.5,-12.5,5202.81,5202.81,False
2026-03-11 06:34:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-29.349999999994907,-29.349999999994907,5199.43,5199.43,False
2026-03-11 06:49:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-37.25000000000364,-37.25000000000364,5198.76,5198.76,False
2026-03-11 06:50:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-62.15000000000146,-62.15000000000146,5202.02,5202.02,False
2026-03-11 07:36:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,40.150000000003274,40.150000000003274,5187.2,5187.2,False
2026-03-11 07:49:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-25.050000000001095,-25.050000000001095,5196.95,5196.95,False
2026-03-11 07:57:00+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,SL,-36.450000000004366,-36.450000000004366,5190.91,5190.91,False
2026-03-11 07:51:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,46.649999999999636,46.649999999999636,5192.43,5192.43,False
2026-03-11 08:04:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-19.69999999999345,-19.69999999999345,5196.98,5196.98,False
2026-03-11 08:39:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-27.80000000000655,-27.80000000000655,5186.26,5186.26,False
2026-03-11 08:59:00+00:00,KRONOS_S99_MSS_FVG,SELL,TP,TP,22.55000000000109,22.55000000000109,5185.19,5185.19,False
2026-03-11 09:43:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-58.00000000000182,-58.00000000000182,5187.73,5187.73,False
2026-03-10 19:00:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,SL,-269.9499999999989,-269.9499999999989,5157.93,5157.93,False
2026-03-12 03:19:00+00:00,KRONOS_S100_M3_COMBO,SELL,TIME,TIME,-0.10000000000218279,-0.10000000000218279,5152.49,5152.49,False
2026-03-12 04:53:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-30.39999999999964,-30.39999999999964,5145.91,5145.91,False
2026-03-12 05:24:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,2.849999999998545,2.849999999998545,5141.17,5141.17,False
2026-03-12 05:28:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-41.49999999999636,-41.49999999999636,5147.19,5147.19,False
2026-03-12 05:55:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-35.35000000000764,-35.35000000000764,5157.31,5157.31,False
2026-03-12 06:23:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-9.85000000000582,-9.85000000000582,5155.47,5155.47,False
2026-03-12 06:50:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-41.19999999999891,-41.19999999999891,5165.49,5165.49,False
2026-03-12 06:51:00+00:00,KRONOS_S99_MSS_FVG,BUY,TP,TP,46.10000000000583,46.10000000000583,5172.51,5172.51,False
2026-03-13 01:35:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-45.6500000000051,-45.6500000000051,5116.66,5116.66,False
2026-03-13 02:05:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-89.09999999999854,-89.09999999999854,5116.5,5116.5,False
2026-03-13 03:52:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-31.599999999998545,-31.599999999998545,5111.09,5111.09,False
2026-03-15 22:41:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,SL,-102.89999999999964,-102.89999999999964,4999.78,4999.78,False
2026-03-16 00:33:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-20.649999999995998,-20.649999999995998,5029.19,5029.19,False
2026-03-16 01:18:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-79.09999999999854,-79.09999999999854,5011.73,5011.73,False
2026-03-16 04:47:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,70.70000000000618,70.70000000000618,5008.07,5008.07,False
2026-03-16 06:21:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-59.24999999999273,-59.24999999999273,5026.77,5026.77,False
2026-03-16 06:26:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-67.95000000000073,-67.95000000000073,5021.03,5021.03,False
2026-03-17 01:38:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,120.85000000000036,120.85000000000036,5029.68,5029.68,False
2026-03-17 02:49:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-37.899999999999636,-37.899999999999636,5021.3,5021.3,False
2026-03-17 03:56:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-10.250000000005457,-10.250000000005457,5026.16,5026.16,False
2026-03-17 04:25:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-25.149999999994183,-25.149999999994183,5026.56,5026.56,False
2026-03-17 04:50:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-36.700000000000735,-36.700000000000735,5036.36,5036.36,False
2026-03-17 05:04:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-23.499999999994543,-23.499999999994543,5033.47,5033.47,False
2026-03-17 05:18:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-27.799999999997453,-27.799999999997453,5035.45,5035.45,False
2026-03-17 05:33:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-41.39999999999418,-41.39999999999418,5033.81,5033.81,False
2026-03-17 07:30:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-22.64999999999418,-22.64999999999418,5021.66,5021.66,False
2026-03-17 07:44:00+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,SL,-57.849999999998545,-57.849999999998545,5017.71,5017.71,False
2026-03-17 07:44:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-57.849999999998545,-57.849999999998545,5017.71,5017.71,False
2026-03-18 01:15:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-35.79999999999928,-35.79999999999928,5016.43,5016.43,False
2026-03-18 01:17:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-43.29999999999927,-43.29999999999927,5008.06,5008.06,False
2026-03-18 01:30:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-29.44999999999709,-29.44999999999709,5004.93,5004.93,False
2026-03-18 02:56:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,SL,-32.69999999999527,-32.69999999999527,4991.01,4991.01,False
2026-03-18 03:13:00+00:00,KRONOS_S100_M3_COMBO,SELL,TIME,TIME,24.30000000000291,16.850000000004002,4992.28,4993.025,False
2026-03-18 03:12:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,SL,-80.1000000000022,-80.1000000000022,4985.54,4985.54,False
2026-03-19 01:53:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,118.29999999999927,118.29999999999927,4845.16,4845.16,False
2026-03-19 02:19:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,22.69999999999527,22.69999999999527,4853.33,4853.33,False
2026-03-19 02:30:00+00:00,KRONOS_S100_M3_COMBO,BUY,TP,TP,64.50000000000729,64.50000000000729,4862.77,4862.77,False
2026-03-19 03:21:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-57.35000000000582,-57.35000000000582,4857.16,4857.16,False
2026-03-19 04:51:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-37.64999999999418,-37.64999999999418,4850.2,4850.2,False
2026-03-19 05:12:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-47.84999999999855,-47.84999999999855,4852.34,4852.34,False
2026-03-19 05:47:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-38.599999999996726,-38.599999999996726,4840.48,4840.48,False
2026-03-19 06:00:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-48.549999999995634,-48.549999999995634,4837.12,4837.12,False
2026-03-19 06:31:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,153.1500000000051,153.1500000000051,4802.49,4802.49,False
2026-03-19 06:59:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-196.45000000000437,-196.45000000000437,4783.09,4783.09,False
2026-03-19 07:01:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-115.85000000000036,-115.85000000000036,4782.91,4782.91,False
2026-03-20 01:09:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-48.80000000000109,-48.80000000000109,4662.01,4662.01,False
2026-03-20 01:35:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-54.20000000000073,-54.20000000000073,4681.41,4681.41,False
2026-03-20 01:50:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-32.20000000000255,-32.20000000000255,4676.25,4676.25,False
2026-03-20 02:15:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-38.149999999996,-38.149999999996,4681.21,4681.21,False
2026-03-22 23:36:00+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,TP,63.99999999999637,63.99999999999637,4485.16,4485.16,False
2026-03-23 02:36:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,211.14999999999782,211.14999999999782,4366.08,4366.08,False
2026-03-23 02:58:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-75.45000000000073,-75.45000000000073,4374.81,4374.81,False
2026-03-23 03:16:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-121.85000000000402,-121.85000000000402,4369.25,4369.25,False
2026-03-23 04:57:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-100.99999999999454,-100.99999999999454,4371.66,4371.66,False
2026-03-23 05:28:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,143.0999999999949,143.0999999999949,4343.51,4343.51,False
2026-03-23 05:36:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,354.8499999999967,354.8499999999967,4300.83,4300.83,False
2026-03-23 06:14:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-110.05000000000109,-110.05000000000109,4305.47,4305.47,False
2026-03-23 06:50:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-41.899999999996,-41.899999999996,4221.04,4221.04,False
2026-03-23 06:49:00+00:00,KRONOS_S100_M3_COMBO,SELL,TP,TP,985.9500000000025,985.9500000000025,4107.75,4107.75,False
2026-03-23 07:24:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-187.39999999999785,-187.39999999999785,4149.71,4149.71,False
2026-03-23 07:36:00+00:00,KRONOS_S99_MSS_FVG,SELL,SL,SL,-70.24999999999638,-70.24999999999638,4187.46,4187.46,False
2026-03-23 07:36:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-330.44999999999163,-330.44999999999163,4213.48,4213.48,False
2026-03-23 08:23:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-301.45000000000437,-301.45000000000437,4247.71,4247.71,False
2026-03-23 08:57:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-21.599999999998545,-21.599999999998545,4239.51,4239.51,False
2026-03-23 09:33:00+00:00,KRONOS_S99_MSS_FVG,BUY,SL,SL,-216.54999999999745,-216.54999999999745,4264.18,4264.18,False
2026-03-23 09:58:00+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,SL,-336.25,-336.25,4285.44,4285.44,False
2026-03-24 01:18:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,SL,-237.74999999999636,-237.74999999999636,4364.17,4364.17,False
2026-03-25 00:10:00+00:00,KRONOS_S94_SWEEP_REVERSAL,SELL,SL,SL,-38.85000000000218,-38.85000000000218,4555.79,4555.79,False
2026-03-25 01:55:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-44.89999999999782,-44.89999999999782,4592.66,4592.66,False
2026-03-25 05:00:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-25.19999999999527,-25.19999999999527,4569.31,4569.31,False
2026-03-25 05:49:00+00:00,KRONOS_S100_M3_COMBO,BUY,SL,SL,-8.299999999999272,-8.299999999999272,4558.88,4558.88,False
