entry_time,exit_time,strategy,side,outcome,entry_px,exit_px,pnl_pts,pnl_usd
2026-04-20 14:33:00+00:00,2026-04-20 14:34:40+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,4822.224999999999,4816.830000000001,-5.394999999998618,-53.949999999986176
2026-04-20 14:29:00+00:00,2026-04-20 14:34:10+00:00,KRONOS_S100_M3_COMBO,BUY,SL,4823.995,4817.92,-6.074999999999818,-60.74999999999818
2026-04-20 15:45:00+00:00,2026-04-20 16:04:20+00:00,KRONOS_S100_M3_COMBO,BUY,SL,4798.969999999999,4794.570000000001,-4.399999999998727,-43.999999999987274
2026-04-21 01:30:00+00:00,2026-04-21 01:38:20+00:00,KRONOS_S100_M3_COMBO,BUY,SL,4817.419999999999,4814.740000000001,-2.679999999998472,-26.79999999998472
2026-04-21 01:53:00+00:00,2026-04-21 01:54:05+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,4810.554999999999,4808.610000000001,-1.9449999999987995,-19.449999999987995
2026-04-21 01:57:00+00:00,2026-04-21 02:21:10+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4807.8150000000005,4804.37,3.4450000000006185,34.450000000006185
2026-04-21 02:39:00+00:00,2026-04-21 02:55:50+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4806.005,4808.3099999999995,-2.3049999999993815,-23.049999999993815
2026-04-21 03:06:00+00:00,2026-04-21 03:12:35+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4804.34,4801.65,2.6900000000005093,26.900000000005093
2026-04-21 03:30:00+00:00,2026-04-21 03:38:45+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4798.895,4795.78,3.115000000000691,31.150000000006916
2026-04-21 03:51:00+00:00,2026-04-21 04:30:50+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4796.765,4791.339999999999,5.425000000001091,54.250000000010914
2026-04-21 04:53:00+00:00,2026-04-21 05:05:10+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4789.02,4792.49,-3.469999999999345,-34.69999999999345
2026-04-21 05:24:00+00:00,2026-04-21 05:31:00+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4789.275000000001,4792.36,-3.084999999999127,-30.849999999991272
2026-04-21 05:56:00+00:00,2026-04-21 06:10:35+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4784.92,4789.83,-4.9099999999998545,-49.099999999998545
2026-04-21 06:10:00+00:00,2026-04-21 06:16:30+00:00,KRONOS_S99_MSS_FVG,SELL,TP,4788.045,4784.15,3.8950000000004366,38.95000000000437
2026-04-21 06:11:00+00:00,2026-04-21 06:16:30+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4790.185,4784.3099999999995,5.8750000000009095,58.750000000009095
2026-04-21 06:19:00+00:00,2026-04-21 06:29:05+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,SL,4781.245,4774.900000000001,-6.344999999999345,-63.44999999999346
2026-04-21 07:05:00+00:00,2026-04-21 07:09:20+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4776.820000000001,4780.48,-3.659999999998945,-36.59999999998945
2026-04-21 07:24:00+00:00,2026-04-21 07:43:30+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4783.42,4786.86,-3.4399999999996,-34.399999999996
2026-04-21 07:57:00+00:00,2026-04-21 08:06:40+00:00,KRONOS_S93_FVG_SCALP,BUY,SL,4786.825,4783.150000000001,-3.6749999999992724,-36.749999999992724
2026-04-21 08:03:00+00:00,2026-04-21 08:06:50+00:00,KRONOS_S100_M3_COMBO,SELL,TP,4786.2300000000005,4782.259999999999,3.970000000001164,39.70000000001164
2026-04-21 08:19:00+00:00,2026-04-21 08:20:45+00:00,KRONOS_S93_FVG_SCALP,SELL,SL,4782.9800000000005,4786.0,-3.019999999999527,-30.199999999995274
2026-04-21 08:19:00+00:00,2026-04-21 08:20:45+00:00,KRONOS_S99_MSS_FVG,SELL,SL,4782.9800000000005,4786.0,-3.019999999999527,-30.199999999995274
2026-04-21 08:19:00+00:00,2026-04-21 08:20:30+00:00,KRONOS_S100_M3_COMBO,SELL,SL,4782.9800000000005,4785.12,-2.139999999999418,-21.39999999999418
2026-04-21 08:13:00+00:00,2026-04-21 08:21:05+00:00,KRONOS_S94_SWEEP_REVERSAL,BUY,TP,4776.065,4786.25,10.1850000000004,101.85000000000402
2026-04-22 01:27:00+00:00,2026-04-22 01:39:40+00:00,KRONOS_S100_M3_COMBO,BUY,TP,4744.87,4751.67,6.800000000000182,68.00000000000182
2026-04-22 01:41:00+00:00,2026-04-22 02:53:00+00:00,KRONOS_S100_M3_COMBO,BUY,TIME,4752.28,4753.93,1.6500000000005457,16.500000000005457
2026-04-22 03:10:00+00:00,2026-04-22 04:17:50+00:00,KRONOS_S100_M3_COMBO,BUY,SL,4758.815,4755.400000000001,-3.414999999999054,-34.14999999999054
