variation,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_points,tp_mode,pool_type,is_equal_pool
VAR1-EQ,2026-04-21 12:20:00+00:00,BUY,4782.77,4778.2,4786.77,4778.2,2026-04-21 12:30:00,SL,-4.57,FIXED,SSL,True
VAR1-EQ,2026-04-21 12:30:00+00:00,BUY,4787.37,4765.55,4791.37,4765.55,2026-04-21 13:10:00,SL,-21.82,FIXED,SSL,True
VAR1-EQ,2026-04-22 01:25:00+00:00,SELL,4746.5,4749.01,4742.5,4749.01,2026-04-22 01:30:00,SL,-2.51,FIXED,BSL,True
VAR1-EQ,2026-04-22 07:05:00+00:00,SELL,4770.01,4773.39,4766.01,4766.01,2026-04-22 07:10:00,TP,3.99,FIXED,BSL,True
VAR1-EQ,2026-04-22 20:40:00+00:00,BUY,4737.63,4735.27,4741.63,4741.63,2026-04-22 22:00:00,TP,4.0,FIXED,SSL,True
VAR1-EQ,2026-04-23 04:45:00+00:00,BUY,4702.4,4697.94,4706.4,4706.4,2026-04-23 05:00:00,TP,4.0,FIXED,SSL,True
VAR1-EQ,2026-04-23 05:15:00+00:00,SELL,4707.18,4709.06,4701.28,4709.06,2026-04-23 05:20:00,SL,-1.88,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-04-23 05:20:00+00:00,SELL,4706.64,4710.51,4701.28,4701.28,2026-04-23 05:30:00,TP,5.36,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-04-23 05:30:00+00:00,SELL,4706.08,4708.28,4701.28,4701.28,2026-04-23 05:40:00,TP,4.8,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-04-23 22:20:00+00:00,BUY,4694.44,4691.24,4698.44,4691.24,2026-04-23 22:40:00,SL,-3.2,FIXED,SSL,True
VAR1-EQ,2026-04-23 22:30:00+00:00,SELL,4693.61,4696.52,4689.61,4696.52,2026-04-23 22:35:00,SL,-2.91,FIXED,BSL,True
VAR1-EQ,2026-04-23 22:35:00+00:00,SELL,4692.03,4697.87,4688.03,4688.03,2026-04-23 23:15:00,TP,4.01,FIXED,BSL,True
VAR1-EQ,2026-04-24 18:35:00+00:00,BUY,4720.06,4717.76,4724.06,4724.06,2026-04-24 19:00:00,TP,4.0,FIXED,SSL,True
VAR1-EQ,2026-04-27 08:30:00+00:00,BUY,4709.82,4706.1,4713.82,4706.1,2026-04-27 08:40:00,SL,-3.72,FIXED,SSL,True
VAR1-EQ,2026-04-27 11:30:00+00:00,SELL,4705.58,4709.77,4699.68,4709.77,2026-04-27 12:15:00,SL,-4.19,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-04-27 20:05:00+00:00,BUY,4679.2,4676.55,4683.2,4683.2,2026-04-27 22:05:00,TP,3.99,FIXED,SSL,True
VAR1-EQ,2026-04-27 20:10:00+00:00,BUY,4679.23,4677.8,4683.23,4683.23,2026-04-27 22:05:00,TP,3.99,FIXED,SSL,True
VAR1-EQ,2026-04-28 06:50:00+00:00,BUY,4626.53,4622.55,4630.53,4630.53,2026-04-28 06:55:00,TP,4.0,FIXED,SSL,True
VAR1-EQ,2026-04-28 14:15:00+00:00,BUY,4571.44,4562.76,4575.44,4575.44,2026-04-28 14:30:00,TP,3.99,FIXED,SSL,True
VAR1-EQ,2026-04-28 20:35:00+00:00,BUY,4594.6,4592.05,4598.65,4598.65,2026-04-28 22:00:00,TP,4.05,DYNAMIC_POOL,SSL,True
VAR1-EQ,2026-04-28 22:15:00+00:00,SELL,4596.77,4598.22,4592.77,4592.77,2026-04-28 22:50:00,TP,4.0,FIXED,BSL,True
VAR1-EQ,2026-04-28 22:20:00+00:00,SELL,4596.7,4598.16,4592.7,4592.7,2026-04-28 22:50:00,TP,4.01,FIXED,BSL,True
VAR1-EQ,2026-04-29 04:35:00+00:00,SELL,4603.14,4606.84,4592.4,4606.84,2026-04-29 05:00:00,SL,-3.7,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-04-30 23:45:00+00:00,SELL,4631.57,4634.39,4627.57,4627.57,2026-04-30 23:55:00,TP,4.0,FIXED,BSL,True
VAR1-EQ,2026-05-01 02:55:00+00:00,BUY,4619.22,4615.65,4623.22,4623.22,2026-05-01 03:20:00,TP,4.01,FIXED,SSL,True
VAR1-EQ,2026-05-01 03:00:00+00:00,BUY,4618.76,4616.88,4622.76,4622.76,2026-05-01 03:15:00,TP,4.0,FIXED,SSL,True
VAR1-EQ,2026-05-01 10:30:00+00:00,SELL,4571.15,4577.1,4567.15,4567.15,2026-05-01 10:50:00,TP,4.0,FIXED,BSL,True
VAR1-EQ,2026-05-01 11:25:00+00:00,SELL,4572.0,4577.59,4568.0,4577.59,2026-05-01 11:40:00,SL,-5.59,FIXED,BSL,True
VAR1-EQ,2026-05-04 09:25:00+00:00,SELL,4581.36,4583.4,4574.32,4583.4,2026-05-04 09:35:00,SL,-2.03,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-05-05 18:25:00+00:00,SELL,4562.05,4564.27,4558.05,4558.05,2026-05-05 18:40:00,TP,3.99,FIXED,BSL,True
VAR1-EQ,2026-05-05 18:45:00+00:00,SELL,4562.77,4566.83,4558.77,4558.77,2026-05-05 19:00:00,TP,4.0,FIXED,BSL,True
VAR1-EQ,2026-05-07 17:30:00+00:00,SELL,4699.64,4704.64,4690.35,4704.64,2026-05-07 17:40:00,SL,-5.01,DYNAMIC_POOL,BSL,True
VAR1-EQ,2026-05-08 13:00:00+00:00,SELL,4723.26,4730.14,4719.26,4719.26,2026-05-08 13:05:00,TP,3.99,FIXED,BSL,True
