strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
VAR1,2025-01-02 04:05:00+00:00,BUY,2632.77,2631.18,2634.83,2631.18,2025-01-02 04:45:00,SL,-1.59,VAR1_SSL
VAR1,2025-01-02 04:20:00+00:00,BUY,2632.63,2631.24,2634.83,2631.24,2025-01-02 04:45:00,SL,-1.39,VAR1_SSL
VAR1,2025-01-02 04:30:00+00:00,BUY,2632.47,2631.11,2634.83,2634.83,2025-01-02 05:25:00,TP,2.36,VAR1_SSL
VAR1,2025-01-02 04:40:00+00:00,BUY,2632.23,2631.08,2634.83,2634.83,2025-01-02 05:25:00,TP,2.6,VAR1_SSL
VAR1,2025-01-02 04:45:00+00:00,BUY,2632.61,2630.18,2634.83,2634.83,2025-01-02 05:25:00,TP,2.22,VAR1_SSL
VAR1,2025-01-02 06:05:00+00:00,BUY,2632.55,2630.86,2634.42,2634.42,2025-01-02 06:25:00,TP,1.87,VAR1_SSL
VAR1,2025-01-02 06:40:00+00:00,SELL,2634.26,2635.79,2633.14,2635.79,2025-01-02 07:25:00,SL,-1.53,VAR1_BSL
VAR1,2025-01-02 06:45:00+00:00,SELL,2633.77,2636.43,2633.14,2633.14,2025-01-02 07:30:00,TP,0.63,VAR1_BSL
VAR1,2025-01-02 06:55:00+00:00,SELL,2634.27,2635.81,2633.14,2635.81,2025-01-02 07:25:00,SL,-1.54,VAR1_BSL
VAR1,2025-01-02 07:35:00+00:00,BUY,2633.59,2632.07,2634.42,2634.42,2025-01-02 07:50:00,TP,0.83,VAR1_SSL
VAR1,2025-01-02 07:45:00+00:00,BUY,2633.58,2632.06,2635.43,2635.43,2025-01-02 07:55:00,TP,1.85,VAR1_SSL
VAR1,2025-01-02 08:00:00+00:00,SELL,2635.91,2637.49,2633.14,2633.14,2025-01-02 08:20:00,TP,2.77,VAR1_BSL
VAR1,2025-01-02 08:10:00+00:00,SELL,2635.26,2636.6,2633.14,2633.14,2025-01-02 08:20:00,TP,2.12,VAR1_BSL
VAR1,2025-01-02 08:25:00+00:00,BUY,2633.4,2630.43,2635.43,2635.43,2025-01-02 08:40:00,TP,2.03,VAR1_SSL
VAR1,2025-01-02 08:30:00+00:00,BUY,2633.88,2630.15,2635.43,2635.43,2025-01-02 08:40:00,TP,1.55,VAR1_SSL
VAR1,2025-01-02 08:45:00+00:00,SELL,2635.94,2638.81,2633.06,2638.81,2025-01-02 09:00:00,SL,-2.87,VAR1_BSL
VAR1,2025-01-02 08:50:00+00:00,SELL,2635.76,2637.69,2633.06,2637.69,2025-01-02 09:00:00,SL,-1.93,VAR1_BSL
VAR1,2025-01-02 09:25:00+00:00,SELL,2637.54,2641.0,2633.06,2633.06,2025-01-02 10:05:00,TP,4.48,VAR1_BSL
VAR1,2025-01-02 11:25:00+00:00,BUY,2641.86,2639.55,2644.69,2644.69,2025-01-02 12:30:00,TP,2.83,VAR1_SSL
VAR1,2025-01-02 13:05:00+00:00,SELL,2641.93,2644.39,2640.56,2640.56,2025-01-02 13:10:00,TP,1.37,VAR1_BSL
VAR1,2025-01-02 14:15:00+00:00,SELL,2646.98,2650.14,2640.4,2650.14,2025-01-02 14:30:00,SL,-3.16,VAR1_BSL
VAR1,2025-01-02 14:20:00+00:00,SELL,2646.55,2649.08,2640.4,2649.08,2025-01-02 14:30:00,SL,-2.53,VAR1_BSL
