strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
ICT_S4_BREAKER,2025-08-21 12:45:00+00:00,BUY,3339.63,3337.68,3342.83,3342.53,2025-08-21 13:00:00+00:00,TP,2.9,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-08-21 17:00:00+00:00,BUY,3340.11,3338.18,3343.37,3337.88,2025-08-21 17:15:00+00:00,SL,-2.24,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-08-25 12:15:00+00:00,BUY,3369.01,3366.68,3373.01,3366.38,2025-08-25 12:30:00+00:00,SL,-2.62,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-08-28 10:30:00+00:00,BUY,3397.1,3394.73,3401.25,3400.95,2025-08-28 11:15:00+00:00,TP,3.84,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-08-29 13:15:00+00:00,SELL,3418.6,3420.42,3415.5,3420.72,2025-08-29 13:30:00+00:00,SL,-2.12,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-02 08:45:00+00:00,SELL,3479.66,3482.15,3475.29,3482.45,2025-09-02 10:00:00+00:00,SL,-2.79,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-04 11:45:00+00:00,BUY,3545.07,3541.2,3552.38,3552.08,2025-09-04 12:15:00+00:00,TP,7.01,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-09 16:15:00+00:00,SELL,3648.84,3652.61,3641.92,3642.22,2025-09-09 17:30:00+00:00,TP,6.62,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-15 01:30:00+00:00,SELL,3631.57,3634.78,3625.65,3635.08,2025-09-15 01:45:00+00:00,SL,-3.51,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-15 03:00:00+00:00,BUY,3641.49,3637.41,3649.05,3637.11,2025-09-15 06:45:00+00:00,SL,-4.38,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-17 03:00:00+00:00,SELL,3682.04,3685.42,3675.9,3685.72,2025-09-17 05:00:00+00:00,SL,-3.68,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-17 20:15:00+00:00,SELL,3658.66,3664.13,3648.35,3664.43,2025-09-17 22:00:00+00:00,SL,-5.77,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-18 08:15:00+00:00,BUY,3655.61,3652.85,3660.36,3660.06,2025-09-18 08:30:00+00:00,TP,4.45,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-19 15:45:00+00:00,BUY,3670.58,3665.58,3680.08,3679.78,2025-09-19 18:00:00+00:00,TP,9.2,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-23 06:00:00+00:00,BUY,3753.5,3748.37,3763.22,3762.92,2025-09-23 08:30:00+00:00,TP,9.42,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-24 15:15:00+00:00,SELL,3754.28,3756.35,3750.6,3750.9,2025-09-24 15:30:00+00:00,TP,3.38,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-25 00:45:00+00:00,SELL,3747.73,3750.59,3742.62,3742.92,2025-09-25 01:00:00+00:00,TP,4.81,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-25 03:00:00+00:00,SELL,3739.4,3743.46,3731.91,3732.21,2025-09-25 04:15:00+00:00,TP,7.19,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-25 06:15:00+00:00,SELL,3745.54,3748.6,3739.98,3740.28,2025-09-25 06:45:00+00:00,TP,5.26,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-25 15:45:00+00:00,SELL,3735.58,3741.43,3724.44,3741.73,2025-09-25 16:00:00+00:00,SL,-6.15,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-25 20:30:00+00:00,BUY,3749.13,3746.14,3754.45,3745.84,2025-09-25 23:00:00+00:00,SL,-3.29,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-26 02:30:00+00:00,SELL,3740.74,3743.46,3735.79,3736.09,2025-09-26 03:00:00+00:00,TP,4.66,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-26 07:45:00+00:00,BUY,3748.49,3745.23,3754.51,3754.21,2025-09-26 08:30:00+00:00,TP,5.72,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-09-26 08:45:00+00:00,BUY,3753.76,3750.88,3758.96,3750.58,2025-09-26 09:15:00+00:00,SL,-3.18,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-01 07:45:00+00:00,BUY,3869.25,3865.15,3877.07,3876.77,2025-10-01 08:00:00+00:00,TP,7.52,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-03 15:45:00+00:00,BUY,3887.17,3878.25,3904.38,3877.95,2025-10-03 17:45:00+00:00,SL,-9.22,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-06 19:45:00+00:00,BUY,3962.71,3955.74,3976.01,3975.71,2025-10-06 22:15:00+00:00,TP,13.01,ICT_S4_BREAKER
