strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
C01_ASIAN_SWEEP,2025-01-02 10:01:00+00:00,SELL,2634.95,2638.06,2633.86,2633.86,2025-01-02T10:03:00.000000000,TP,1.09,C01_ASIAN_SWEEP_HIGH
C01_ASIAN_SWEEP,2025-01-10 07:35:00+00:00,SELL,2676.31,2679.46,2672.64,2679.46,2025-01-10T08:23:00.000000000,SL,-3.15,C01_ASIAN_SWEEP_HIGH
C01_ASIAN_SWEEP,2025-01-14 10:05:00+00:00,BUY,2668.42,2665.38,2671.41,2665.38,2025-01-14T10:21:00.000000000,SL,-3.04,C01_ASIAN_SWEEP_LOW
C01_ASIAN_SWEEP,2025-01-17 08:48:00+00:00,BUY,2712.27,2709.36,2714.31,2709.36,2025-01-17T09:16:00.000000000,SL,-2.91,C01_ASIAN_SWEEP_LOW
C01_ASIAN_SWEEP,2025-01-31 10:06:00+00:00,BUY,2794.53,2792.51,2795.83,2792.51,2025-01-31T10:13:00.000000000,SL,-2.02,C01_ASIAN_SWEEP_LOW
C01_ASIAN_SWEEP,2025-02-14 07:00:00+00:00,SELL,2933.97,2937.13,2928.63,2937.13,2025-02-14T08:19:00.000000000,SL,-3.16,C01_ASIAN_SWEEP_HIGH
C01_ASIAN_SWEEP,2025-03-03 10:00:00+00:00,SELL,2868.51,2870.56,2864.81,2870.56,2025-03-03T10:22:00.000000000,SL,-2.05,C01_ASIAN_SWEEP_HIGH
C01_ASIAN_SWEEP,2025-03-12 07:30:00+00:00,BUY,2911.88,2908.17,2915.51,2915.51,2025-03-12T07:57:00.000000000,TP,3.63,C01_ASIAN_SWEEP_LOW
C01_ASIAN_SWEEP,2025-03-31 10:46:00+00:00,SELL,3120.56,3124.26,3113.18,3124.26,2025-03-31T12:27:00.000000000,SL,-3.7,C01_ASIAN_SWEEP_HIGH
C01_ASIAN_SWEEP,2025-04-04 09:58:00+00:00,BUY,3090.39,3084.7,3099.4,3099.4,2025-04-04T10:07:00.000000000,TP,9.01,C01_ASIAN_SWEEP_LOW
