day,leg,side,outcome,pnl
2026-05-20,CV2_SE2,SELL,TP,13.83
2026-05-20,CV2_S07,SELL,SL,-15.29
2026-05-20,CV2_SE2,SELL,TP,14.08
2026-05-20,CV2_SE1,SELL,SL,-9.41
2026-05-20,CV2_SE1,SELL,TP,9.93
2026-05-20,CV2_SE2,SELL,TP,9.93
2026-05-20,CV2_SE1,SELL,TP,10.79
2026-05-20,CV2_SE2,SELL,TP,10.79
2026-05-20,CV2_S06,SELL,TP,17.08
2026-05-20,CV2_SE1,SELL,SL,-19.78
2026-05-20,CV2_SE2,SELL,SL,-19.78
2026-05-20,CV2_SE2,SELL,SL,-20.63
2026-05-20,CV2_SE1,SELL,SL,-20.96
2026-05-20,CV2_SE1,SELL,SL,-21.36
2026-05-20,CV2_SE1,SELL,TIME,-2.54
2026-05-20,CV2_SE1,SELL,SL,-7.43
2026-05-20,CV2_SE2,SELL,SL,-7.43
2026-05-20,CV2_SE1,SELL,SL,-7.18
2026-05-20,CV2_SE2,SELL,SL,-7.18
2026-05-20,CV2_SE1,SELL,TP,8.65
2026-05-20,CV2_SE1,SELL,TP,8.53
2026-05-20,CV2_S07,SELL,TP,6.98
2026-05-21,CV2_SE2,SELL,TP,12.63
2026-05-21,CV2_SE1,SELL,TP,13.22
2026-05-21,CV2_SE1,SELL,TP,12.82
2026-05-21,CV2_S07,SELL,TP,13.37
2026-05-21,CV2_SE1,SELL,SL,-11.34
2026-05-21,CV2_SE2,SELL,SL,-11.34
2026-05-21,CV2_SE1,SELL,SL,-11.64
2026-05-21,CV2_SE2,SELL,SL,-11.64
2026-05-21,CV2_SE1,SELL,SL,-8.8
2026-05-21,CV2_SE2,SELL,SL,-8.8
2026-05-21,CV2_SE1,SELL,SL,-10.06
2026-05-21,CV2_SE2,SELL,SL,-10.06
2026-05-21,CV2_SE2,SELL,SL,-11.14
2026-05-21,CV2_SE2,SELL,SL,-11.49
2026-05-21,CV2_SE2,SELL,SL,-12.49
2026-05-21,CV2_SE1,SELL,TP,17.36
2026-05-21,CV2_SE1,SELL,TP,17.94
2026-05-22,CV2_SE1,SELL,TP,10.35
2026-05-22,CV2_SE2,SELL,TP,10.35
2026-05-22,CV2_SE2,SELL,TP,11.39
2026-05-22,CV2_SE1,SELL,TP,10.07
2026-05-22,CV2_SE2,SELL,TP,10.07
2026-05-22,CV2_SE1,SELL,TP,11.46
2026-05-22,CV2_SE2,SELL,TP,11.46
2026-05-22,CV2_S07,SELL,SL,-13.02
2026-05-22,CV2_S07,SELL,SL,-16.61
2026-05-22,CV2_SE1,SELL,TP,12.53
2026-05-22,CV2_SE1,SELL,TP,11.86
2026-05-22,CV2_SE1,SELL,TP,9.23
2026-05-25,CV2_SE1,SELL,TP,7.99
2026-05-25,CV2_SE2,SELL,TP,7.99
2026-05-25,CV2_SE1,SELL,SL,-5.47
2026-05-25,CV2_SE2,SELL,SL,-5.47
2026-05-25,CV2_SE1,SELL,SL,-5.29
2026-05-25,CV2_SE1,SELL,SL,-5.16
2026-05-25,CV2_SE1,SELL,SL,-5.04
2026-05-25,CV2_SE1,SELL,SL,-5.3
2026-05-25,CV2_SE1,SELL,TP,6.51
2026-05-25,CV2_SE1,SELL,TP,6.54
2026-05-25,CV2_SE1,SELL,TP,5.81
2026-05-25,CV2_SE1,SELL,TP,6.29
2026-05-25,CV2_SE2,SELL,TP,6.29
2026-05-25,CV2_S07,SELL,SL,-9.83
