entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_dollars,is_equal,session_date
2026-04-14 12:38:00+00:00,SELL,4772.43,4773.43,4770.93,4773.43,2026-04-14 12:39:00,SL,-1.0,False,2026-04-14
2026-04-14 12:47:00+00:00,BUY,4768.79,4767.79,4770.29,4770.29,2026-04-14 12:48:00,TP,1.5,True,2026-04-14
2026-04-14 14:42:00+00:00,SELL,4802.41,4803.41,4800.91,4800.91,2026-04-14 14:43:00,TP,1.5,False,2026-04-14
2026-04-14 14:45:00+00:00,SELL,4797.75,4798.75,4796.25,4798.75,2026-04-14 14:46:00,SL,-1.0,False,2026-04-14
2026-04-14 14:51:00+00:00,BUY,4799.55,4798.55,4801.27,4798.55,2026-04-14 14:52:00,SL,-1.0,False,2026-04-14
2026-04-14 15:03:00+00:00,SELL,4800.34,4801.34,4798.7,4798.7,2026-04-14 15:04:00,TP,1.64,False,2026-04-14
2026-04-14 15:18:00+00:00,SELL,4797.51,4798.51,4795.38,4798.51,2026-04-14 15:19:00,SL,-1.0,True,2026-04-14
2026-04-14 15:48:00+00:00,BUY,4808.74,4807.74,4810.41,4807.74,2026-04-14 15:49:00,SL,-1.0,False,2026-04-14
2026-04-14 15:49:00+00:00,BUY,4808.8,4807.8,4810.41,4810.41,2026-04-14 15:50:00,TP,1.61,False,2026-04-14
2026-04-14 15:56:00+00:00,BUY,4809.4,4808.4,4811.55,4808.4,2026-04-14 15:58:00,SL,-1.0,False,2026-04-14
2026-04-15 07:12:00+00:00,BUY,4812.94,4811.94,4814.44,4814.44,2026-04-15 07:13:00,TP,1.5,False,2026-04-15
2026-04-15 07:14:00+00:00,SELL,4815.71,4816.71,4813.54,4813.54,2026-04-15 07:15:00,TP,2.17,False,2026-04-15
2026-04-15 07:17:00+00:00,SELL,4811.58,4812.58,4810.08,4810.08,2026-04-15 07:18:00,TP,1.5,False,2026-04-15
2026-04-15 07:24:00+00:00,SELL,4810.09,4811.09,4808.45,4808.45,2026-04-15 07:26:00,TP,1.64,False,2026-04-15
2026-04-15 07:26:00+00:00,BUY,4809.41,4808.41,4812.3,4808.41,2026-04-15 07:27:00,SL,-1.0,False,2026-04-15
2026-04-15 07:32:00+00:00,SELL,4812.12,4813.12,4809.94,4813.12,2026-04-15 07:35:00,SL,-1.0,False,2026-04-15
2026-04-15 07:34:00+00:00,SELL,4811.7,4812.7,4809.94,4812.7,2026-04-15 07:35:00,SL,-1.0,False,2026-04-15
2026-04-15 07:36:00+00:00,SELL,4814.37,4815.37,4812.87,4812.87,2026-04-15 07:38:00,TP,1.5,True,2026-04-15
2026-04-15 07:40:00+00:00,SELL,4813.3,4814.3,4811.04,4811.04,2026-04-15 07:42:00,TP,2.26,True,2026-04-15
2026-04-15 07:56:00+00:00,BUY,4809.74,4808.74,4811.24,4811.24,2026-04-15 07:57:00,TP,1.5,False,2026-04-15
2026-04-15 08:11:00+00:00,BUY,4806.6,4805.6,4808.1,4808.1,2026-04-15 08:12:00,TP,1.5,True,2026-04-15
2026-04-15 08:16:00+00:00,SELL,4811.64,4812.64,4809.23,4812.64,2026-04-15 08:18:00,SL,-1.0,True,2026-04-15
2026-04-15 08:21:00+00:00,BUY,4810.86,4809.86,4812.71,4809.86,2026-04-15 08:22:00,SL,-1.0,False,2026-04-15
2026-04-15 08:32:00+00:00,BUY,4807.24,4806.24,4808.74,4808.74,2026-04-15 08:33:00,TP,1.5,False,2026-04-15
2026-04-15 08:34:00+00:00,BUY,4809.56,4808.56,4812.02,4808.56,2026-04-15 08:35:00,SL,-1.0,False,2026-04-15
2026-04-15 08:43:00+00:00,SELL,4812.38,4813.38,4810.88,4810.88,2026-04-15 08:44:00,TP,1.5,False,2026-04-15
2026-04-15 08:45:00+00:00,SELL,4810.56,4811.56,4808.15,4811.56,2026-04-15 08:47:00,SL,-1.0,True,2026-04-15
2026-04-15 08:50:00+00:00,SELL,4811.45,4812.45,4810.02,4812.45,2026-04-15 08:52:00,SL,-1.0,True,2026-04-15
2026-04-15 10:00:00+00:00,SELL,4798.23,4799.23,4796.97,4796.97,2026-04-15 10:01:00,TP,1.26,False,2026-04-15
2026-04-15 10:10:00+00:00,SELL,4802.23,4803.23,4800.73,4803.23,2026-04-15 10:12:00,SL,-1.0,False,2026-04-15
2026-04-15 10:14:00+00:00,SELL,4801.36,4802.36,4799.86,4799.86,2026-04-15 10:15:00,TP,1.5,False,2026-04-15
2026-04-15 10:16:00+00:00,SELL,4797.02,4798.02,4795.49,4798.02,2026-04-15 10:17:00,SL,-1.0,False,2026-04-15
2026-04-15 10:17:00+00:00,SELL,4796.01,4797.01,4794.55,4794.55,2026-04-15 10:18:00,TP,1.46,False,2026-04-15
2026-04-15 10:33:00+00:00,SELL,4793.75,4794.75,4792.02,4794.75,2026-04-15 10:34:00,SL,-1.0,False,2026-04-15
2026-04-15 10:37:00+00:00,BUY,4793.95,4792.95,4795.44,4795.44,2026-04-15 10:39:00,TP,1.49,False,2026-04-15
2026-04-15 11:04:00+00:00,SELL,4798.19,4799.19,4795.57,4799.19,2026-04-15 11:05:00,SL,-1.0,False,2026-04-15
2026-04-15 11:31:00+00:00,SELL,4807.15,4808.15,4805.06,4805.06,2026-04-15 11:32:00,TP,2.09,False,2026-04-15
2026-04-15 12:40:00+00:00,SELL,4813.9,4814.9,4812.4,4812.4,2026-04-15 12:41:00,TP,1.5,False,2026-04-15
2026-04-15 12:43:00+00:00,BUY,4810.98,4809.98,4812.48,4812.48,2026-04-15 12:45:00,TP,1.5,True,2026-04-15
2026-04-15 12:50:00+00:00,BUY,4810.26,4809.26,4812.51,4812.51,2026-04-15 12:52:00,TP,2.25,True,2026-04-15
2026-04-15 12:59:00+00:00,SELL,4811.76,4812.76,4810.23,4812.76,2026-04-15 13:00:00,SL,-1.0,False,2026-04-15
2026-04-15 13:00:00+00:00,SELL,4812.12,4813.12,4810.81,4813.12,2026-04-15 13:01:00,SL,-1.0,True,2026-04-15
2026-04-15 13:01:00+00:00,SELL,4811.89,4812.89,4810.62,4810.62,2026-04-15 13:02:00,TP,1.27,False,2026-04-15
2026-04-15 13:04:00+00:00,SELL,4811.85,4812.85,4810.23,4810.23,2026-04-15 13:05:00,TP,1.62,False,2026-04-15
2026-04-15 13:05:00+00:00,BUY,4811.39,4810.39,4812.89,4812.89,2026-04-15 13:06:00,TP,1.5,False,2026-04-15
2026-04-15 14:20:00+00:00,BUY,4825.04,4824.04,4827.6,4824.04,2026-04-15 14:21:00,SL,-1.0,True,2026-04-15
2026-04-15 14:21:00+00:00,BUY,4826.07,4825.07,4827.6,4825.07,2026-04-15 14:22:00,SL,-1.0,True,2026-04-15
2026-04-15 15:44:00+00:00,SELL,4803.64,4804.64,4801.8,4804.64,2026-04-15 15:45:00,SL,-1.0,False,2026-04-15
2026-04-16 07:12:00+00:00,BUY,4826.52,4825.52,4828.08,4825.52,2026-04-16 07:13:00,SL,-1.0,False,2026-04-16
2026-04-16 07:13:00+00:00,BUY,4826.09,4825.09,4828.08,4825.09,2026-04-16 07:14:00,SL,-1.0,False,2026-04-16
2026-04-16 07:17:00+00:00,SELL,4826.12,4827.12,4823.31,4823.31,2026-04-16 07:18:00,TP,2.81,False,2026-04-16
2026-04-16 07:20:00+00:00,BUY,4819.81,4818.81,4821.31,4821.31,2026-04-16 07:22:00,TP,1.5,False,2026-04-16
2026-04-16 07:30:00+00:00,SELL,4828.02,4829.02,4826.34,4826.34,2026-04-16 07:32:00,TP,1.68,False,2026-04-16
2026-04-16 07:33:00+00:00,BUY,4825.47,4824.47,4826.97,4826.97,2026-04-16 07:34:00,TP,1.5,False,2026-04-16
2026-04-16 07:41:00+00:00,SELL,4829.74,4830.74,4828.24,4828.24,2026-04-16 07:43:00,TP,1.5,False,2026-04-16
2026-04-16 07:44:00+00:00,BUY,4827.38,4826.38,4828.64,4826.38,2026-04-16 07:46:00,SL,-1.0,True,2026-04-16
2026-04-16 07:50:00+00:00,BUY,4823.91,4822.91,4825.41,4825.41,2026-04-16 07:52:00,TP,1.5,False,2026-04-16
2026-04-16 07:51:00+00:00,BUY,4824.44,4823.44,4825.94,4825.94,2026-04-16 07:52:00,TP,1.5,False,2026-04-16
2026-04-16 07:52:00+00:00,BUY,4825.19,4824.19,4826.69,4824.19,2026-04-16 07:53:00,SL,-1.0,False,2026-04-16
2026-04-16 08:47:00+00:00,SELL,4812.93,4813.93,4811.03,4811.03,2026-04-16 08:49:00,TP,1.9,False,2026-04-16
2026-04-16 08:50:00+00:00,SELL,4811.08,4812.08,4809.69,4809.69,2026-04-16 08:51:00,TP,1.39,False,2026-04-16
2026-04-16 08:55:00+00:00,BUY,4811.68,4810.68,4812.93,4810.68,2026-04-16 08:56:00,SL,-1.0,False,2026-04-16
2026-04-16 08:56:00+00:00,BUY,4811.41,4810.41,4812.93,4812.93,2026-04-16 08:58:00,TP,1.52,False,2026-04-16
2026-04-16 08:58:00+00:00,SELL,4813.02,4814.02,4810.89,4814.02,2026-04-16 09:02:00,SL,-1.0,True,2026-04-16
2026-04-16 09:00:00+00:00,SELL,4813.44,4814.44,4810.89,4814.44,2026-04-16 09:03:00,SL,-1.0,True,2026-04-16
2026-04-16 09:11:00+00:00,SELL,4816.31,4817.31,4814.81,4814.81,2026-04-16 09:15:00,TP,1.5,False,2026-04-16
2026-04-16 09:17:00+00:00,SELL,4814.14,4815.14,4811.75,4815.14,2026-04-16 09:18:00,SL,-1.0,False,2026-04-16
2026-04-16 09:18:00+00:00,SELL,4814.77,4815.77,4813.27,4815.77,2026-04-16 09:19:00,SL,-1.0,False,2026-04-16
2026-04-16 09:22:00+00:00,SELL,4816.73,4817.73,4815.37,4815.37,2026-04-16 09:25:00,TP,1.36,True,2026-04-16
2026-04-16 09:25:00+00:00,BUY,4815.45,4814.45,4816.96,4814.45,2026-04-16 09:28:00,SL,-1.0,True,2026-04-16
2026-04-16 09:26:00+00:00,BUY,4815.59,4814.59,4816.96,4814.59,2026-04-16 09:28:00,SL,-1.0,True,2026-04-16
2026-04-16 09:29:00+00:00,BUY,4813.37,4812.37,4814.87,4812.37,2026-04-16 09:30:00,SL,-1.0,False,2026-04-16
2026-04-16 09:41:00+00:00,SELL,4812.76,4813.76,4811.26,4811.26,2026-04-16 09:43:00,TP,1.5,False,2026-04-16
2026-04-16 09:53:00+00:00,SELL,4812.35,4813.35,4810.62,4813.35,2026-04-16 09:55:00,SL,-1.0,False,2026-04-16
2026-04-16 10:03:00+00:00,SELL,4812.52,4813.52,4810.62,4813.52,2026-04-16 10:05:00,SL,-1.0,False,2026-04-16
2026-04-16 10:04:00+00:00,SELL,4812.66,4813.66,4810.62,4813.66,2026-04-16 10:05:00,SL,-1.0,False,2026-04-16
2026-04-16 10:26:00+00:00,SELL,4809.22,4810.22,4807.72,4807.72,2026-04-16 10:27:00,TP,1.5,False,2026-04-16
2026-04-16 10:39:00+00:00,BUY,4810.01,4809.01,4811.51,4811.51,2026-04-16 10:41:00,TP,1.5,False,2026-04-16
2026-04-16 10:50:00+00:00,SELL,4809.66,4810.66,4808.39,4810.66,2026-04-16 10:53:00,SL,-1.0,False,2026-04-16
2026-04-16 10:53:00+00:00,SELL,4810.14,4811.14,4808.39,4811.14,2026-04-16 10:54:00,SL,-1.0,True,2026-04-16
2026-04-16 11:22:00+00:00,BUY,4817.22,4816.22,4818.64,4818.64,2026-04-16 11:23:00,TP,1.42,True,2026-04-16
2026-04-16 11:55:00+00:00,BUY,4819.35,4818.35,4820.85,4820.85,2026-04-16 11:56:00,TP,1.5,True,2026-04-16
2026-04-16 12:05:00+00:00,SELL,4819.74,4820.74,4817.19,4820.74,2026-04-16 12:06:00,SL,-1.0,True,2026-04-16
2026-04-16 12:07:00+00:00,SELL,4818.6,4819.6,4817.19,4817.19,2026-04-16 12:08:00,TP,1.41,True,2026-04-16
2026-04-16 12:08:00+00:00,SELL,4818.69,4819.69,4817.19,4817.19,2026-04-16 12:09:00,TP,1.5,False,2026-04-16
2026-04-16 12:13:00+00:00,BUY,4815.99,4814.99,4817.49,4817.49,2026-04-16 12:15:00,TP,1.5,True,2026-04-16
2026-04-16 12:22:00+00:00,BUY,4816.84,4815.84,4818.64,4815.84,2026-04-16 12:23:00,SL,-1.0,True,2026-04-16
2026-04-16 12:25:00+00:00,BUY,4816.95,4815.95,4818.64,4815.95,2026-04-16 12:27:00,SL,-1.0,False,2026-04-16
2026-04-16 12:26:00+00:00,BUY,4817.37,4816.37,4818.64,4816.37,2026-04-16 12:27:00,SL,-1.0,False,2026-04-16
2026-04-16 12:31:00+00:00,BUY,4814.48,4813.48,4815.98,4815.98,2026-04-16 12:32:00,TP,1.5,False,2026-04-16
2026-04-16 12:37:00+00:00,BUY,4816.69,4815.69,4818.32,4815.69,2026-04-16 12:38:00,SL,-1.0,False,2026-04-16
2026-04-16 12:43:00+00:00,BUY,4816.18,4815.18,4818.32,4815.18,2026-04-16 12:49:00,SL,-1.0,False,2026-04-16
2026-04-16 12:56:00+00:00,SELL,4817.69,4818.69,4816.19,4818.69,2026-04-16 12:58:00,SL,-1.0,True,2026-04-16
2026-04-16 13:05:00+00:00,SELL,4820.47,4821.47,4818.97,4821.47,2026-04-16 13:06:00,SL,-1.0,False,2026-04-16
2026-04-16 13:06:00+00:00,SELL,4820.52,4821.52,4818.94,4818.94,2026-04-16 13:07:00,TP,1.58,False,2026-04-16
2026-04-16 13:10:00+00:00,BUY,4816.09,4815.09,4817.45,4817.45,2026-04-16 13:12:00,TP,1.36,False,2026-04-16
2026-04-16 13:11:00+00:00,BUY,4816.81,4815.81,4819.15,4819.15,2026-04-16 13:16:00,TP,2.34,False,2026-04-16
2026-04-16 13:12:00+00:00,SELL,4816.61,4817.61,4814.66,4817.61,2026-04-16 13:13:00,SL,-1.0,True,2026-04-16
2026-04-16 13:13:00+00:00,SELL,4817.5,4818.5,4816.23,4818.5,2026-04-16 13:15:00,SL,-1.0,True,2026-04-16
2026-04-16 13:20:00+00:00,SELL,4819.27,4820.27,4816.69,4816.69,2026-04-16 13:21:00,TP,2.58,False,2026-04-16
2026-04-16 13:23:00+00:00,BUY,4816.89,4815.89,4819.06,4815.89,2026-04-16 13:29:00,SL,-1.0,True,2026-04-16
2026-04-16 13:24:00+00:00,BUY,4816.72,4815.72,4819.06,4815.72,2026-04-16 13:29:00,SL,-1.0,True,2026-04-16
2026-04-16 13:30:00+00:00,BUY,4815.16,4814.16,4816.66,4816.66,2026-04-16 13:31:00,TP,1.5,False,2026-04-16
2026-04-16 13:32:00+00:00,BUY,4814.99,4813.99,4816.49,4816.49,2026-04-16 13:33:00,TP,1.5,False,2026-04-16
2026-04-16 13:42:00+00:00,BUY,4816.81,4815.81,4819.0,4815.81,2026-04-16 13:44:00,SL,-1.0,False,2026-04-16
2026-04-16 13:43:00+00:00,BUY,4816.98,4815.98,4819.0,4815.98,2026-04-16 13:44:00,SL,-1.0,False,2026-04-16
2026-04-16 13:44:00+00:00,BUY,4816.37,4815.37,4819.0,4819.0,2026-04-16 13:46:00,TP,2.63,True,2026-04-16
2026-04-16 13:48:00+00:00,BUY,4813.42,4812.42,4814.92,4812.42,2026-04-16 13:49:00,SL,-1.0,False,2026-04-16
2026-04-16 13:49:00+00:00,BUY,4813.97,4812.97,4815.47,4812.97,2026-04-16 13:50:00,SL,-1.0,False,2026-04-16
2026-04-16 14:27:00+00:00,SELL,4796.83,4797.83,4793.96,4797.83,2026-04-16 14:28:00,SL,-1.0,True,2026-04-16
2026-04-16 14:34:00+00:00,SELL,4796.35,4797.35,4793.96,4793.96,2026-04-16 14:35:00,TP,2.39,False,2026-04-16
2026-04-16 14:52:00+00:00,SELL,4790.91,4791.91,4789.41,4791.91,2026-04-16 14:53:00,SL,-1.0,False,2026-04-16
2026-04-16 15:22:00+00:00,BUY,4806.13,4805.13,4807.63,4805.13,2026-04-16 15:23:00,SL,-1.0,False,2026-04-16
2026-04-16 15:31:00+00:00,BUY,4803.01,4802.01,4804.51,4802.01,2026-04-16 15:33:00,SL,-1.0,False,2026-04-16
2026-04-16 15:32:00+00:00,BUY,4803.23,4802.23,4804.73,4802.23,2026-04-16 15:33:00,SL,-1.0,False,2026-04-16
2026-04-16 15:49:00+00:00,BUY,4803.57,4802.57,4805.07,4805.07,2026-04-16 15:50:00,TP,1.5,False,2026-04-16
2026-04-17 07:01:00+00:00,BUY,4785.14,4784.14,4786.77,4786.77,2026-04-17 07:02:00,TP,1.63,True,2026-04-17
2026-04-17 07:03:00+00:00,SELL,4786.49,4787.49,4784.81,4787.49,2026-04-17 07:04:00,SL,-1.0,True,2026-04-17
2026-04-17 07:09:00+00:00,SELL,4789.75,4790.75,4788.25,4788.25,2026-04-17 07:12:00,TP,1.5,False,2026-04-17
2026-04-17 07:21:00+00:00,SELL,4787.19,4788.19,4784.85,4788.19,2026-04-17 07:22:00,SL,-1.0,True,2026-04-17
2026-04-17 07:24:00+00:00,SELL,4789.01,4790.01,4787.66,4790.01,2026-04-17 07:25:00,SL,-1.0,True,2026-04-17
2026-04-17 07:26:00+00:00,SELL,4791.18,4792.18,4789.68,4792.18,2026-04-17 07:30:00,SL,-1.0,False,2026-04-17
2026-04-17 07:37:00+00:00,BUY,4788.07,4787.07,4789.84,4787.07,2026-04-17 07:39:00,SL,-1.0,False,2026-04-17
2026-04-17 07:38:00+00:00,BUY,4787.7,4786.7,4789.84,4786.7,2026-04-17 07:39:00,SL,-1.0,False,2026-04-17
2026-04-17 07:42:00+00:00,BUY,4784.58,4783.58,4786.08,4786.08,2026-04-17 07:44:00,TP,1.5,False,2026-04-17
2026-04-17 07:55:00+00:00,BUY,4785.52,4784.52,4787.02,4784.52,2026-04-17 07:56:00,SL,-1.0,True,2026-04-17
2026-04-17 08:15:00+00:00,BUY,4783.85,4782.85,4785.66,4785.66,2026-04-17 08:20:00,TP,1.81,False,2026-04-17
2026-04-17 08:16:00+00:00,BUY,4783.84,4782.84,4785.66,4785.66,2026-04-17 08:20:00,TP,1.82,False,2026-04-17
2026-04-17 08:17:00+00:00,BUY,4783.85,4782.85,4785.66,4785.66,2026-04-17 08:20:00,TP,1.81,False,2026-04-17
2026-04-17 08:24:00+00:00,BUY,4784.38,4783.38,4785.66,4785.66,2026-04-17 08:25:00,TP,1.28,False,2026-04-17
2026-04-17 08:25:00+00:00,SELL,4784.81,4785.81,4783.41,4783.41,2026-04-17 08:26:00,TP,1.4,True,2026-04-17
2026-04-17 09:41:00+00:00,BUY,4795.44,4794.44,4798.41,4794.44,2026-04-17 09:44:00,SL,-1.0,True,2026-04-17
2026-04-17 09:42:00+00:00,SELL,4795.92,4796.92,4794.6,4794.6,2026-04-17 09:43:00,TP,1.32,False,2026-04-17
2026-04-17 09:44:00+00:00,BUY,4794.65,4793.65,4796.47,4793.65,2026-04-17 09:45:00,SL,-1.0,True,2026-04-17
2026-04-17 09:48:00+00:00,BUY,4792.12,4791.12,4793.62,4791.12,2026-04-17 09:50:00,SL,-1.0,False,2026-04-17
2026-04-17 09:54:00+00:00,SELL,4791.98,4792.98,4790.59,4790.59,2026-04-17 09:59:00,TP,1.39,True,2026-04-17
2026-04-17 10:03:00+00:00,BUY,4791.06,4790.06,4792.78,4790.06,2026-04-17 10:05:00,SL,-1.0,True,2026-04-17
2026-04-17 10:04:00+00:00,BUY,4791.2,4790.2,4792.78,4790.2,2026-04-17 10:05:00,SL,-1.0,True,2026-04-17
2026-04-17 10:10:00+00:00,BUY,4789.25,4788.25,4792.18,4788.25,2026-04-17 10:11:00,SL,-1.0,False,2026-04-17
2026-04-17 10:13:00+00:00,BUY,4790.58,4789.58,4792.18,4792.18,2026-04-17 10:15:00,TP,1.6,False,2026-04-17
2026-04-17 10:28:00+00:00,BUY,4789.6,4788.6,4792.18,4788.6,2026-04-17 10:32:00,SL,-1.0,False,2026-04-17
2026-04-17 11:01:00+00:00,SELL,4785.64,4786.64,4784.1,4786.64,2026-04-17 11:02:00,SL,-1.0,False,2026-04-17
2026-04-17 11:07:00+00:00,BUY,4786.46,4785.46,4788.52,4785.46,2026-04-17 11:19:00,SL,-1.0,False,2026-04-17
2026-04-17 11:19:00+00:00,BUY,4785.6,4784.6,4787.21,4787.21,2026-04-17 11:22:00,TP,1.61,True,2026-04-17
2026-04-17 11:21:00+00:00,BUY,4785.56,4784.56,4787.21,4787.21,2026-04-17 11:22:00,TP,1.65,True,2026-04-17
2026-04-17 11:32:00+00:00,BUY,4790.9,4789.9,4793.88,4793.88,2026-04-17 11:34:00,TP,2.98,False,2026-04-17
2026-04-17 11:35:00+00:00,SELL,4793.49,4794.49,4791.99,4791.99,2026-04-17 11:38:00,TP,1.5,False,2026-04-17
2026-04-17 13:02:00+00:00,BUY,4840.39,4839.39,4842.59,4842.59,2026-04-17 13:03:00,TP,2.2,False,2026-04-17
2026-04-17 13:28:00+00:00,BUY,4852.41,4851.41,4853.91,4851.41,2026-04-17 13:29:00,SL,-1.0,False,2026-04-17
2026-04-17 13:29:00+00:00,BUY,4851.69,4850.69,4853.19,4850.69,2026-04-17 13:30:00,SL,-1.0,False,2026-04-17
2026-04-17 13:45:00+00:00,BUY,4867.54,4866.54,4869.43,4866.54,2026-04-17 13:46:00,SL,-1.0,False,2026-04-17
2026-04-17 13:50:00+00:00,BUY,4865.33,4864.33,4867.91,4867.91,2026-04-17 13:51:00,TP,2.58,False,2026-04-17
2026-04-17 14:18:00+00:00,BUY,4869.88,4868.88,4871.38,4871.38,2026-04-17 14:19:00,TP,1.5,False,2026-04-17
2026-04-17 14:20:00+00:00,BUY,4871.07,4870.07,4873.78,4870.07,2026-04-17 14:21:00,SL,-1.0,False,2026-04-17
2026-04-17 14:22:00+00:00,BUY,4875.18,4874.18,4876.68,4874.18,2026-04-17 14:23:00,SL,-1.0,False,2026-04-17
2026-04-17 14:23:00+00:00,BUY,4875.98,4874.98,4877.48,4877.48,2026-04-17 14:24:00,TP,1.5,False,2026-04-17
2026-04-17 14:53:00+00:00,BUY,4871.9,4870.9,4873.9,4873.9,2026-04-17 14:54:00,TP,2.0,False,2026-04-17
2026-04-17 15:01:00+00:00,BUY,4869.58,4868.58,4871.08,4871.08,2026-04-17 15:02:00,TP,1.5,True,2026-04-17
2026-04-17 15:02:00+00:00,BUY,4871.24,4870.24,4872.74,4870.24,2026-04-17 15:03:00,SL,-1.0,True,2026-04-17
2026-04-17 15:04:00+00:00,BUY,4868.18,4867.18,4869.68,4869.68,2026-04-17 15:05:00,TP,1.5,False,2026-04-17
2026-04-17 15:07:00+00:00,SELL,4874.66,4875.66,4873.16,4873.16,2026-04-17 15:08:00,TP,1.5,False,2026-04-17
2026-04-17 15:20:00+00:00,BUY,4865.73,4864.73,4867.23,4864.73,2026-04-17 15:21:00,SL,-1.0,False,2026-04-17
2026-04-17 15:55:00+00:00,SELL,4870.31,4871.31,4868.81,4871.31,2026-04-17 15:57:00,SL,-1.0,False,2026-04-17
2026-04-17 15:56:00+00:00,SELL,4870.15,4871.15,4868.65,4871.15,2026-04-17 15:57:00,SL,-1.0,False,2026-04-17
2026-04-17 15:57:00+00:00,SELL,4869.89,4870.89,4868.39,4868.39,2026-04-17 15:58:00,TP,1.5,False,2026-04-17
2026-04-20 07:11:00+00:00,BUY,4794.72,4793.72,4796.22,4796.22,2026-04-20 07:13:00,TP,1.5,False,2026-04-20
2026-04-20 07:35:00+00:00,BUY,4794.14,4793.14,4795.64,4793.14,2026-04-20 07:36:00,SL,-1.0,True,2026-04-20
2026-04-20 08:05:00+00:00,SELL,4789.41,4790.41,4786.9,4790.41,2026-04-20 08:10:00,SL,-1.0,False,2026-04-20
2026-04-20 08:11:00+00:00,SELL,4790.51,4791.51,4789.01,4791.51,2026-04-20 08:12:00,SL,-1.0,True,2026-04-20
2026-04-20 08:21:00+00:00,SELL,4789.41,4790.41,4787.09,4790.41,2026-04-20 08:23:00,SL,-1.0,True,2026-04-20
2026-04-20 08:28:00+00:00,SELL,4791.2,4792.2,4789.7,4792.2,2026-04-20 08:29:00,SL,-1.0,True,2026-04-20
2026-04-20 08:32:00+00:00,SELL,4790.67,4791.67,4787.81,4791.67,2026-04-20 08:33:00,SL,-1.0,True,2026-04-20
2026-04-20 08:33:00+00:00,SELL,4791.03,4792.03,4789.53,4789.53,2026-04-20 08:35:00,TP,1.5,True,2026-04-20
2026-04-20 08:58:00+00:00,SELL,4796.09,4797.09,4793.36,4797.09,2026-04-20 09:01:00,SL,-1.0,False,2026-04-20
2026-04-20 09:04:00+00:00,SELL,4795.71,4796.71,4793.36,4796.71,2026-04-20 09:05:00,SL,-1.0,False,2026-04-20
2026-04-20 09:25:00+00:00,BUY,4793.81,4792.81,4796.01,4792.81,2026-04-20 09:27:00,SL,-1.0,True,2026-04-20
2026-04-20 09:26:00+00:00,BUY,4793.76,4792.76,4796.01,4792.76,2026-04-20 09:27:00,SL,-1.0,True,2026-04-20
2026-04-20 09:28:00+00:00,BUY,4792.94,4791.94,4794.44,4791.94,2026-04-20 09:29:00,SL,-1.0,False,2026-04-20
2026-04-20 09:29:00+00:00,BUY,4792.45,4791.45,4793.95,4791.45,2026-04-20 09:30:00,SL,-1.0,False,2026-04-20
2026-04-20 09:45:00+00:00,BUY,4792.12,4791.12,4794.47,4794.47,2026-04-20 09:46:00,TP,2.35,False,2026-04-20
2026-04-20 10:00:00+00:00,BUY,4792.11,4791.11,4794.47,4791.11,2026-04-20 10:03:00,SL,-1.0,False,2026-04-20
2026-04-20 10:01:00+00:00,BUY,4792.35,4791.35,4794.28,4791.35,2026-04-20 10:03:00,SL,-1.0,False,2026-04-20
2026-04-20 10:14:00+00:00,SELL,4795.67,4796.67,4794.17,4796.67,2026-04-20 10:15:00,SL,-1.0,False,2026-04-20
2026-04-20 10:41:00+00:00,BUY,4796.49,4795.49,4797.99,4795.49,2026-04-20 10:43:00,SL,-1.0,False,2026-04-20
2026-04-20 10:47:00+00:00,BUY,4795.4,4794.4,4797.55,4794.4,2026-04-20 11:00:00,SL,-1.0,False,2026-04-20
2026-04-20 10:52:00+00:00,BUY,4795.17,4794.17,4796.93,4796.93,2026-04-20 10:57:00,TP,1.76,True,2026-04-20
2026-04-20 10:53:00+00:00,BUY,4795.32,4794.32,4796.93,4796.93,2026-04-20 10:57:00,TP,1.61,True,2026-04-20
2026-04-20 10:57:00+00:00,SELL,4796.34,4797.34,4795.07,4795.07,2026-04-20 11:00:00,TP,1.27,False,2026-04-20
2026-04-20 11:31:00+00:00,BUY,4789.45,4788.45,4791.18,4791.18,2026-04-20 11:32:00,TP,1.73,False,2026-04-20
2026-04-20 11:32:00+00:00,SELL,4789.51,4790.51,4787.93,4790.51,2026-04-20 11:33:00,SL,-1.0,False,2026-04-20
2026-04-20 11:33:00+00:00,SELL,4790.48,4791.48,4787.93,4791.48,2026-04-20 11:35:00,SL,-1.0,False,2026-04-20
2026-04-20 11:34:00+00:00,SELL,4790.44,4791.44,4787.93,4791.44,2026-04-20 11:35:00,SL,-1.0,False,2026-04-20
2026-04-20 11:36:00+00:00,SELL,4790.84,4791.84,4787.93,4791.84,2026-04-20 11:39:00,SL,-1.0,False,2026-04-20
2026-04-20 11:37:00+00:00,SELL,4791.06,4792.06,4789.56,4792.06,2026-04-20 11:39:00,SL,-1.0,False,2026-04-20
2026-04-20 11:38:00+00:00,SELL,4790.8,4791.8,4789.25,4791.8,2026-04-20 11:39:00,SL,-1.0,False,2026-04-20
2026-04-20 11:40:00+00:00,SELL,4791.03,4792.03,4789.25,4792.03,2026-04-20 11:41:00,SL,-1.0,False,2026-04-20
2026-04-20 12:31:00+00:00,BUY,4807.12,4806.12,4808.62,4806.12,2026-04-20 12:32:00,SL,-1.0,False,2026-04-20
