strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
C08_VWAP_MR,2025-01-02 13:55:00+00:00,SELL,2643.0,2648.62,2638.41,2648.62,2025-01-02T14:15:00.000000000,SL,-5.62,VWAP_MR_HI
C08_VWAP_MR,2025-01-08 13:30:00+00:00,SELL,2653.46,2658.0,2651.79,2658.0,2025-01-08T13:43:00.000000000,SL,-4.54,VWAP_MR_HI
C08_VWAP_MR,2025-01-14 14:50:00+00:00,BUY,2665.0,2659.72,2668.3,2668.3,2025-01-14T15:04:00.000000000,TP,3.3,VWAP_MR_LO
C08_VWAP_MR,2025-01-17 14:30:00+00:00,BUY,2706.9,2701.79,2708.47,2708.47,2025-01-17T14:35:00.000000000,TP,1.57,VWAP_MR_LO
C08_VWAP_MR,2025-01-20 14:40:00+00:00,SELL,2709.28,2712.06,2707.12,2707.12,2025-01-20T15:02:00.000000000,TP,2.16,VWAP_MR_HI
C08_VWAP_MR,2025-02-13 13:30:00+00:00,BUY,2915.09,2906.62,2916.61,2916.61,2025-02-13T13:34:00.000000000,TP,1.52,VWAP_MR_LO
C08_VWAP_MR,2025-02-25 13:35:00+00:00,BUY,2933.61,2929.26,2937.95,2937.95,2025-02-25T13:53:00.000000000,TP,4.34,VWAP_MR_LO
C08_VWAP_MR,2025-02-27 13:45:00+00:00,BUY,2886.46,2879.44,2888.98,2888.98,2025-02-27T13:51:00.000000000,TP,2.52,VWAP_MR_LO
C08_VWAP_MR,2025-03-06 14:20:00+00:00,SELL,2907.01,2912.52,2902.27,2912.52,2025-03-06T14:34:00.000000000,SL,-5.51,VWAP_MR_HI
C08_VWAP_MR,2025-03-07 14:20:00+00:00,BUY,2917.65,2913.74,2920.06,2920.06,2025-03-07T14:36:00.000000000,TP,2.41,VWAP_MR_LO
C08_VWAP_MR,2025-03-07 15:30:00+00:00,SELL,2923.05,2927.84,2919.14,2919.14,2025-03-07T15:38:00.000000000,TP,3.91,VWAP_MR_HI
C08_VWAP_MR,2025-03-28 14:40:00+00:00,BUY,3074.1,3066.16,3076.27,3076.27,2025-03-28T15:16:00.000000000,TP,2.17,VWAP_MR_LO
C08_VWAP_MR,2025-03-28 15:00:00+00:00,BUY,3072.2,3065.37,3076.14,3076.14,2025-03-28T15:09:00.000000000,TP,3.94,VWAP_MR_LO
C08_VWAP_MR,2025-04-01 13:15:00+00:00,SELL,3133.69,3136.69,3132.0,3132.0,2025-04-01T13:20:00.000000000,TP,1.69,VWAP_MR_HI
C08_VWAP_MR,2025-04-08 13:30:00+00:00,SELL,3012.35,3020.38,3007.24,3007.24,2025-04-08T13:37:00.000000000,TP,5.11,VWAP_MR_HI
C08_VWAP_MR,2025-04-15 14:05:00+00:00,BUY,3220.81,3216.1,3224.12,3224.12,2025-04-15T14:21:00.000000000,TP,3.31,VWAP_MR_LO
C08_VWAP_MR,2025-04-24 13:20:00+00:00,BUY,3330.99,3322.79,3335.4,3322.79,2025-04-24T13:32:00.000000000,SL,-8.2,VWAP_MR_LO
C08_VWAP_MR,2025-05-02 13:25:00+00:00,BUY,3257.52,3252.12,3260.61,3252.12,2025-05-02T13:32:00.000000000,SL,-5.4,VWAP_MR_LO
C08_VWAP_MR,2025-05-02 14:15:00+00:00,BUY,3254.73,3247.85,3260.23,3260.23,2025-05-02T14:37:00.000000000,TP,5.5,VWAP_MR_LO
C08_VWAP_MR,2025-05-07 14:20:00+00:00,BUY,3384.7,3373.34,3387.46,3387.46,2025-05-07T14:38:00.000000000,TP,2.76,VWAP_MR_LO
C08_VWAP_MR,2025-05-07 18:50:00+00:00,BUY,3385.94,3379.09,3387.86,3379.09,2025-05-07T19:03:00.000000000,SL,-6.85,VWAP_MR_LO
C08_VWAP_MR,2025-05-21 13:10:00+00:00,BUY,3305.82,3298.18,3311.45,3298.18,2025-05-21T13:51:00.000000000,SL,-7.64,VWAP_MR_LO
C08_VWAP_MR,2025-05-26 13:40:00+00:00,SELL,3335.12,3338.71,3332.26,3338.71,2025-05-26T13:52:00.000000000,SL,-3.59,VWAP_MR_HI
C08_VWAP_MR,2025-05-28 13:15:00+00:00,BUY,3310.33,3303.0,3316.94,3303.0,2025-05-28T13:40:00.000000000,SL,-7.33,VWAP_MR_LO
C08_VWAP_MR,2025-06-05 14:05:00+00:00,BUY,3376.44,3365.21,3388.31,3365.21,2025-06-05T14:48:00.000000000,SL,-11.23,VWAP_MR_LO
C08_VWAP_MR,2025-08-08 18:10:00+00:00,SELL,3397.26,3409.21,3392.15,3392.15,2025-08-08T18:19:00.000000000,TP,5.11,VWAP_MR_HI
C08_VWAP_MR,2025-08-12 15:55:00+00:00,SELL,3349.81,3353.56,3344.02,3353.56,2025-08-12T22:17:00.000000000,SL,-3.75,VWAP_MR_HI
C08_VWAP_MR,2025-08-15 13:00:00+00:00,SELL,3341.88,3347.39,3340.82,3340.82,2025-08-15T13:11:00.000000000,TP,1.06,VWAP_MR_HI
C08_VWAP_MR,2025-08-19 13:35:00+00:00,BUY,3335.98,3333.31,3339.93,3333.31,2025-08-19T14:01:00.000000000,SL,-2.67,VWAP_MR_LO
C08_VWAP_MR,2025-08-19 14:00:00+00:00,BUY,3336.01,3330.94,3339.75,3330.94,2025-08-19T14:37:00.000000000,SL,-5.07,VWAP_MR_LO
C08_VWAP_MR,2025-09-02 13:30:00+00:00,SELL,3482.98,3491.01,3480.27,3480.27,2025-09-02T13:32:00.000000000,TP,2.71,VWAP_MR_HI
C08_VWAP_MR,2025-09-09 14:10:00+00:00,BUY,3651.75,3640.71,3653.33,3653.33,2025-09-09T14:15:00.000000000,TP,1.58,VWAP_MR_LO
C08_VWAP_MR,2025-09-09 15:45:00+00:00,BUY,3644.78,3640.59,3652.97,3640.59,2025-09-09T18:46:00.000000000,SL,-4.19,VWAP_MR_LO
C08_VWAP_MR,2025-10-10 14:15:00+00:00,BUY,3984.55,3973.7,3992.39,3992.39,2025-10-10T14:58:00.000000000,TP,7.84,VWAP_MR_LO
C08_VWAP_MR,2025-10-15 15:35:00+00:00,BUY,4192.5,4182.12,4198.19,4198.19,2025-10-15T15:45:00.000000000,TP,5.69,VWAP_MR_LO
C08_VWAP_MR,2025-10-15 15:50:00+00:00,BUY,4190.48,4175.49,4197.5,4197.5,2025-10-15T16:23:00.000000000,TP,7.02,VWAP_MR_LO
C08_VWAP_MR,2025-10-29 14:45:00+00:00,BUY,4014.5,4005.58,4020.52,4005.58,2025-10-29T15:02:00.000000000,SL,-8.92,VWAP_MR_LO
C08_VWAP_MR,2025-11-07 17:00:00+00:00,SELL,4004.77,4012.81,3997.85,3997.85,2025-11-07T17:06:00.000000000,TP,6.92,VWAP_MR_HI
C08_VWAP_MR,2025-11-17 13:05:00+00:00,SELL,4081.61,4095.22,4077.03,4077.03,2025-11-17T13:25:00.000000000,TP,4.58,VWAP_MR_HI
C08_VWAP_MR,2025-11-25 14:55:00+00:00,BUY,4125.4,4115.07,4134.57,4134.57,2025-11-25T16:16:00.000000000,TP,9.17,VWAP_MR_LO
C08_VWAP_MR,2025-12-01 14:05:00+00:00,BUY,4247.87,4235.46,4252.56,4235.46,2025-12-01T14:35:00.000000000,SL,-12.41,VWAP_MR_LO
C08_VWAP_MR,2025-12-04 14:55:00+00:00,SELL,4201.31,4211.79,4195.18,4195.18,2025-12-04T15:04:00.000000000,TP,6.13,VWAP_MR_HI
C08_VWAP_MR,2025-12-05 13:00:00+00:00,SELL,4225.1,4234.91,4223.73,4223.73,2025-12-05T13:06:00.000000000,TP,1.37,VWAP_MR_HI
