variation,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_points,tp_mode,pool_type,is_equal_pool
VAR2,2026-04-16 02:17:00+00:00,BUY,4822.32,4819.23,4822.51,4822.51,2026-04-16 02:18:00,TP,0.19,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 03:03:00+00:00,BUY,4822.5,4818.19,4822.51,4822.51,2026-04-16 03:04:00,TP,0.01,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 03:42:00+00:00,BUY,4820.48,4818.11,4821.94,4821.94,2026-04-16 03:45:00,TP,1.45,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 04:11:00+00:00,SELL,4824.63,4828.39,4821.94,4828.39,2026-04-16 04:17:00,SL,-3.76,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 04:21:00+00:00,SELL,4827.36,4828.98,4821.94,4828.98,2026-04-16 04:36:00,SL,-1.61,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 04:26:00+00:00,SELL,4826.65,4828.98,4821.94,4828.98,2026-04-16 04:36:00,SL,-2.33,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 05:06:00+00:00,SELL,4836.9,4839.56,4832.17,4832.17,2026-04-16 05:25:00,TP,4.73,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 05:38:00+00:00,SELL,4826.11,4834.76,4821.94,4821.94,2026-04-16 05:59:00,TP,4.17,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 05:44:00+00:00,SELL,4825.35,4830.52,4821.94,4821.94,2026-04-16 05:59:00,TP,3.41,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 05:51:00+00:00,SELL,4828.49,4830.63,4821.94,4821.94,2026-04-16 05:59:00,TP,6.56,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 06:02:00+00:00,SELL,4824.35,4829.16,4821.94,4821.94,2026-04-16 06:15:00,TP,2.41,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 06:42:00+00:00,BUY,4823.54,4817.38,4827.15,4827.15,2026-04-16 06:48:00,TP,3.61,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 06:56:00+00:00,SELL,4827.8,4830.83,4821.94,4830.83,2026-04-16 07:10:00,SL,-3.03,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 07:13:00+00:00,SELL,4826.09,4832.02,4821.94,4821.94,2026-04-16 07:18:00,TP,4.15,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 07:17:00+00:00,SELL,4826.12,4830.88,4821.94,4821.94,2026-04-16 07:18:00,TP,4.18,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 07:50:00+00:00,SELL,4823.91,4829.02,4821.94,4821.94,2026-04-16 07:55:00,TP,1.97,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 08:13:00+00:00,BUY,4811.88,4808.52,4823.2,4808.52,2026-04-16 08:31:00,SL,-3.36,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 08:21:00+00:00,BUY,4813.38,4810.2,4817.07,4810.2,2026-04-16 08:25:00,SL,-3.18,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 08:28:00+00:00,BUY,4811.27,4808.69,4817.07,4808.69,2026-04-16 08:31:00,SL,-2.58,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 08:45:00+00:00,BUY,4811.94,4806.97,4817.07,4817.07,2026-04-16 09:09:00,TP,5.13,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 08:55:00+00:00,BUY,4811.68,4807.43,4817.07,4817.07,2026-04-16 09:09:00,TP,5.39,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 09:04:00+00:00,BUY,4815.19,4810.75,4817.07,4817.07,2026-04-16 09:09:00,TP,1.88,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 09:17:00+00:00,BUY,4814.14,4812.48,4817.07,4817.07,2026-04-16 09:21:00,TP,2.93,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 09:26:00+00:00,BUY,4815.59,4810.3,4817.07,4810.3,2026-04-16 09:30:00,SL,-5.28,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 09:53:00+00:00,BUY,4812.35,4809.62,4817.07,4809.62,2026-04-16 10:12:00,SL,-2.73,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 10:04:00+00:00,BUY,4812.66,4809.09,4817.07,4809.09,2026-04-16 10:13:00,SL,-3.57,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 10:16:00+00:00,BUY,4807.65,4804.27,4817.07,4817.07,2026-04-16 10:59:00,TP,9.42,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 10:31:00+00:00,BUY,4805.47,4804.16,4817.07,4817.07,2026-04-16 10:59:00,TP,11.6,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 11:00:00+00:00,BUY,4817.82,4810.44,4818.11,4818.11,2026-04-16 11:01:00,TP,0.28,DYNAMIC_POOL,SSL,False
VAR2,2026-04-16 11:11:00+00:00,SELL,4819.58,4820.7,4817.07,4817.07,2026-04-16 11:13:00,TP,2.51,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 11:19:00+00:00,SELL,4818.06,4821.12,4817.07,4817.07,2026-04-16 11:20:00,TP,0.99,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 11:25:00+00:00,SELL,4817.57,4820.23,4817.07,4817.07,2026-04-16 11:26:00,TP,0.5,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 11:52:00+00:00,SELL,4819.06,4819.39,4817.07,4819.39,2026-04-16 11:53:00,SL,-0.33,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 12:06:00+00:00,SELL,4820.09,4822.2,4817.07,4817.07,2026-04-16 12:07:00,TP,3.02,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 12:11:00+00:00,BUY,4813.98,4810.59,4814.44,4814.44,2026-04-16 12:12:00,TP,0.46,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 12:18:00+00:00,SELL,4817.01,4819.64,4814.46,4814.46,2026-04-16 12:20:00,TP,2.55,DYNAMIC_POOL,BSL,False
VAR2,2026-04-16 12:22:00+00:00,SELL,4816.84,4819.79,4814.46,4814.46,2026-04-16 12:28:00,TP,2.38,DYNAMIC_POOL,BSL,False
VAR2,2026-04-16 12:26:00+00:00,SELL,4817.37,4819.32,4817.07,4817.07,2026-04-16 12:27:00,TP,0.3,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 12:31:00+00:00,BUY,4814.48,4810.86,4817.07,4817.07,2026-04-16 12:33:00,TP,2.59,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 12:37:00+00:00,SELL,4816.69,4821.78,4814.46,4814.46,2026-04-16 12:38:00,TP,2.23,DYNAMIC_POOL,BSL,False
VAR2,2026-04-16 12:46:00+00:00,BUY,4817.44,4812.8,4818.11,4818.11,2026-04-16 12:55:00,TP,0.67,DYNAMIC_POOL,SSL,False
VAR2,2026-04-16 12:56:00+00:00,SELL,4817.69,4820.15,4814.44,4820.15,2026-04-16 13:01:00,SL,-2.46,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:06:00+00:00,SELL,4820.52,4823.06,4814.44,4814.44,2026-04-16 13:10:00,TP,6.08,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:12:00+00:00,SELL,4816.61,4820.06,4814.44,4820.06,2026-04-16 13:20:00,SL,-3.45,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:23:00+00:00,SELL,4816.89,4822.32,4814.44,4814.44,2026-04-16 13:30:00,TP,2.45,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:27:00+00:00,SELL,4818.53,4820.0,4814.44,4814.44,2026-04-16 13:30:00,TP,4.09,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:42:00+00:00,SELL,4816.81,4825.04,4814.44,4814.44,2026-04-16 13:47:00,TP,2.37,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 13:48:00+00:00,SELL,4813.42,4820.73,4812.29,4812.29,2026-04-16 13:49:00,TP,1.13,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 15:06:00+00:00,BUY,4803.24,4798.41,4809.13,4809.13,2026-04-16 15:08:00,TP,5.89,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 15:14:00+00:00,BUY,4806.79,4804.81,4809.13,4809.13,2026-04-16 15:15:00,TP,2.34,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 15:38:00+00:00,BUY,4808.11,4797.19,4809.13,4809.13,2026-04-16 16:03:00,TP,1.02,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 15:57:00+00:00,BUY,4808.05,4802.86,4809.13,4809.13,2026-04-16 16:03:00,TP,1.08,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 19:09:00+00:00,SELL,4793.53,4796.26,4789.66,4789.66,2026-04-16 19:14:00,TP,3.87,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 19:50:00+00:00,SELL,4793.83,4799.67,4789.66,4789.66,2026-04-16 20:21:00,TP,4.17,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 19:59:00+00:00,SELL,4793.52,4796.99,4789.66,4789.66,2026-04-16 20:21:00,TP,3.86,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 22:21:00+00:00,SELL,4792.78,4797.21,4791.59,4791.59,2026-04-16 22:33:00,TP,1.19,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 22:31:00+00:00,SELL,4792.43,4796.53,4791.59,4791.59,2026-04-16 22:33:00,TP,0.84,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 22:37:00+00:00,SELL,4795.81,4797.4,4791.59,4797.4,2026-04-16 23:23:00,SL,-1.59,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 23:07:00+00:00,SELL,4794.88,4796.19,4791.59,4796.19,2026-04-16 23:18:00,SL,-1.31,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 23:11:00+00:00,SELL,4794.18,4795.51,4791.59,4795.51,2026-04-16 23:18:00,SL,-1.33,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 23:51:00+00:00,SELL,4795.23,4797.79,4791.59,4791.59,2026-04-17 00:00:00,TP,3.64,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 00:01:00+00:00,SELL,4789.19,4795.76,4786.45,4786.45,2026-04-17 00:05:00,TP,2.74,DYNAMIC_POOL,BSL,False
VAR2,2026-04-17 00:07:00+00:00,BUY,4788.62,4784.97,4792.22,4792.22,2026-04-17 00:19:00,TP,3.6,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 00:20:00+00:00,BUY,4791.5,4786.79,4792.22,4792.22,2026-04-17 00:27:00,TP,0.72,DYNAMIC_FVG,SSL,True
VAR2,2026-04-17 00:32:00+00:00,BUY,4797.61,4788.52,4797.94,4797.94,2026-04-17 00:43:00,TP,0.33,DYNAMIC_POOL,SSL,True
VAR2,2026-04-17 00:53:00+00:00,SELL,4795.89,4800.27,4793.48,4793.48,2026-04-17 01:01:00,TP,2.41,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 01:54:00+00:00,BUY,4786.64,4777.1,4789.62,4789.62,2026-04-17 01:55:00,TP,2.98,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 02:04:00+00:00,BUY,4791.98,4787.6,4793.48,4793.48,2026-04-17 02:07:00,TP,1.5,DYNAMIC_FVG,SSL,True
VAR2,2026-04-17 02:21:00+00:00,BUY,4789.77,4787.4,4793.48,4793.48,2026-04-17 02:37:00,TP,3.71,DYNAMIC_FVG,SSL,True
VAR2,2026-04-17 02:38:00+00:00,BUY,4793.64,4787.53,4795.25,4787.53,2026-04-17 02:55:00,SL,-6.11,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 03:09:00+00:00,BUY,4795.72,4783.68,4797.55,4797.55,2026-04-17 03:18:00,TP,1.83,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 03:18:00+00:00,SELL,4796.62,4799.4,4793.48,4793.48,2026-04-17 03:27:00,TP,3.14,DYNAMIC_FVG,BSL,True
VAR2,2026-04-17 04:47:00+00:00,SELL,4799.15,4802.46,4789.62,4802.46,2026-04-17 04:58:00,SL,-3.31,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 05:03:00+00:00,SELL,4801.97,4806.56,4797.4,4797.4,2026-04-17 05:41:00,TP,4.57,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 05:32:00+00:00,SELL,4799.98,4806.31,4797.4,4797.4,2026-04-17 05:41:00,TP,2.58,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 05:38:00+00:00,SELL,4801.65,4803.88,4797.4,4797.4,2026-04-17 05:41:00,TP,4.25,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 05:45:00+00:00,SELL,4796.89,4802.1,4789.62,4789.62,2026-04-17 06:10:00,TP,7.27,DYNAMIC_FVG,BSL,True
VAR2,2026-04-17 06:08:00+00:00,SELL,4792.82,4801.62,4789.62,4789.62,2026-04-17 06:10:00,TP,3.2,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 06:21:00+00:00,BUY,4786.48,4783.56,4791.85,4783.56,2026-04-17 06:29:00,SL,-2.91,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 06:43:00+00:00,BUY,4785.94,4778.45,4791.85,4791.85,2026-04-17 07:25:00,TP,5.91,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 06:52:00+00:00,BUY,4785.43,4783.27,4791.85,4791.85,2026-04-17 07:25:00,TP,6.43,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 06:56:00+00:00,BUY,4786.46,4783.41,4791.85,4791.85,2026-04-17 07:25:00,TP,5.39,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 07:01:00+00:00,BUY,4785.14,4783.22,4791.85,4791.85,2026-04-17 07:25:00,TP,6.72,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 07:42:00+00:00,BUY,4784.58,4781.73,4791.85,4781.73,2026-04-17 07:47:00,SL,-2.85,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 07:52:00+00:00,BUY,4782.39,4777.81,4791.85,4791.85,2026-04-17 08:41:00,TP,9.46,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 08:15:00+00:00,BUY,4783.85,4783.51,4791.85,4783.51,2026-04-17 08:16:00,SL,-0.34,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 08:40:00+00:00,BUY,4790.01,4783.46,4791.85,4791.85,2026-04-17 08:41:00,TP,1.85,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 08:46:00+00:00,SELL,4794.74,4798.09,4789.33,4798.09,2026-04-17 09:01:00,SL,-3.35,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 08:51:00+00:00,SELL,4794.47,4796.15,4789.33,4796.15,2026-04-17 08:58:00,SL,-1.68,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:08:00+00:00,SELL,4797.27,4800.33,4789.33,4789.33,2026-04-17 10:00:00,TP,7.94,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:11:00+00:00,SELL,4795.24,4797.2,4789.33,4797.2,2026-04-17 09:20:00,SL,-1.96,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:21:00+00:00,SELL,4798.27,4799.41,4789.33,4789.33,2026-04-17 10:00:00,TP,8.94,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:27:00+00:00,SELL,4796.79,4799.56,4789.33,4789.33,2026-04-17 10:00:00,TP,7.46,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:39:00+00:00,SELL,4795.68,4800.16,4789.33,4789.33,2026-04-17 10:00:00,TP,6.35,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:44:00+00:00,SELL,4794.65,4797.73,4789.33,4789.33,2026-04-17 10:00:00,TP,5.32,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 09:48:00+00:00,SELL,4792.12,4796.19,4789.33,4789.33,2026-04-17 10:00:00,TP,2.8,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 10:48:00+00:00,BUY,4786.3,4781.31,4793.17,4793.17,2026-04-17 11:28:00,TP,6.87,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 10:54:00+00:00,BUY,4786.33,4781.26,4788.69,4788.69,2026-04-17 11:00:00,TP,2.36,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 11:01:00+00:00,BUY,4785.64,4783.1,4788.69,4788.69,2026-04-17 11:23:00,TP,3.05,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 11:09:00+00:00,BUY,4787.23,4782.91,4788.69,4788.69,2026-04-17 11:23:00,TP,1.45,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 11:16:00+00:00,BUY,4786.36,4783.55,4788.69,4788.69,2026-04-17 11:23:00,TP,2.33,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 11:48:00+00:00,SELL,4807.01,4812.82,4796.15,4812.82,2026-04-17 12:25:00,SL,-5.81,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 11:57:00+00:00,SELL,4800.02,4807.97,4796.15,4807.97,2026-04-17 12:21:00,SL,-7.95,DYNAMIC_FVG,BSL,False
VAR2,2026-04-17 17:26:00+00:00,BUY,4857.19,4852.98,4862.19,4862.19,2026-04-17 17:34:00,TP,4.99,FIXED,SSL,False
VAR2,2026-04-17 17:49:00+00:00,BUY,4860.44,4853.8,4865.44,4865.44,2026-04-17 18:06:00,TP,5.0,FIXED,SSL,False
VAR2,2026-04-17 19:11:00+00:00,BUY,4854.74,4852.86,4859.59,4859.59,2026-04-17 19:38:00,TP,4.85,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 19:25:00+00:00,BUY,4855.64,4853.16,4859.59,4859.59,2026-04-17 19:38:00,TP,3.95,DYNAMIC_FVG,SSL,False
VAR2,2026-04-17 19:59:00+00:00,BUY,4854.69,4851.96,4859.59,4851.96,2026-04-17 20:03:00,SL,-2.73,DYNAMIC_FVG,SSL,False
VAR2,2026-04-19 22:07:00+00:00,BUY,4782.94,4770.06,4814.39,4770.06,2026-04-19 23:23:00,SL,-12.88,DYNAMIC_FVG,SSL,False
VAR2,2026-04-19 23:20:00+00:00,BUY,4772.84,4769.98,4777.07,4769.98,2026-04-19 23:23:00,SL,-2.86,DYNAMIC_FVG,SSL,False
VAR2,2026-04-19 23:39:00+00:00,BUY,4764.24,4767.28,4777.07,4767.28,2026-04-19 23:40:00,SL,3.03,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 00:58:00+00:00,BUY,4768.71,4760.59,4777.07,4777.07,2026-04-20 01:00:00,TP,8.36,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 04:33:00+00:00,BUY,4789.99,4787.52,4798.05,4787.52,2026-04-20 04:44:00,SL,-2.47,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 04:37:00+00:00,BUY,4789.23,4787.6,4798.05,4787.6,2026-04-20 04:44:00,SL,-1.63,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 04:57:00+00:00,BUY,4788.52,4786.38,4798.05,4786.38,2026-04-20 05:11:00,SL,-2.14,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 05:12:00+00:00,BUY,4785.46,4786.53,4798.05,4786.53,2026-04-20 05:13:00,SL,1.07,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 05:32:00+00:00,BUY,4795.26,4786.71,4798.05,4786.71,2026-04-20 05:42:00,SL,-8.55,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 05:51:00+00:00,BUY,4784.89,4781.67,4798.05,4798.05,2026-04-20 07:00:00,TP,13.16,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 06:05:00+00:00,BUY,4790.85,4784.65,4798.05,4784.65,2026-04-20 06:23:00,SL,-6.2,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 06:38:00+00:00,BUY,4787.79,4785.38,4796.15,4796.15,2026-04-20 07:00:00,TP,8.36,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 06:41:00+00:00,BUY,4788.9,4786.38,4796.15,4786.38,2026-04-20 06:47:00,SL,-2.52,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 06:57:00+00:00,BUY,4792.0,4785.7,4796.15,4796.15,2026-04-20 07:00:00,TP,4.15,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 07:07:00+00:00,SELL,4795.34,4799.77,4793.02,4799.77,2026-04-20 07:17:00,SL,-4.43,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 07:31:00+00:00,SELL,4793.86,4799.89,4793.02,4793.02,2026-04-20 07:33:00,TP,0.84,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 07:46:00+00:00,SELL,4795.59,4798.85,4793.02,4793.02,2026-04-20 07:48:00,TP,2.57,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 07:57:00+00:00,BUY,4789.1,4785.9,4793.02,4793.02,2026-04-20 08:45:00,TP,3.92,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 08:11:00+00:00,BUY,4790.51,4786.88,4793.02,4786.88,2026-04-20 08:17:00,SL,-3.62,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 08:21:00+00:00,BUY,4789.41,4785.61,4793.02,4793.02,2026-04-20 08:45:00,TP,3.61,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 08:26:00+00:00,BUY,4789.48,4787.6,4793.02,4793.02,2026-04-20 08:45:00,TP,3.54,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 09:04:00+00:00,SELL,4795.71,4798.76,4793.12,4793.12,2026-04-20 09:16:00,TP,2.59,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 09:07:00+00:00,SELL,4796.38,4799.07,4793.12,4793.12,2026-04-20 09:16:00,TP,3.26,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 09:11:00+00:00,SELL,4794.94,4798.68,4793.12,4793.12,2026-04-20 09:16:00,TP,1.82,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 09:33:00+00:00,BUY,4785.82,4782.72,4793.12,4793.12,2026-04-20 09:46:00,TP,7.3,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 09:36:00+00:00,BUY,4786.48,4783.94,4793.12,4793.12,2026-04-20 09:46:00,TP,6.64,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 09:45:00+00:00,BUY,4792.12,4786.82,4793.12,4793.12,2026-04-20 09:46:00,TP,0.99,DYNAMIC_FVG,SSL,False
VAR2,2026-04-20 10:00:00+00:00,SELL,4792.11,4798.37,4789.33,4798.37,2026-04-20 10:08:00,SL,-6.26,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:09:00+00:00,SELL,4798.03,4800.43,4793.12,4800.43,2026-04-20 10:19:00,SL,-2.4,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:12:00+00:00,SELL,4796.35,4800.54,4793.12,4800.54,2026-04-20 10:21:00,SL,-4.19,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:26:00+00:00,SELL,4797.34,4802.05,4793.12,4793.12,2026-04-20 11:01:00,TP,4.22,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:32:00+00:00,SELL,4798.31,4801.27,4793.12,4793.12,2026-04-20 11:01:00,TP,5.19,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:41:00+00:00,SELL,4796.49,4798.55,4793.12,4793.12,2026-04-20 11:01:00,TP,3.38,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:53:00+00:00,SELL,4795.32,4797.57,4793.12,4793.12,2026-04-20 11:01:00,TP,2.2,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 10:57:00+00:00,SELL,4796.34,4798.16,4793.12,4793.12,2026-04-20 11:01:00,TP,3.22,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 12:28:00+00:00,SELL,4804.85,4815.19,4799.08,4815.19,2026-04-20 13:12:00,SL,-10.34,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 12:39:00+00:00,SELL,4804.07,4807.59,4799.08,4807.59,2026-04-20 12:42:00,SL,-3.52,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 12:51:00+00:00,SELL,4805.82,4808.72,4799.08,4808.72,2026-04-20 13:06:00,SL,-2.9,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 13:32:00+00:00,SELL,4818.72,4827.35,4810.25,4810.25,2026-04-20 14:10:00,TP,8.47,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 13:36:00+00:00,SELL,4823.06,4826.48,4810.25,4810.25,2026-04-20 14:10:00,TP,12.81,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 13:50:00+00:00,SELL,4820.76,4825.63,4810.25,4810.25,2026-04-20 14:10:00,TP,10.51,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 13:56:00+00:00,SELL,4822.1,4823.98,4810.25,4810.25,2026-04-20 14:10:00,TP,11.85,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 14:40:00+00:00,SELL,4814.07,4828.69,4810.25,4810.25,2026-04-20 14:51:00,TP,3.82,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:01:00+00:00,SELL,4804.39,4808.62,4799.08,4799.08,2026-04-20 15:03:00,TP,5.31,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:06:00+00:00,SELL,4799.01,4802.43,4793.03,4802.43,2026-04-20 15:11:00,SL,-3.43,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:16:00+00:00,SELL,4794.96,4803.56,4793.03,4803.56,2026-04-20 15:22:00,SL,-8.6,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:43:00+00:00,SELL,4801.53,4805.71,4799.08,4799.08,2026-04-20 15:45:00,TP,2.45,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:47:00+00:00,SELL,4799.88,4802.86,4799.08,4799.08,2026-04-20 15:50:00,TP,0.8,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 15:56:00+00:00,SELL,4799.4,4802.37,4799.08,4799.08,2026-04-20 16:01:00,TP,0.32,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 16:03:00+00:00,SELL,4796.25,4802.76,4793.03,4793.03,2026-04-20 16:18:00,TP,3.22,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 16:33:00+00:00,SELL,4801.69,4805.35,4799.08,4799.08,2026-04-20 16:35:00,TP,2.61,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 20:58:00+00:00,SELL,4820.9,4822.98,4815.34,4822.98,2026-04-20 22:04:00,SL,-2.08,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 22:54:00+00:00,SELL,4827.56,4831.02,4824.57,4831.02,2026-04-20 23:00:00,SL,-3.46,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 23:47:00+00:00,SELL,4821.23,4825.78,4820.69,4820.69,2026-04-20 23:48:00,TP,0.54,DYNAMIC_FVG,BSL,False
VAR2,2026-04-20 23:58:00+00:00,SELL,4820.77,4822.9,4820.69,4822.9,2026-04-21 00:00:00,SL,-2.13,DYNAMIC_FVG,BSL,False
VAR2,2026-04-21 00:26:00+00:00,SELL,4821.29,4826.69,4820.69,4820.69,2026-04-21 00:29:00,TP,0.6,DYNAMIC_FVG,BSL,False
VAR2,2026-04-21 00:42:00+00:00,BUY,4824.39,4818.61,4824.57,4824.57,2026-04-21 00:47:00,TP,0.18,DYNAMIC_FVG,SSL,True
