strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,pnl_usd,gate_reason
SESSION_BREAKOUT,2026-05-14T01:44:00+00:00,SELL,4684.24,4707.15,4650.5,4707.4,2026-05-14T04:27:00+00:00,SL,-23.16,-46.32,ungated
SESSION_BREAKOUT,2026-05-14T07:34:00+00:00,BUY,4707.04,4694.685,4724.95,4694.435,2026-05-14T07:58:00+00:00,SL,-12.605,-25.21,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-14T08:34:00+00:00,BUY,4702.795,4694.59,4714.48,4694.34,2026-05-14T08:48:00+00:00,SL,-8.455,-16.91,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-14T09:14:00+00:00,SELL,4694.33,4702.54,4682.64,4702.79,2026-05-14T09:50:00+00:00,SL,-8.46,-16.92,ungated
SESSION_BREAKOUT,2026-05-14T12:34:00+00:00,BUY,4707.88,4692.42,4730.44,4692.17,2026-05-14T13:19:00+00:00,SL,-15.71,-31.42,ungated
SESSION_BREAKOUT,2026-05-15T01:34:00+00:00,SELL,4607.51,4631.69,4571.87,4614.435,2026-05-15T04:34:00+00:00,TIME,-6.925,-13.85,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-14T20:14:00+00:00,SELL,4654.12,4583.34,4118.06,4583.59,2026-05-15T07:12:00+00:00,TRAIL,70.53,141.06,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-15T07:13:00+00:00,SELL,4558.79,4587.97,3975.53,4588.22,2026-05-15T07:20:00+00:00,TRAIL,-29.43,-58.86,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-15T09:14:00+00:00,SELL,4554.37,4564.765,3899.27,4565.015,2026-05-15T10:51:00+00:00,TRAIL,-10.645,-21.29,ungated
SESSION_BREAKOUT,2026-05-15T12:44:00+00:00,SELL,4544.89,4558.815,4524.63,4524.88,2026-05-15T13:41:00+00:00,TP,20.01,40.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-15T10:52:00+00:00,SELL,4545.845,4545.98,3846.18,4546.23,2026-05-15T14:12:00+00:00,TRAIL,-0.385,-0.77,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-18T03:44:00+00:00,SELL,4545.365,4562.16,4536.42,4544.66,2026-05-18T04:14:00+00:00,TIME,0.705,1.41,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-18T07:19:00+00:00,SELL,4541.845,4549.68,4530.72,4549.93,2026-05-18T07:26:00+00:00,SL,-8.085,-16.17,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-18T07:29:00+00:00,SELL,4550.4,4558.35,4546.37,4558.6,2026-05-18T07:30:00+00:00,SL,-8.2,-16.4,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-18T07:31:00+00:00,SELL,4550.4,4558.35,4546.37,4558.6,2026-05-18T07:32:00+00:00,SL,-8.2,-16.4,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-18T07:33:00+00:00,SELL,4550.4,4558.35,4546.37,4546.62,2026-05-18T07:48:00+00:00,TP,3.78,7.56,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-18T08:54:00+00:00,SELL,4555.9,4563.34,4552.15,4552.4,2026-05-18T08:58:00+00:00,TP,3.5,7.0,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-18T08:24:00+00:00,BUY,4550.26,4542.22,4561.69,4541.97,2026-05-18T09:03:00+00:00,SL,-8.29,-16.58,ungated
SESSION_BREAKOUT,2026-05-18T12:34:00+00:00,BUY,4557.02,4545.36,4573.89,4573.64,2026-05-18T12:49:00+00:00,TP,16.62,33.24,ungated
SESSION_BREAKOUT,2026-05-19T01:44:00+00:00,BUY,4569.84,4554.27,4592.57,4554.02,2026-05-19T02:11:00+00:00,SL,-15.82,-31.64,ungated
SESSION_BREAKOUT,2026-05-19T07:39:00+00:00,SELL,4542.975,4555.35,4525.04,4555.6,2026-05-19T07:55:00+00:00,SL,-12.625,-25.25,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-19T14:14:00+00:00,SELL,4503.925,4488.34,3859.3,4488.59,2026-05-20T01:50:00+00:00,TRAIL,15.335,30.67,ungated
SESSION_BREAKOUT,2026-05-20T01:34:00+00:00,SELL,4472.48,4506.29,4422.39,4463.13,2026-05-20T04:34:00+00:00,TIME,9.35,18.7,ungated
SESSION_BREAKOUT,2026-05-20T12:34:00+00:00,BUY,4501.36,4493.07,4513.17,4492.82,2026-05-20T13:26:00+00:00,SL,-8.54,-17.08,ungated
SESSION_BREAKOUT,2026-05-21T01:34:00+00:00,BUY,4568.085,4539.92,4609.71,4539.67,2026-05-21T02:29:00+00:00,SL,-28.415,-56.83,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-21T02:14:00+00:00,BUY,4561.26,4532.26,5141.1,4532.01,2026-05-21T02:46:00+00:00,TRAIL,-29.25,-58.5,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-21T02:47:00+00:00,BUY,4561.26,4532.26,5141.1,4532.01,2026-05-21T03:00:00+00:00,TRAIL,-29.25,-58.5,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-21T03:01:00+00:00,BUY,4561.26,4532.26,5141.1,4532.01,2026-05-21T03:35:00+00:00,TRAIL,-29.25,-58.5,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-21T07:24:00+00:00,SELL,4517.895,4524.48,4508.64,4524.73,2026-05-21T08:06:00+00:00,SL,-6.835,-13.67,ungated
SESSION_BREAKOUT,2026-05-21T12:59:00+00:00,SELL,4503.525,4519.47,4480.23,4519.72,2026-05-21T13:54:00+00:00,SL,-16.195,-32.39,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-22T07:44:00+00:00,SELL,4519.635,4527.42,4508.58,4527.67,2026-05-22T08:09:00+00:00,SL,-8.035,-16.07,ungated
SESSION_BREAKOUT,2026-05-22T07:39:00+00:00,SELL,4521.135,4527.5,4512.21,4527.75,2026-05-22T08:09:00+00:00,SL,-6.615,-13.23,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-22T08:19:00+00:00,BUY,4528.43,4521.28,4538.53,4521.03,2026-05-22T08:34:00+00:00,SL,-7.4,-14.8,ungated
SESSION_BREAKOUT,2026-05-22T12:34:00+00:00,SELL,4518.485,4535.96,4492.9,4493.15,2026-05-22T14:14:00+00:00,TP,25.335,50.67,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-24T23:29:00+00:00,BUY,4565.58,4550.57,5158.22,4550.32,2026-05-25T06:05:00+00:00,TRAIL,-15.26,-30.52,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-25T07:34:00+00:00,SELL,4558.84,4565.08,4550.11,4565.33,2026-05-25T07:54:00+00:00,SL,-6.49,-12.98,ungated
SESSION_BREAKOUT,2026-05-25T07:54:00+00:00,BUY,4565.23,4552.495,4583.71,4569.64,2026-05-25T10:54:00+00:00,TIME,4.41,8.82,ungated
SESSION_BREAKOUT,2026-05-25T12:39:00+00:00,BUY,4569.705,4553.12,4593.96,4568.69,2026-05-25T15:39:00+00:00,TIME,-1.015,-2.03,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-25T14:04:00+00:00,BUY,4567.3,4561.6,4575.23,4574.98,2026-05-25T17:02:00+00:00,TP,7.68,15.36,ungated
SESSION_BREAKOUT,2026-05-26T01:44:00+00:00,SELL,4541.565,4550.685,4528.51,4528.76,2026-05-26T04:36:00+00:00,TP,12.805,25.61,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T05:49:00+00:00,BUY,4528.2,4523.78,4530.27,4523.53,2026-05-26T05:52:00+00:00,SL,-4.67,-9.34,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T05:53:00+00:00,BUY,4528.2,4523.78,4530.27,4530.02,2026-05-26T06:02:00+00:00,TP,1.82,3.64,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T07:09:00+00:00,BUY,4527.97,4524.65,4529.43,4529.18,2026-05-26T07:11:00+00:00,TP,1.21,2.42,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T07:12:00+00:00,BUY,4527.97,4524.65,4529.43,4529.18,2026-05-26T07:14:00+00:00,TP,1.21,2.42,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T07:34:00+00:00,BUY,4526.265,4522.14,4528.17,4521.89,2026-05-26T07:38:00+00:00,SL,-4.375,-8.75,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T07:39:00+00:00,BUY,4523.44,4517.26,4526.48,4526.23,2026-05-26T07:43:00+00:00,TP,2.79,5.58,ungated
SESSION_BREAKOUT,2026-05-26T07:39:00+00:00,SELL,4521.925,4533.995,4504.45,4534.245,2026-05-26T07:50:00+00:00,SL,-12.32,-24.64,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T08:09:00+00:00,BUY,4533.33,4528.32,4535.72,4528.07,2026-05-26T08:13:00+00:00,SL,-5.26,-10.52,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T08:14:00+00:00,BUY,4527.895,4520.18,4531.8,4519.93,2026-05-26T08:34:00+00:00,SL,-7.965,-15.93,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-26T08:35:00+00:00,BUY,4521.805,4516.51,4524.36,4524.11,2026-05-26T08:42:00+00:00,TP,2.305,4.61,ungated
SESSION_BREAKOUT,2026-05-26T12:34:00+00:00,SELL,4503.465,4516.165,4485.04,4516.415,2026-05-26T12:47:00+00:00,SL,-12.95,-25.9,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-26T12:14:00+00:00,SELL,4507.21,4526.965,3983.82,4527.215,2026-05-26T13:21:00+00:00,TRAIL,-20.005,-40.01,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-26T18:14:00+00:00,SELL,4490.94,4513.005000000001,3959.6,4513.255000000001,2026-05-26T23:00:00+00:00,TRAIL,-22.315,-44.63,ungated
SESSION_BREAKOUT,2026-05-27T01:39:00+00:00,SELL,4512.385,4521.19,4499.8,4500.05,2026-05-27T02:17:00+00:00,TP,12.335,24.67,ungated
SESSION_BREAKOUT,2026-05-27T07:49:00+00:00,SELL,4479.945,4489.43,4466.34,4489.68,2026-05-27T08:02:00+00:00,SL,-9.735,-19.47,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T11:14:00+00:00,SELL,4445.715,4451.96,3909.58,4452.21,2026-05-27T12:19:00+00:00,TRAIL,-6.495,-12.99,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T12:20:00+00:00,SELL,4428.545,4457.64,3846.88,4457.89,2026-05-27T12:22:00+00:00,TRAIL,-29.345,-58.69,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T12:23:00+00:00,SELL,4428.545,4457.64,3846.88,4457.89,2026-05-27T12:25:00+00:00,TRAIL,-29.345,-58.69,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T12:26:00+00:00,SELL,4428.545,4457.89,3846.88,4458.14,2026-05-27T12:27:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T12:28:00+00:00,SELL,4428.545,4457.64,3846.88,4457.89,2026-05-27T12:30:00+00:00,TRAIL,-29.345,-58.69,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-27T12:31:00+00:00,SELL,4428.545,4430.725,3846.88,4430.975,2026-05-27T13:51:00+00:00,TRAIL,-2.43,-4.86,ungated
SESSION_BREAKOUT,2026-05-28T01:44:00+00:00,SELL,4417.005,4459.0,4354.64,4374.4,2026-05-28T04:44:00+00:00,TIME,42.605,85.21,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-28T03:14:00+00:00,SELL,4394.12,4396.799999999999,3782.99,4397.049999999999,2026-05-28T09:21:00+00:00,TRAIL,-2.93,-5.86,ungated
SESSION_BREAKOUT,2026-05-29T07:39:00+00:00,BUY,4524.39,4510.695,4544.31,4510.445,2026-05-29T08:50:00+00:00,SL,-13.945,-27.89,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-29T07:14:00+00:00,BUY,4523.855,4522.895,4931.93,4522.645,2026-05-29T12:20:00+00:00,TRAIL,-1.21,-2.42,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-29T15:14:00+00:00,BUY,4564.48,4562.335000000001,5151.05,4562.085000000001,2026-05-29T15:43:00+00:00,TRAIL,-2.395,-4.79,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-29T15:44:00+00:00,BUY,4564.48,4544.340000000001,5151.05,4544.090000000001,2026-05-29T19:57:00+00:00,TRAIL,-20.39,-40.78,ungated
SESSION_BREAKOUT,2026-06-01T07:44:00+00:00,SELL,4500.515,4510.09,4486.78,4506.29,2026-06-01T10:44:00+00:00,TIME,-5.775,-11.55,ungated
SESSION_BREAKOUT,2026-06-02T01:49:00+00:00,SELL,4473.55,4492.49,4445.77,4492.74,2026-06-02T03:01:00+00:00,SL,-19.19,-38.38,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-02T07:14:00+00:00,BUY,4536.19,4517.9400000000005,4990.57,4517.6900000000005,2026-06-02T12:52:00+00:00,TRAIL,-18.5,-37.0,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-03T06:14:00+00:00,SELL,4456.915,4460.395,4031.13,4460.645,2026-06-03T10:07:00+00:00,TRAIL,-3.73,-7.46,ungated
SESSION_BREAKOUT,2026-06-03T07:34:00+00:00,SELL,4456.02,4472.375,4432.11,4460.565,2026-06-03T10:34:00+00:00,TIME,-4.545,-9.09,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-03T10:08:00+00:00,SELL,4443.86,4467.1,3979.3,4467.35,2026-06-03T11:08:00+00:00,TRAIL,-23.49,-46.98,ungated
SESSION_BREAKOUT,2026-06-03T12:34:00+00:00,SELL,4451.84,4464.725,4433.14,4464.975,2026-06-03T12:50:00+00:00,SL,-13.135,-26.27,ungated
SESSION_BREAKOUT,2026-06-05T01:39:00+00:00,SELL,4449.185,4470.045,4418.52,4441.965,2026-06-05T04:39:00+00:00,TIME,7.22,14.44,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-05T03:14:00+00:00,SELL,4440.325,4453.025000000001,3954.5,4453.275000000001,2026-06-05T06:47:00+00:00,TRAIL,-12.95,-25.9,ungated
SESSION_BREAKOUT,2026-06-05T12:59:00+00:00,SELL,4461.475,4475.885,4440.49,4440.74,2026-06-05T13:00:00+00:00,TP,20.735,41.47,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-05T13:14:00+00:00,SELL,4406.375,4372.32,3852.42,4372.57,2026-06-05T15:00:00+00:00,TRAIL,33.805,67.61,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-05T15:01:00+00:00,SELL,4365.505,4344.165,3720.96,4321.565,2026-06-07T22:04:00+00:00,TIME,43.94,87.88,ungated
SESSION_BREAKOUT,2026-06-08T01:34:00+00:00,SELL,4311.04,4346.18,4258.95,4313.8,2026-06-08T04:34:00+00:00,TIME,-2.76,-5.52,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-08T06:14:00+00:00,SELL,4291.94,4309.425,3567.06,4309.675,2026-06-08T11:10:00+00:00,TRAIL,-17.735,-35.47,ungated
SESSION_BREAKOUT,2026-06-08T14:39:00+00:00,SELL,4315.76,4330.89,4293.69,4331.14,2026-06-08T14:59:00+00:00,SL,-15.38,-30.76,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T03:14:00+00:00,SELL,4338.66,4344.98,4335.53,4335.78,2026-06-09T03:23:00+00:00,TP,2.88,5.76,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T05:04:00+00:00,SELL,4336.115,4344.21,4332.01,4332.26,2026-06-09T05:12:00+00:00,TP,3.855,7.71,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T05:34:00+00:00,SELL,4342.415,4350.92,4338.08,4351.17,2026-06-09T05:43:00+00:00,SL,-8.755,-17.51,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T05:44:00+00:00,SELL,4348.415,4354.06,4345.66,4345.91,2026-06-09T05:45:00+00:00,TP,2.505,5.01,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T05:46:00+00:00,SELL,4348.415,4354.06,4345.66,4345.91,2026-06-09T05:47:00+00:00,TP,2.505,5.01,ungated
KRONOS_S97_SNAP_SCALPER,2026-06-09T05:48:00+00:00,SELL,4348.415,4354.06,4345.66,4345.91,2026-06-09T05:49:00+00:00,TP,2.505,5.01,ungated
SESSION_BREAKOUT,2026-06-09T12:49:00+00:00,BUY,4344.34,4335.415,4357.1,4335.165,2026-06-09T13:18:00+00:00,SL,-9.175,-18.35,ungated
SESSION_BREAKOUT,2026-06-09T13:49:00+00:00,BUY,4345.87,4330.295,4368.61,4330.045,2026-06-09T13:56:00+00:00,SL,-15.825,-31.65,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-09T15:14:00+00:00,SELL,4300.285,4265.445,3725.72,4265.695,2026-06-09T17:17:00+00:00,TRAIL,34.59,69.18,ungated
SESSION_BREAKOUT,2026-06-10T01:44:00+00:00,SELL,4186.825,4219.2,4138.89,4173.845,2026-06-10T04:44:00+00:00,TIME,12.98,25.96,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-09T17:18:00+00:00,SELL,4251.915,4206.719999999999,3569.0,4206.969999999999,2026-06-10T05:55:00+00:00,TRAIL,44.945,89.89,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-10T09:14:00+00:00,SELL,4168.885,4165.724999999999,3466.96,4165.974999999999,2026-06-10T12:30:00+00:00,TRAIL,2.91,5.82,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-10T12:31:00+00:00,SELL,4147.54,4171.065,3387.75,4171.315,2026-06-10T13:42:00+00:00,TRAIL,-23.775,-47.55,ungated
SESSION_BREAKOUT,2026-06-10T14:34:00+00:00,SELL,4159.46,4181.215,4127.45,4127.7,2026-06-10T14:56:00+00:00,TP,31.76,63.52,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-10T15:14:00+00:00,SELL,4124.75,4068.9700000000003,3222.97,4069.2200000000003,2026-06-11T00:17:00+00:00,TRAIL,55.53,111.06,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-11T08:44:00+00:00,SELL,4090.545,4098.64,4079.03,4079.28,2026-06-11T09:29:00+00:00,TP,11.265,22.53,ungated
SESSION_BREAKOUT,2026-06-11T12:34:00+00:00,SELL,4061.2,4087.31,4022.66,4087.56,2026-06-11T13:45:00+00:00,SL,-26.36,-52.72,ungated
SESSION_BREAKOUT,2026-06-11T13:46:00+00:00,SELL,4071.725,4086.22,4050.61,4086.47,2026-06-11T13:47:00+00:00,SL,-14.745,-29.49,ungated
SESSION_BREAKOUT,2026-06-12T07:59:00+00:00,BUY,4185.3,4173.9,4201.78,4201.53,2026-06-12T08:04:00+00:00,TP,16.23,32.46,ungated
SESSION_BREAKOUT,2026-06-15T01:34:00+00:00,BUY,4306.745,4285.32,4338.26,4328.38,2026-06-15T04:34:00+00:00,TIME,21.635,43.27,ungated
SESSION_BREAKOUT,2026-06-15T12:34:00+00:00,BUY,4339.095,4324.8,4359.91,4359.66,2026-06-15T13:31:00+00:00,TP,20.565,41.13,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-14T23:14:00+00:00,BUY,4285.925,4328.62,5106.5,4328.37,2026-06-15T17:30:00+00:00,TRAIL,42.445,84.89,ungated
SESSION_BREAKOUT,2026-06-16T01:34:00+00:00,SELL,4315.385,4326.02,4300.06,4326.27,2026-06-16T03:35:00+00:00,SL,-10.885,-21.77,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-16T07:29:00+00:00,BUY,4329.115,4322.56,4338.32,4338.07,2026-06-16T08:09:00+00:00,TP,8.955,17.91,ungated
SESSION_BREAKOUT,2026-06-16T07:39:00+00:00,BUY,4329.905,4322.665,4340.14,4339.89,2026-06-16T08:10:00+00:00,TP,9.985,19.97,ungated
SESSION_BREAKOUT,2026-06-16T12:34:00+00:00,BUY,4346.025,4337.5,4358.19,4337.25,2026-06-16T13:21:00+00:00,SL,-8.775,-17.55,ungated
SESSION_BREAKOUT,2026-06-17T07:34:00+00:00,SELL,4326.385,4332.825,4317.35,4317.6,2026-06-17T08:45:00+00:00,TP,8.785,17.57,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-17T07:34:00+00:00,SELL,4325.55,4332.93,4315.1,4333.18,2026-06-17T09:26:00+00:00,SL,-7.63,-15.26,ungated
SESSION_BREAKOUT,2026-06-17T14:34:00+00:00,BUY,4362.605,4335.67,4402.38,4335.42,2026-06-17T14:47:00+00:00,SL,-27.185,-54.37,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:14:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:15:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:16:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:17:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:18:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:19:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:20:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:21:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:22:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:23:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:24:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:25:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:26:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:27:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:28:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:29:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:30:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:31:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:32:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:33:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:34:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:35:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:36:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:37:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:38:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:39:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:40:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:41:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:42:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:43:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:44:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:45:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:46:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:47:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:48:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:49:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:50:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:51:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:52:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:53:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:54:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:55:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:56:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:57:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T18:58:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T18:59:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:00:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:01:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:02:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:03:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:04:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:05:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:06:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:07:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:08:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:09:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:10:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:11:00+00:00,TRAIL,-24.51,-49.02,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-17T19:12:00+00:00,BUY,4379.8,4355.54,4859.81,4355.29,2026-06-17T19:13:00+00:00,TRAIL,-24.51,-49.02,ungated
SESSION_BREAKOUT,2026-06-18T07:34:00+00:00,SELL,4300.04,4309.375,4286.66,4286.91,2026-06-18T08:00:00+00:00,TP,13.13,26.26,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-19T00:14:00+00:00,SELL,4188.195,4150.7,3613.58,4150.95,2026-06-19T06:57:00+00:00,TRAIL,37.245,74.49,ungated
SESSION_BREAKOUT,2026-06-19T12:34:00+00:00,SELL,4151.055,4160.39,4137.68,4160.64,2026-06-19T12:51:00+00:00,SL,-9.585,-19.17,ungated
SESSION_BREAKOUT,2026-06-19T14:44:00+00:00,SELL,4143.51,4154.765,4127.25,4155.015,2026-06-19T16:48:00+00:00,SL,-11.505,-23.01,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-22T07:24:00+00:00,SELL,4196.91,4201.58,4190.53,4190.78,2026-06-22T07:54:00+00:00,TP,6.13,12.26,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-22T09:04:00+00:00,BUY,4202.48,4197.12,4209.89,4209.64,2026-06-22T09:33:00+00:00,TP,7.16,14.32,ungated
SESSION_BREAKOUT,2026-06-23T01:54:00+00:00,SELL,4170.59,4198.605,4129.19,4134.825,2026-06-23T04:54:00+00:00,TIME,35.765,71.53,ungated
