day,s93_fvg_scalp,s94_sweep_reversal,s99_mss_fvg,s100_m3_combo,c03_fvg_fill,s14_ob_mit_bias
2025-01-28 00:00:00+00:00,-1.4598,0.0,-1.4598,-1.1063,2.6914,0.0
2025-01-29 00:00:00+00:00,-1.2957,0.0,-2.7124,0.0,-0.7353000000000001,0.0
2025-01-30 00:00:00+00:00,0.0,0.0,-1.3368,-2.3503,-2.9395,3.4696
2025-01-31 00:00:00+00:00,0.0,0.0,0.0,-1.292,-0.8692,0.0
2025-02-02 00:00:00+00:00,0.0,-1.315,0.0,0.0,0.0,0.0
2025-02-03 00:00:00+00:00,0.0,0.8483,-0.41079999999999994,-0.9223000000000001,1.9248,-2.4581
2025-02-04 00:00:00+00:00,0.0,0.0,-2.7818,-3.3693,-2.1115,-2.5229
2025-02-05 00:00:00+00:00,-1.2477,0.0,-4.2024,2.3348000000000004,-1.7101999999999997,-0.6272
2025-02-06 00:00:00+00:00,0.0,-1.3252,-1.46,-2.0079,-1.9540000000000002,0.0
2025-02-07 00:00:00+00:00,0.0,-0.0018,-1.4432,1.4362,-2.8674,2.2621
2025-02-10 00:00:00+00:00,0.0,5.3605,-0.3974,0.9437999999999999,8.2576,1.0493
2025-02-11 00:00:00+00:00,0.0,-2.6033,-1.4062000000000001,-0.22039999999999993,1.4159000000000002,3.5442
2025-02-12 00:00:00+00:00,1.5566,5.1747,1.2225,0.8520000000000001,7.6179,-1.9091
2025-02-13 00:00:00+00:00,0.0,-1.2957,0.0,-3.505,4.7928,1.1381
2025-02-14 00:00:00+00:00,0.0,-2.8899999999999997,-2.7306,-3.8627,5.8611,5.2435
2025-02-17 00:00:00+00:00,0.0,0.0,-0.14589999999999992,-1.3552999999999997,-4.1685,0.5229999999999999
2025-02-18 00:00:00+00:00,0.0,-2.862,0.0,-2.2117999999999998,-4.4554,0.2188000000000001
2025-02-19 00:00:00+00:00,-2.6148,3.4864,-3.8175,0.1665000000000001,1.9022999999999999,-3.7744999999999997
2025-02-20 00:00:00+00:00,-1.203,0.0,-0.008299999999999974,-1.0423,0.43979999999999997,2.8278
2025-02-21 00:00:00+00:00,-2.513,0.0,-1.5711,-4.884399999999999,-8.5599,-3.6889000000000003
2025-02-24 00:00:00+00:00,0.0,0.0,-2.4452,-6.003,0.7692999999999999,-1.2286
2025-02-25 00:00:00+00:00,0.0,-1.4061,-1.1426,-0.6221000000000001,-0.8612,1.7826
2025-02-26 00:00:00+00:00,-1.245,2.1191,-0.2378,-1.2931000000000004,0.8620000000000001,-1.2508
2025-02-27 00:00:00+00:00,-2.5869,-2.6847000000000003,-4.037,0.08840000000000026,3.3314000000000004,-0.05369999999999986
2025-02-28 00:00:00+00:00,0.0,0.0,-0.4756,1.9974999999999998,6.642,0.5271999999999999
2025-03-03 00:00:00+00:00,-1.429,0.0,-1.3471000000000002,-0.6398000000000001,0.6293000000000002,2.3165
2025-03-04 00:00:00+00:00,0.0,0.0,-0.26359999999999983,-5.3797999999999995,8.448699999999999,1.0058999999999998
2025-03-05 00:00:00+00:00,0.1059000000000001,3.8730000000000007,0.1059000000000001,-3.0705999999999998,-5.4753,-3.1305
2025-03-06 00:00:00+00:00,-1.4678,-1.2332,-2.8045999999999998,-0.5499999999999998,-2.5619,5.257099999999999
2025-03-07 00:00:00+00:00,-2.4111000000000002,-0.5333000000000001,-1.4863,-2.7207,-0.9454,0.4982
2025-03-10 00:00:00+00:00,-0.39369999999999994,2.4664,-2.8834,-1.8194,3.1466000000000003,-1.9029
2025-03-11 00:00:00+00:00,-1.2985,9.621,0.0,-1.3865999999999998,-3.3856,-2.5016
2025-03-12 00:00:00+00:00,-1.1882,-1.5063,0.0,1.1674000000000002,1.3593000000000002,0.49
2025-03-13 00:00:00+00:00,2.2334,0.0,2.2334,3.4185999999999996,3.4942,5.4138
2025-03-14 00:00:00+00:00,2.6131,-1.2083,2.3108,-0.11819999999999986,-2.3969,0.36909999999999976
2025-03-17 00:00:00+00:00,0.0,0.0,-1.5161,-2.9976,-2.8624,0.0
2025-03-18 00:00:00+00:00,-2.398,0.0,-1.8351,-5.0723,9.010200000000001,0.5148999999999999
2025-03-19 00:00:00+00:00,-1.2572,0.0,-0.15270000000000006,-0.8011999999999999,-1.3934000000000002,-1.2424
2025-03-20 00:00:00+00:00,-2.8228999999999997,0.0,-1.7672999999999999,-1.4571,-4.400399999999999,-1.264
2025-03-21 00:00:00+00:00,0.0,0.0,-4.1082,-2.2782999999999998,-1.2469,0.0
2025-03-24 00:00:00+00:00,1.1642,0.1734,-0.4919,1.3106999999999995,10.2873,1.7644
2025-03-25 00:00:00+00:00,2.2112,0.0,0.5199999999999998,-0.7046000000000001,1.046,-1.2122
2025-03-26 00:00:00+00:00,-1.4507,4.7023,0.0,-3.914,-2.0692,0.0
2025-03-27 00:00:00+00:00,0.0,0.0,1.239,4.1141000000000005,2.7688,-0.25690000000000013
2025-03-28 00:00:00+00:00,0.0,-1.2712,-2.8234,1.5961999999999998,-0.39939999999999953,2.8195
2025-03-31 00:00:00+00:00,-0.05769999999999986,5.3123,-1.2635999999999998,-6.498099999999999,-0.22730000000000028,1.7855
2025-04-01 00:00:00+00:00,1.1691,0.0,-0.15090000000000003,5.2171,-2.4506,-0.657
2025-04-02 00:00:00+00:00,-1.5016,0.0,-1.5997000000000001,-2.4352,-2.6925999999999997,2.2646
2025-04-03 00:00:00+00:00,0.0,-4.9292,-2.5172,0.6737000000000006,4.385,3.5743
2025-04-04 00:00:00+00:00,1.3312,-1.0961,3.5417,-4.660199999999999,0.9524999999999999,0.56
2025-04-06 00:00:00+00:00,0.0,-1.0331,0.0,0.0,0.0,0.0
2025-04-07 00:00:00+00:00,-1.0791,2.6098,-2.4701999999999997,-8.545200000000001,0.3725999999999996,0.0
2025-04-08 00:00:00+00:00,-2.3682,-1.1887,-3.9671,-13.1839,-2.6097,2.3567
2025-04-09 00:00:00+00:00,0.0,0.0,-1.4461,4.3468,6.6291,1.7701
2025-04-10 00:00:00+00:00,-1.1822,-1.3433,1.061,-6.445600000000001,-0.9843999999999999,5.2776
2025-04-11 00:00:00+00:00,0.0,6.9421,1.1085,-8.2147,7.699399999999999,0.0
2025-04-13 00:00:00+00:00,0.0,-1.1686,0.0,0.0,0.0,0.0
2025-04-14 00:00:00+00:00,0.0,-1.1272,-3.6883,-7.229900000000001,-1.4413,1.146
2025-04-15 00:00:00+00:00,1.2382,0.0,1.2382,-6.2417,1.4799000000000002,-1.998
2025-04-16 00:00:00+00:00,-1.2189,0.0,-5.249,0.21230000000000038,-2.348,-0.9099000000000002
2025-04-17 00:00:00+00:00,-2.2839,3.0009,-2.4727,-4.66,-1.2118,0.4462000000000004
2025-04-21 00:00:00+00:00,-1.1656,0.0,-1.4361,-4.4338999999999995,6.4572,0.0
2025-04-22 00:00:00+00:00,-1.0895,4.6168000000000005,-5.358499999999999,-6.6904,7.783099999999999,-2.4401
2025-04-23 00:00:00+00:00,0.3255000000000001,0.13180000000000014,-6.3419,3.3563,-4.477,1.8034
2025-04-24 00:00:00+00:00,0.056400000000000006,-2.5658,-1.5515999999999996,-5.5029,2.1198,-3.7099
