strategy,side,entry_time,entry_px,sl,tp,exit_time,exit_px,outcome,pts0,risk,r,hour,be_armed,reason,q_outcome,q_pts0,arm,module,q_pts,m_pts,live_idx,live_status,live_signal_id,live_active,after_kill,g_adverse,g_outcome,g_pts,g_raw
s93_fvg_scalp,BUY,2026-08-31 09:40:00+00:00,4441.425,4439.18,4444.79,2026-08-31 09:46:00+00:00,4444.79,TP,3.365,2.245,1.4989,9,False,S93_FVG_SCALP_LONG,TP,3.3649999999997817,s93_pre,s93_fvg_scalp,2.9149999999997815,2.615,138,PLACED,4673921b-5edb-4df9-85cf-104cf0431daf,True,False,0.2849999999998545,TP,3.0799999999999272,3.0799999999999272
s93_fvg_scalp,BUY,2026-08-31 13:16:00+00:00,4442.925,4438.97,4448.86,2026-08-31 13:32:00+00:00,4438.97,SL,-3.955,3.955,-1.0,13,False,S93_FVG_SCALP_LONG,SL,-3.9549999999999272,s93_pre,s93_fvg_scalp,-4.404999999999927,-4.705,139,duplicate_entry,c8060dbb-f21e-403f-b9e2-a43b79ecf562,True,False,0.4349999999994907,SL,-4.649999999999418,-4.389999999999418
s93_fvg_scalp,BUY,2026-08-31 14:49:00+00:00,4431.425,4427.03,4438.02,2026-08-31 14:50:00+00:00,4427.03,SL,-4.395,4.395,-1.0,14,False,S93_FVG_SCALP_LONG,SL,-4.395000000000437,s93_pre,s93_fvg_scalp,-4.845000000000437,-5.145,140,PLACED,8a24ec3d-5a41-4751-affb-3ca19bab7002,True,False,-2.7950000000000728,SL,-1.8600000000003638,-1.6000000000003638
s93_fvg_scalp,SELL,2026-09-01 08:40:00+00:00,4377.26,4383.97,4367.19,2026-09-01 09:02:00+00:00,4367.19,TP,10.07,6.71,1.5007,8,False,S93_FVG_SCALP_SHORT,TP,10.070000000000618,s93_pre,s93_fvg_scalp,9.62000000000062,9.32,141,no_add_to_loser,b449fda1-8c73-4a12-a5cb-194e1c49e810,True,False,-3.0100000000002183,TP,13.080000000000837,13.080000000000837
s93_fvg_scalp,SELL,2026-09-01 12:19:00+00:00,4374.77,4379.99,4366.94,2026-09-01 12:20:00+00:00,4366.94,TP,7.83,5.22,1.5,12,False,S93_FVG_SCALP_SHORT,TP,7.830000000000837,s93_pre,s93_fvg_scalp,7.380000000000837,7.08,142,entry_drift,5c98c671-816d-411e-9cc5-42240a318cba,True,False,4.160000000000764,REJ,,
s93_fvg_scalp,BUY,2026-09-01 12:50:00+00:00,4363.15,4359.8,4368.17,2026-09-01 12:56:00+00:00,4359.8,SL,-3.35,3.35,-1.0,12,False,S93_FVG_SCALP_LONG,SL,-3.3499999999994543,s93_pre,s93_fvg_scalp,-3.7999999999994545,-4.1,144,PLACED,7778f508-84c5-496b-bbda-a328a3ae49c3,True,False,0.410000000000764,SL,-4.020000000000218,-3.7600000000002183
s93_fvg_scalp,BUY,2026-09-02 13:13:00+00:00,4338.425,4333.62,4345.63,2026-09-02 13:22:00+00:00,4345.63,TP,7.205,4.805,1.4995,13,False,S93_FVG_SCALP_LONG,TP,7.204999999999927,s93_post,s93_fvg_scalp,6.754999999999927,6.455,145,PLACED,acf723d3-24d5-465c-9e5e-e12ae8c90dd3,True,False,-0.16499999999996362,TP,7.369999999999891,7.369999999999891
s93_fvg_scalp,SELL,2026-09-03 13:55:00+00:00,4464.91,4469.8,4457.57,2026-09-03 13:59:00+00:00,4469.8,SL,-4.89,4.89,-1.0,13,False,S93_FVG_SCALP_SHORT,SL,-4.890000000000327,s93_post,s93_fvg_scalp,-5.340000000000328,-5.64,147,soft_daily_brake,f5da09b6-714f-4bfd-b692-8de07b513082,True,False,-0.9899999999997817,SL,-4.1600000000005455,-3.9000000000005457
s93_fvg_scalp,SELL,2026-09-10 14:51:00+00:00,4359.13,4364.94,4350.42,2026-09-10 15:18:00+00:00,4364.94,SL,-5.81,5.81,-1.0,14,False,S93_FVG_SCALP_SHORT,SL,-5.809999999999491,s93_post,s93_fvg_scalp,-6.259999999999491,-6.56,148,no_add_to_loser,a3ab7dda-611b-4325-9000-2178ac9f16d6,True,False,0.6300000000001091,REJ,,
s93_fvg_scalp,BUY,2026-09-14 13:27:00+00:00,4272.285,4267.01,4280.2,2026-09-14 13:41:00+00:00,4267.01,SL,-5.275,5.275,-1.0,13,False,S93_FVG_SCALP_LONG,SL,-5.274999999999636,s93_post,s93_fvg_scalp,-5.724999999999636,-6.025,150,metaapi_rejection,569e0f4c-c574-436b-a604-dc8a38674985,True,False,0.0749999999998181,SL,-5.609999999999454,-5.349999999999454
s93_fvg_scalp,SELL,2026-09-14 14:30:00+00:00,4270.205,4274.63,4263.57,2026-09-14 14:44:00+00:00,4274.63,SL,-4.425,4.425,-1.0,14,False,S93_FVG_SCALP_SHORT,SL,-4.425000000000182,s93_post,s93_fvg_scalp,-4.875000000000182,-5.175,151,duplicate_entry,97d3b067-ace2-466d-9007-6f2ccb8f4822,True,False,1.4549999999999272,REJ,,
s93_fvg_scalp,BUY,2026-09-14 14:51:00+00:00,4276.46,4270.79,4284.97,2026-09-14 15:06:00+00:00,4284.97,TP,8.51,5.67,1.5009,14,False,S93_FVG_SCALP_LONG,TP,8.510000000000218,s93_post,s93_fvg_scalp,8.060000000000219,7.76,152,entry_drift,40c38631-ab93-414d-8a36-d37820776e4e,True,False,1.1400000000003274,REJ,,
s93_fvg_scalp,BUY,2026-09-16 13:20:00+00:00,4353.215,4349.43,4358.89,2026-09-16 13:34:00+00:00,4349.43,SL,-3.785,3.785,-1.0,13,False,S93_FVG_SCALP_LONG,SL,-3.7849999999998545,s93_post,s93_fvg_scalp,-4.234999999999855,-4.535,153,PLACED,74938f9d-c592-4b1f-a47f-6cdb2899a6e0,True,False,-3.074999999999818,SL,-0.9700000000000364,-0.7100000000000364
s93_fvg_scalp,BUY,2026-09-16 14:55:00+00:00,4348.31,4344.71,4353.71,2026-09-16 14:58:00+00:00,4353.71,TP,5.4,3.6,1.5,14,False,S93_FVG_SCALP_LONG,TP,5.399999999999636,s93_post,s93_fvg_scalp,4.949999999999636,4.65,154,metaapi_rejection,86a5ac87-5273-4322-a3b6-183c2af0e859,True,False,0.03999999999996362,TP,5.359999999999673,5.359999999999673
s93_fvg_scalp,BUY,2026-09-17 13:57:00+00:00,4366.19,4361.41,4373.36,2026-09-17 14:06:00+00:00,4373.36,TP,7.17,4.78,1.5,13,False,S93_FVG_SCALP_LONG,TP,7.170000000000073,s93_post,s93_fvg_scalp,6.720000000000073,6.42,156,soft_daily_brake,437e177a-50d9-4bbd-b334-fd6c41291641,True,False,-0.839999999999236,TP,8.009999999999309,8.009999999999309
