created_at,action,reason,strategy_name
2026-07-23 22:00:09.509211+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-07-24 21:00:09.393601+00:00,PAUSE,scalping: market closed | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-24 21:00:09.401234+00:00,PAUSE,trend: market closed | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-24 21:00:09.407723+00:00,PAUSE,trend: market closed | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-24 21:00:09.412626+00:00,PAUSE,scalping: market closed | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-24 21:00:09.416438+00:00,PAUSE,reversal: market closed | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-26 22:00:09.541930+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-07-26 22:00:09.551498+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-07-26 22:00:09.558389+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-07-26 22:00:09.567022+00:00,START,trend: always_on: regime-independent | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-07-26 22:00:09.574237+00:00,START,trend: always_on: regime-independent | d1=bearish h4=long vol=LOW trend=RANGING session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-07-27 21:00:14.874144+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=LOW trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-27 21:00:14.879150+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=LOW trend=RANGING session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-27 21:00:14.883327+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=LOW trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-27 21:00:14.888285+00:00,PAUSE,reversal: market closed | d1=bearish h4=neutral vol=LOW trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-27 21:00:14.891837+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=LOW trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-28 00:00:39.776902+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=LOW trend=RANGING session=ASIA closed=False,S93 FVG Scalp
2026-07-28 00:00:39.781439+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=LOW trend=RANGING session=ASIA closed=False,S94 Sweep Reversal
2026-07-28 00:00:39.785802+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=LOW trend=RANGING session=ASIA closed=False,Challenge XAU H4 Trend
2026-07-28 00:00:39.790239+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=LOW trend=RANGING session=ASIA closed=False,S100 M3 Combo Scalper
2026-07-28 00:00:39.793967+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=neutral vol=LOW trend=RANGING session=ASIA closed=False,S99 MSS FVG Reversal
2026-07-28 21:00:18.482603+00:00,PAUSE,reversal: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-28 21:00:18.487230+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-28 21:00:18.491860+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-28 21:00:18.496684+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-28 21:00:18.502211+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-28 22:00:18.757816+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-07-28 22:00:18.763096+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-07-28 22:00:18.767865+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-07-28 22:00:18.775409+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-07-28 22:00:18.780140+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-07-29 21:00:21.415419+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-29 21:00:21.419917+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-29 21:00:21.424503+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-29 21:00:21.429122+00:00,PAUSE,reversal: market closed | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-29 21:00:21.432686+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-29 22:00:22.651629+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-07-29 22:00:22.656313+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-07-29 22:00:22.660928+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-07-29 22:00:22.665328+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-07-29 22:00:22.669815+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=neutral vol=EXTREME trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-07-30 06:24:18.952754+00:00,START,copy: always_on: regime-independent | d1=bearish h4=short vol=EXTREME trend=MIXED session=ASIA closed=False,Neymar Telegram Copy
2026-07-30 21:00:20.240207+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-30 21:00:20.246410+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-30 21:00:20.251389+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-30 21:00:20.255905+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-30 21:00:20.260436+00:00,PAUSE,copy: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-07-30 21:00:20.265116+00:00,PAUSE,reversal: market closed | d1=bearish h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-31 00:00:20.077764+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,Challenge XAU H4 Trend
2026-07-31 00:00:20.082944+00:00,START,copy: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,Neymar Telegram Copy
2026-07-31 00:00:20.087932+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,S99 MSS FVG Reversal
2026-07-31 00:00:20.092549+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,S94 Sweep Reversal
2026-07-31 00:00:20.097554+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,S100 M3 Combo Scalper
2026-07-31 00:00:20.101332+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=RANGING session=ASIA closed=False,S93 FVG Scalp
2026-07-31 21:00:27.023879+00:00,PAUSE,reversal: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-07-31 21:00:27.030854+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-07-31 21:00:27.036498+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-07-31 21:00:27.041235+00:00,PAUSE,scalping: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-07-31 21:00:27.045715+00:00,PAUSE,trend: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-07-31 21:00:27.049393+00:00,PAUSE,copy: market closed | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-02 22:00:27.960378+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-02 22:00:27.964660+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-02 22:00:27.968640+00:00,START,copy: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-02 22:00:27.972434+00:00,START,reversal: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-02 22:00:27.976391+00:00,START,trend: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-02 22:00:27.980202+00:00,START,scalping: always_on: regime-independent | d1=bearish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-03 21:00:27.642868+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-03 21:00:27.648710+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-03 21:00:27.652856+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-03 21:00:27.659441+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-03 21:00:27.664190+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-03 21:00:27.667767+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-03 22:00:27.046565+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-03 22:00:27.051720+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-03 22:00:27.056361+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-03 22:00:27.060767+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-03 22:00:27.065671+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-03 22:00:27.069353+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-04 21:00:26.804760+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-04 21:00:26.810134+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-04 21:00:26.814183+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-04 21:00:26.818205+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-04 21:00:26.822280+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-04 21:00:26.825747+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-04 22:00:28.361748+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-04 22:00:28.366786+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-04 22:00:28.370766+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-04 22:00:28.374571+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-04 22:00:28.378525+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-04 22:00:28.381951+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-05 21:00:26.951754+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-05 21:00:26.957885+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-05 21:00:26.961860+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-05 21:00:26.966172+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-05 21:00:26.969937+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-05 21:00:26.973983+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=HIGH trend=TRENDING session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-05 22:00:27.196211+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-05 22:00:27.201773+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-05 22:00:27.206376+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-05 22:00:27.211218+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-05 22:00:27.216127+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-05 22:00:27.220529+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-06 21:00:27.595847+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-06 21:00:27.600829+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-06 21:00:27.606600+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-06 21:00:27.611375+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-06 21:00:27.617248+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-06 21:00:27.622276+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-06 22:00:27.786753+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-06 22:00:27.791677+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-06 22:00:27.796694+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-06 22:00:27.801615+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-06 22:00:27.805928+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-06 22:00:27.811525+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-07 07:26:27.019093+00:00,KILL_SWITCH,daily realized P&L -160.00 USD <= -150.00 — pausing all armed strategies until next UTC day,
2026-08-07 07:26:27.037017+00:00,PAUSE,scalping: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,S93 FVG Scalp
2026-08-07 07:26:27.047418+00:00,PAUSE,trend: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,Challenge XAU H4 Trend
2026-08-07 07:26:27.052142+00:00,PAUSE,copy: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,Neymar Telegram Copy
2026-08-07 07:26:27.056689+00:00,PAUSE,reversal: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,S99 MSS FVG Reversal
2026-08-07 07:26:27.060889+00:00,PAUSE,trend: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,S94 Sweep Reversal
2026-08-07 07:26:27.065136+00:00,PAUSE,scalping: kill-switch active (daily P&L -160.00 USD) | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=LONDON closed=False,S100 M3 Combo Scalper
2026-08-08 00:00:28.347924+00:00,INFO,kill-switch auto-reset (tripped 2026-08-07),
2026-08-09 22:00:27.624255+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-09 22:00:27.629730+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,Challenge XAU H4 Trend
2026-08-09 22:00:27.633872+00:00,START,copy: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-09 22:00:27.638635+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-09 22:00:27.642736+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-09 22:00:27.646704+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-10 21:00:28.178009+00:00,PAUSE,reversal: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-10 21:00:28.184754+00:00,PAUSE,trend: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-10 21:00:28.190228+00:00,PAUSE,scalping: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-10 21:00:28.195127+00:00,PAUSE,scalping: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-10 21:00:28.200306+00:00,PAUSE,trend: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-10 21:00:28.204424+00:00,PAUSE,copy: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-11 00:00:28.208285+00:00,START,copy: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,Neymar Telegram Copy
2026-08-11 00:00:28.214137+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,S99 MSS FVG Reversal
2026-08-11 00:00:28.222191+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,S94 Sweep Reversal
2026-08-11 00:00:28.228063+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,S100 M3 Combo Scalper
2026-08-11 00:00:28.233348+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,S93 FVG Scalp
2026-08-11 00:00:28.237976+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=MIXED session=ASIA closed=False,Challenge XAU H4 Trend
2026-08-11 21:00:29.446111+00:00,PAUSE,trend: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-11 21:00:29.451090+00:00,PAUSE,scalping: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-11 21:00:29.455397+00:00,PAUSE,scalping: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-11 21:00:29.459622+00:00,PAUSE,trend: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Challenge XAU H4 Trend
2026-08-11 21:00:29.463709+00:00,PAUSE,copy: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-11 21:00:29.467155+00:00,PAUSE,reversal: market closed | d1=ranging h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-12 00:00:28.446263+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S99 MSS FVG Reversal
2026-08-12 00:00:28.451325+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S94 Sweep Reversal
2026-08-12 00:00:28.456288+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S100 M3 Combo Scalper
2026-08-12 00:00:28.460855+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S93 FVG Scalp
2026-08-12 00:00:28.465301+00:00,START,trend: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,Challenge XAU H4 Trend
2026-08-12 00:00:28.469204+00:00,START,copy: always_on: regime-independent | d1=ranging h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,Neymar Telegram Copy
2026-08-12 09:11:27.585585+00:00,KILL_SWITCH,daily realized P&L -211.00 USD <= -150.00 — pausing all armed strategies until next UTC day,
2026-08-12 09:11:27.593831+00:00,PAUSE,trend: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,S94 Sweep Reversal
2026-08-12 09:11:27.598671+00:00,PAUSE,scalping: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,S100 M3 Combo Scalper
2026-08-12 09:11:27.603169+00:00,PAUSE,scalping: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,S93 FVG Scalp
2026-08-12 09:11:27.607708+00:00,PAUSE,trend: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,Challenge XAU H4 Trend
2026-08-12 09:11:27.612364+00:00,PAUSE,copy: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,Neymar Telegram Copy
2026-08-12 09:11:27.618011+00:00,PAUSE,reversal: kill-switch active (daily P&L -211.00 USD) | d1=ranging h4=long vol=NORMAL trend=MIXED session=LONDON closed=False,S99 MSS FVG Reversal
2026-08-13 18:28:22.112090+00:00,INFO,kill-switch auto-reset (tripped 2026-08-12),
