gq,0,1,2,3,4
0,0.2563667232597623,0.26371308016877637,0.2591792656587473,0.29880478087649404,0.25161290322580643
1,0.24481327800829875,0.2529274004683841,0.2546972860125261,0.2768729641693811,0.2288135593220339
2,0.24728260869565216,0.2302158273381295,0.2526539278131635,0.24358974358974358,0.22105263157894736
3,0.21981424148606812,0.2515527950310559,0.25806451612903225,0.2793017456359102,0.2390745501285347
4,0.23140495867768596,0.19696969696969696,0.2600896860986547,0.22758620689655173,0.25871559633027524
