module,gate,model,cost,split,n_total,n_aligned,n_against,n_none,n_missing,admitted_frac,base_n,base_pf,base_pts,base_meanR,base_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip,dR_lo,dR_hi,pf_lo,pf_hi,pts_lo,pts_hi,p_perm,sanity_flag
c03_fvg_fill,B1,mid,0.75,ALL,2161,1079,859,223,0,0.499,2161,1.376,2334.0,0.2258,48.0,1079,1.322,970.8,0.2303,48.3,859,1.43,1070.5,0.2101,47.4,0.0202,0.8125,-0.1794,0.1789,1.19,1.553,533.1,1482.0,,
c03_fvg_fill,B2,mid,0.75,ALL,2161,557,1604,0,0,0.258,2161,1.376,2334.0,0.2258,48.0,557,1.271,443.8,0.1463,44.9,1604,1.413,1890.2,0.2534,49.1,-0.1071,0.205,-0.1591,0.1571,1.218,1.547,677.9,1633.8,,
c03_fvg_fill,B3,mid,0.75,ALL,2161,1907,254,0,0,0.882,2161,1.376,2334.0,0.2258,48.0,1907,1.392,2132.4,0.2276,48.7,254,1.263,201.6,0.212,42.9,0.0156,0.844,-0.1594,0.1708,1.214,1.547,683.0,1640.0,,
c03_fvg_fill,B4,mid,0.75,ALL,2161,1064,921,176,0,0.492,2161,1.376,2334.0,0.2258,48.0,1064,1.311,898.3,0.2272,48.8,921,1.407,1178.0,0.213,47.7,0.0142,0.8595,-0.1648,0.1675,1.197,1.531,573.3,1502.6,,
c03_fvg_fill,B5,mid,0.75,ALL,2161,1128,1033,0,0,0.522,2161,1.376,2334.0,0.2258,48.0,1128,1.44,1297.5,0.2736,50.3,1033,1.318,1036.5,0.1735,45.6,0.1001,0.246,-0.1636,0.1706,1.209,1.554,682.9,1688.0,,
c03_fvg_fill,B6,mid,0.75,ALL,2161,922,1066,173,0,0.427,2161,1.376,2334.0,0.2258,48.0,922,1.348,882.7,0.2388,49.3,1066,1.408,1253.7,0.2092,46.7,0.0295,0.729,-0.1688,0.1626,1.212,1.577,597.8,1548.5,,
c03_fvg_fill,C2,mid,0.75,ALL,2161,1180,961,0,20,0.546,2161,1.376,2334.0,0.2258,48.0,1180,1.427,1334.9,0.3107,50.6,961,1.327,997.3,0.1303,45.1,0.1805,0.035,-0.163,0.1731,1.225,1.551,705.1,1672.9,,
c03_fvg_fill,B1_utc,mid,0.75,ALL,2161,1017,748,396,0,0.471,2161,1.376,2334.0,0.2258,48.0,1017,1.405,1131.4,0.2566,49.0,748,1.228,539.4,0.1206,45.1,0.1359,0.135,-0.1827,0.172,1.162,1.487,429.2,1220.7,,
c03_fvg_fill,B2_lb2,mid,0.75,ALL,2161,465,1696,0,0,0.215,2161,1.376,2334.0,0.2258,48.0,465,1.185,259.2,0.147,44.5,1696,1.432,2074.8,0.2474,49.0,-0.1003,0.229,-0.1642,0.1573,1.214,1.536,690.6,1633.0,,
c03_fvg_fill,B2_lb5,mid,0.75,ALL,2161,653,1508,0,0,0.302,2161,1.376,2334.0,0.2258,48.0,653,1.277,525.6,0.1146,45.0,1508,1.419,1808.3,0.2739,49.3,-0.1593,0.06,-0.1621,0.1666,1.218,1.521,697.6,1609.8,,
c03_fvg_fill,B3_db0.05,mid,0.75,ALL,2161,1775,169,183,34,0.821,2161,1.376,2334.0,0.2258,48.0,1775,1.384,1979.3,0.2359,49.0,169,1.072,39.0,0.0957,39.1,0.1402,0.113,-0.1679,0.1779,1.189,1.532,558.5,1467.5,,
c03_fvg_fill,B3_db0.10,mid,0.75,ALL,2161,1662,123,342,34,0.769,2161,1.376,2334.0,0.2258,48.0,1662,1.382,1837.2,0.2113,49.3,123,1.098,42.5,0.179,39.8,0.0323,0.7035,-0.1682,0.1729,1.188,1.554,494.7,1391.0,,
c03_fvg_fill,B5_w2,mid,0.75,ALL,2161,1098,1056,7,0,0.508,2161,1.376,2334.0,0.2258,48.0,1098,1.362,1053.1,0.249,49.8,1056,1.385,1265.9,0.202,46.2,0.047,0.5675,-0.1632,0.1653,1.221,1.539,689.1,1658.3,,
c03_fvg_fill,B1,mid,0.75,TRAIN,1323,661,527,135,0,0.5,1323,1.258,728.8,0.1165,48.3,661,1.262,365.8,0.1303,48.6,527,1.255,291.4,0.0981,47.6,0.0321,0.7365,-0.1935,0.1911,1.074,1.456,96.4,560.8,,
c03_fvg_fill,B2,mid,0.75,TRAIN,1323,351,972,0,0,0.265,1323,1.258,728.8,0.1165,48.3,351,1.232,185.7,0.0301,45.6,972,1.268,543.1,0.1476,49.3,-0.1176,0.1955,-0.1817,0.1764,1.077,1.454,113.7,624.9,,
c03_fvg_fill,B3,mid,0.75,TRAIN,1323,1161,162,0,0,0.878,1323,1.258,728.8,0.1165,48.3,1161,1.272,658.9,0.1288,49.3,162,1.172,69.9,0.0281,41.4,0.1006,0.2755,-0.1679,0.1732,1.095,1.439,135.9,597.9,,
c03_fvg_fill,B4,mid,0.75,TRAIN,1323,661,541,121,0,0.5,1323,1.258,728.8,0.1165,48.3,661,1.244,331.2,0.1562,49.9,541,1.323,392.2,0.0978,47.5,0.0584,0.513,-0.1934,0.1798,1.095,1.47,123.2,588.3,,
c03_fvg_fill,B5,mid,0.75,TRAIN,1323,686,637,0,0,0.519,1323,1.258,728.8,0.1165,48.3,686,1.232,315.4,0.1426,49.7,637,1.282,413.4,0.0883,46.8,0.0543,0.557,-0.178,0.1689,1.079,1.441,111.7,601.4,,
c03_fvg_fill,B6,mid,0.75,TRAIN,1323,557,656,110,0,0.421,1323,1.258,728.8,0.1165,48.3,557,1.269,304.5,0.1384,49.7,656,1.239,346.7,0.085,46.6,0.0535,0.5755,-0.1951,0.1955,1.069,1.45,90.5,557.1,,
c03_fvg_fill,C2,mid,0.75,TRAIN,1323,700,603,0,20,0.529,1323,1.258,728.8,0.1165,48.3,700,1.337,456.4,0.2035,51.1,603,1.188,270.7,0.0259,45.3,0.1776,0.0525,-0.1824,0.1775,1.083,1.439,117.5,611.8,,
c03_fvg_fill,B1_utc,mid,0.75,TRAIN,1323,595,459,269,0,0.45,1323,1.258,728.8,0.1165,48.3,595,1.306,367.9,0.1549,49.4,459,1.15,157.9,0.0163,45.3,0.1386,0.163,-0.1896,0.2007,1.048,1.428,54.7,470.7,,
c03_fvg_fill,B2_lb2,mid,0.75,TRAIN,1323,302,1021,0,0,0.228,1323,1.258,728.8,0.1165,48.3,302,1.212,144.6,0.0255,46.0,1021,1.273,584.2,0.1434,49.0,-0.1179,0.1975,-0.1833,0.1722,1.072,1.454,103.4,609.0,,
c03_fvg_fill,B2_lb5,mid,0.75,TRAIN,1323,421,902,0,0,0.318,1323,1.258,728.8,0.1165,48.3,421,1.229,222.6,0.0062,45.1,902,1.273,506.2,0.1679,49.8,-0.1617,0.0745,-0.1834,0.1743,1.088,1.443,126.3,607.2,,
c03_fvg_fill,B3_db0.05,mid,0.75,TRAIN,1323,1076,106,107,34,0.813,1323,1.258,728.8,0.1165,48.3,1076,1.298,668.5,0.1502,49.9,106,0.911,-26.0,-0.1308,36.8,0.281,0.004,-0.1755,0.1939,1.078,1.448,99.1,548.6,,
c03_fvg_fill,B3_db0.10,mid,0.75,TRAIN,1323,1019,77,193,34,0.77,1323,1.258,728.8,0.1165,48.3,1019,1.304,648.3,0.1522,50.1,77,0.935,-14.5,-0.089,37.7,0.2412,0.011,-0.1932,0.1863,1.085,1.465,104.1,526.3,,
c03_fvg_fill,B5_w2,mid,0.75,TRAIN,1323,661,655,7,0,0.5,1323,1.258,728.8,0.1165,48.3,661,1.247,326.1,0.1609,50.4,655,1.259,387.8,0.071,46.3,0.09,0.31,-0.1789,0.1753,1.081,1.433,115.6,600.7,,
c03_fvg_fill,B1,mid,0.75,TEST,838,418,332,88,0,0.499,838,1.474,1605.2,0.3983,47.6,418,1.373,605.0,0.3884,47.8,332,1.579,779.1,0.3877,47.0,0.0007,0.998,-0.3387,0.3203,1.168,1.765,262.2,1083.6,,
c03_fvg_fill,B2,mid,0.75,TEST,838,206,632,0,0,0.246,838,1.474,1605.2,0.3983,47.6,206,1.308,258.1,0.3442,43.7,632,1.529,1347.1,0.416,48.9,-0.0718,0.6475,-0.3163,0.3188,1.231,1.765,403.7,1195.4,,
c03_fvg_fill,B3,mid,0.75,TEST,838,746,92,0,0,0.89,838,1.474,1605.2,0.3983,47.6,746,1.487,1473.5,0.3814,47.9,92,1.366,131.7,0.5358,45.7,-0.1545,0.338,-0.3085,0.3084,1.219,1.781,386.3,1221.3,,
c03_fvg_fill,B4,mid,0.75,TEST,838,403,380,55,0,0.481,838,1.474,1605.2,0.3983,47.6,403,1.37,567.1,0.3436,46.9,380,1.468,785.9,0.377,47.9,-0.0334,0.835,-0.3153,0.3013,1.164,1.703,272.2,1077.4,,
c03_fvg_fill,B5,mid,0.75,TEST,838,442,396,0,0,0.527,838,1.474,1605.2,0.3983,47.6,442,1.617,982.1,0.4769,51.1,396,1.348,623.1,0.3106,43.7,0.1663,0.3235,-0.3114,0.332,1.219,1.756,378.2,1225.2,,
c03_fvg_fill,B6,mid,0.75,TEST,838,365,410,63,0,0.436,838,1.474,1605.2,0.3983,47.6,365,1.413,578.2,0.3919,48.8,410,1.558,907.1,0.408,46.8,-0.0161,0.9205,-0.3279,0.3391,1.203,1.818,311.1,1156.1,,
c03_fvg_fill,C2,mid,0.75,TEST,838,480,358,0,0,0.573,838,1.474,1605.2,0.3983,47.6,480,1.497,878.5,0.4671,49.8,358,1.45,726.6,0.3061,44.7,0.1611,0.323,-0.2997,0.327,1.215,1.759,369.0,1229.5,,
c03_fvg_fill,B1_utc,mid,0.75,TEST,838,422,289,127,0,0.504,838,1.474,1605.2,0.3983,47.6,422,1.478,763.5,0.3999,48.3,289,1.291,381.5,0.2863,44.6,0.1136,0.4955,-0.3127,0.3336,1.134,1.678,202.7,920.8,,
c03_fvg_fill,B2_lb2,mid,0.75,TEST,838,163,675,0,0,0.195,838,1.474,1605.2,0.3983,47.6,163,1.159,114.6,0.3722,41.7,675,1.56,1490.6,0.4046,49.0,-0.0324,0.836,-0.3263,0.3147,1.232,1.751,402.7,1193.6,,
c03_fvg_fill,B2_lb5,mid,0.75,TEST,838,232,606,0,0,0.277,838,1.474,1605.2,0.3983,47.6,232,1.329,303.0,0.3112,44.8,606,1.529,1302.2,0.4317,48.7,-0.1204,0.4415,-0.3148,0.3161,1.249,1.726,435.0,1181.9,,
c03_fvg_fill,B3_db0.05,mid,0.75,TEST,838,699,63,76,0,0.834,838,1.474,1605.2,0.3983,47.6,699,1.451,1310.8,0.3679,47.5,63,1.259,65.0,0.4768,42.9,-0.1089,0.524,-0.326,0.3429,1.178,1.76,288.4,1115.0,,
c03_fvg_fill,B3_db0.10,mid,0.75,TEST,838,643,46,149,0,0.767,838,1.474,1605.2,0.3983,47.6,643,1.445,1188.9,0.3049,47.9,46,1.272,56.9,0.6276,43.5,-0.3227,0.039,-0.3051,0.3167,1.167,1.756,246.4,1001.8,,
c03_fvg_fill,B5_w2,mid,0.75,TEST,838,437,401,0,0,0.521,838,1.474,1605.2,0.3983,47.6,437,1.456,727.0,0.3822,49.0,401,1.491,878.1,0.4159,46.1,-0.0337,0.8365,-0.3304,0.3199,1.208,1.754,361.0,1213.8,,
c03_fvg_fill,B1,mid,1.0,ALL,2161,1079,859,223,0,0.499,2161,1.276,1793.7,0.1466,48.0,1079,1.222,701.0,0.1494,48.3,859,1.329,855.7,0.1323,47.4,0.0171,0.8415,-0.1736,0.1681,1.107,1.44,306.8,1232.8,0.836,
c03_fvg_fill,B2,mid,1.0,ALL,2161,557,1604,0,0,0.258,2161,1.276,1793.7,0.1466,48.0,557,1.178,304.5,0.0678,44.9,1604,1.312,1489.2,0.174,49.1,-0.1063,0.2065,-0.1691,0.1586,1.128,1.426,409.3,1351.0,0.23,
c03_fvg_fill,B3,mid,1.0,ALL,2161,1907,254,0,0,0.882,2161,1.276,1793.7,0.1466,48.0,1907,1.291,1655.6,0.1489,48.7,254,1.172,138.1,0.1296,42.9,0.0193,0.809,-0.1662,0.1608,1.123,1.44,410.7,1379.8,0.886,
c03_fvg_fill,B4,mid,1.0,ALL,2161,1064,921,176,0,0.492,2161,1.276,1793.7,0.1466,48.0,1064,1.209,632.3,0.1452,48.8,921,1.314,947.8,0.1388,47.7,0.0065,0.946,-0.168,0.1654,1.106,1.427,319.6,1265.0,0.936,
c03_fvg_fill,B5,mid,1.0,ALL,2161,1128,1033,0,0,0.522,2161,1.276,1793.7,0.1466,48.0,1128,1.329,1015.5,0.1918,50.3,1033,1.229,778.2,0.0974,45.6,0.0944,0.242,-0.1639,0.1589,1.129,1.431,420.8,1378.2,0.252,
c03_fvg_fill,B6,mid,1.0,ALL,2161,922,1066,173,0,0.427,2161,1.276,1793.7,0.1466,48.0,922,1.246,652.2,0.1581,49.3,1066,1.307,987.2,0.1304,46.7,0.0277,0.7455,-0.1684,0.1813,1.115,1.445,346.6,1279.3,0.728,
c03_fvg_fill,C2,mid,1.0,ALL,2161,1180,961,0,20,0.546,2161,1.276,1793.7,0.1466,48.0,1180,1.318,1039.9,0.2294,50.6,961,1.238,757.1,0.0547,45.1,0.1747,0.033,-0.1609,0.1662,1.126,1.433,413.6,1374.7,0.024,
c03_fvg_fill,B1_utc,mid,1.0,ALL,2161,1017,748,396,0,0.471,2161,1.276,1793.7,0.1466,48.0,1017,1.3,877.1,0.1755,49.0,748,1.143,352.4,0.0438,45.1,0.1317,0.1645,-0.185,0.1818,1.071,1.394,197.3,1034.9,,
c03_fvg_fill,B2_lb2,mid,1.0,ALL,2161,465,1696,0,0,0.215,2161,1.276,1793.7,0.1466,48.0,465,1.097,142.9,0.0669,44.5,1696,1.329,1650.8,0.1685,49.0,-0.1015,0.2445,-0.1697,0.1652,1.129,1.443,430.8,1374.6,,
c03_fvg_fill,B2_lb5,mid,1.0,ALL,2161,653,1508,0,0,0.302,2161,1.276,1793.7,0.1466,48.0,653,1.183,362.4,0.0363,45.0,1508,1.318,1431.3,0.1944,49.3,-0.1581,0.066,-0.1657,0.1671,1.139,1.422,460.6,1336.9,,
c03_fvg_fill,B3_db0.05,mid,1.0,ALL,2161,1775,169,183,34,0.821,2161,1.276,1793.7,0.1466,48.0,1775,1.286,1535.5,0.1584,49.0,169,0.994,-3.2,0.0122,39.1,0.1463,0.093,-0.1689,0.1712,1.101,1.432,312.7,1242.7,,
c03_fvg_fill,B3_db0.10,mid,1.0,ALL,2161,1662,123,342,34,0.769,2161,1.276,1793.7,0.1466,48.0,1662,1.283,1421.7,0.1339,49.3,123,1.026,11.7,0.0996,39.8,0.0343,0.682,-0.17,0.1712,1.103,1.441,281.7,1164.3,,
c03_fvg_fill,B5_w2,mid,1.0,ALL,2161,1098,1056,7,0,0.508,2161,1.276,1793.7,0.1466,48.0,1098,1.255,778.6,0.1678,49.8,1056,1.292,1001.9,0.1252,46.2,0.0426,0.6155,-0.17,0.1637,1.122,1.438,400.7,1371.8,,
c03_fvg_fill,B1,mid,1.0,TRAIN,1323,661,527,135,0,0.5,1323,1.133,398.0,0.0214,48.3,661,1.136,200.5,0.0335,48.6,527,1.132,159.6,0.0049,47.6,0.0286,0.7675,-0.1889,0.1876,0.965,1.317,-48.9,413.4,0.776,
c03_fvg_fill,B2,mid,1.0,TRAIN,1323,351,972,0,0,0.265,1323,1.133,398.0,0.0214,48.3,351,1.115,97.9,-0.0606,45.6,972,1.14,300.1,0.051,49.3,-0.1116,0.207,-0.1816,0.1764,0.962,1.305,-53.9,439.6,0.3,
c03_fvg_fill,B3,mid,1.0,TRAIN,1323,1161,162,0,0,0.878,1323,1.133,398.0,0.0214,48.3,1161,1.144,368.6,0.0337,49.3,162,1.068,29.4,-0.0665,41.4,0.1002,0.2545,-0.1807,0.1731,0.978,1.295,-33.7,427.0,0.462,
c03_fvg_fill,B4,mid,1.0,TRAIN,1323,661,541,121,0,0.5,1323,1.133,398.0,0.0214,48.3,661,1.115,166.0,0.0591,49.9,541,1.2,256.9,0.0069,47.5,0.0522,0.5715,-0.175,0.1828,0.984,1.344,-21.7,448.9,0.56,
c03_fvg_fill,B5,mid,1.0,TRAIN,1323,686,637,0,0,0.519,1323,1.133,398.0,0.0214,48.3,686,1.1,143.9,0.0437,49.7,637,1.164,254.1,-0.0025,46.8,0.0462,0.6085,-0.1783,0.1745,0.966,1.291,-54.3,433.2,0.592,
c03_fvg_fill,B6,mid,1.0,TRAIN,1323,557,656,110,0,0.421,1323,1.133,398.0,0.0214,48.3,557,1.137,165.3,0.0411,49.7,656,1.119,182.7,-0.0091,46.6,0.0502,0.6025,-0.1936,0.1955,0.967,1.316,-46.6,415.3,0.624,
c03_fvg_fill,C2,mid,1.0,TRAIN,1323,700,603,0,20,0.529,1323,1.133,398.0,0.0214,48.3,700,1.195,281.4,0.1046,51.1,603,1.079,120.0,-0.0637,45.3,0.1683,0.0735,-0.1882,0.1796,0.97,1.311,-43.7,444.3,0.054,
c03_fvg_fill,B1_utc,mid,1.0,TRAIN,1323,595,459,269,0,0.45,1323,1.133,398.0,0.0214,48.3,595,1.172,219.1,0.0563,49.4,459,1.039,43.2,-0.0761,45.3,0.1324,0.1885,-0.1937,0.1959,0.943,1.286,-68.6,340.2,,
c03_fvg_fill,B2_lb2,mid,1.0,TRAIN,1323,302,1021,0,0,0.228,1323,1.133,398.0,0.0214,48.3,302,1.095,69.1,-0.0672,46.0,1021,1.145,328.9,0.0476,49.0,-0.1149,0.233,-0.1814,0.1908,0.971,1.315,-46.2,451.8,,
c03_fvg_fill,B2_lb5,mid,1.0,TRAIN,1323,421,902,0,0,0.318,1323,1.133,398.0,0.0214,48.3,421,1.114,117.4,-0.0837,45.1,902,1.143,280.7,0.0705,49.8,-0.1542,0.088,-0.1838,0.1715,0.978,1.299,-34.2,430.2,,
c03_fvg_fill,B3_db0.05,mid,1.0,TRAIN,1323,1076,106,107,34,0.813,1323,1.133,398.0,0.0214,48.3,1076,1.168,399.5,0.0563,49.9,106,0.83,-52.5,-0.2258,36.8,0.2822,0.002,-0.1887,0.1925,0.965,1.297,-48.0,384.3,,
c03_fvg_fill,B3_db0.10,mid,1.0,TRAIN,1323,1019,77,193,34,0.77,1323,1.133,398.0,0.0214,48.3,1019,1.174,393.6,0.0586,50.1,77,0.857,-33.7,-0.181,37.7,0.2396,0.0145,-0.1921,0.1897,0.968,1.335,-42.9,399.8,,
c03_fvg_fill,B5_w2,mid,1.0,TRAIN,1323,661,655,7,0,0.5,1323,1.133,398.0,0.0214,48.3,661,1.115,160.8,0.0636,50.4,655,1.141,224.0,-0.0216,46.3,0.0852,0.345,-0.1732,0.1728,0.972,1.294,-44.1,426.9,,
c03_fvg_fill,B1,mid,1.0,TEST,838,418,332,88,0,0.499,838,1.4,1395.7,0.3443,47.6,418,1.299,500.6,0.3327,47.8,332,1.501,696.1,0.3346,47.0,-0.0018,0.9915,-0.3342,0.3391,1.143,1.681,216.4,998.8,0.99,
c03_fvg_fill,B2,mid,1.0,TEST,838,206,632,0,0,0.246,838,1.4,1395.7,0.3443,47.6,206,1.238,206.6,0.2864,43.7,632,1.453,1189.1,0.3632,48.9,-0.0768,0.619,-0.3233,0.3019,1.166,1.672,306.9,1102.0,0.652,
c03_fvg_fill,B3,mid,1.0,TEST,838,746,92,0,0,0.89,838,1.4,1395.7,0.3443,47.6,746,1.412,1287.0,0.3282,47.9,92,1.292,108.7,0.475,45.7,-0.1468,0.381,-0.3232,0.32,1.159,1.673,275.5,1108.4,0.586,
c03_fvg_fill,B4,mid,1.0,TEST,838,403,380,55,0,0.481,838,1.4,1395.7,0.3443,47.6,403,1.294,466.4,0.2864,46.9,380,1.4,690.9,0.3265,47.9,-0.0401,0.813,-0.3112,0.3161,1.103,1.61,166.4,973.7,0.786,
c03_fvg_fill,B5,mid,1.0,TEST,838,442,396,0,0,0.527,838,1.4,1395.7,0.3443,47.6,442,1.53,871.6,0.4217,51.1,396,1.284,524.1,0.258,43.7,0.1636,0.321,-0.3354,0.3239,1.153,1.657,268.8,1112.5,0.264,
c03_fvg_fill,B6,mid,1.0,TEST,838,365,410,63,0,0.436,838,1.4,1395.7,0.3443,47.6,365,1.336,486.9,0.3366,48.8,410,1.479,804.6,0.3536,46.8,-0.017,0.921,-0.325,0.3385,1.147,1.72,243.0,1051.9,0.926,
c03_fvg_fill,C2,mid,1.0,TEST,838,480,358,0,0,0.573,838,1.4,1395.7,0.3443,47.6,480,1.415,758.5,0.4115,49.8,358,1.383,637.1,0.2543,44.7,0.1572,0.334,-0.3249,0.3295,1.156,1.654,277.9,1096.8,0.316,
c03_fvg_fill,B1_utc,mid,1.0,TEST,838,422,289,127,0,0.504,838,1.4,1395.7,0.3443,47.6,422,1.399,658.0,0.3436,48.3,289,1.229,309.3,0.2342,44.6,0.1093,0.522,-0.3275,0.3279,1.085,1.588,135.9,840.7,,
c03_fvg_fill,B2_lb2,mid,1.0,TEST,838,163,675,0,0,0.195,838,1.4,1395.7,0.3443,47.6,163,1.099,73.8,0.3155,41.7,675,1.481,1321.8,0.3513,49.0,-0.0358,0.814,-0.3182,0.3067,1.176,1.641,313.1,1054.3,,
c03_fvg_fill,B2_lb5,mid,1.0,TEST,838,232,606,0,0,0.277,838,1.4,1395.7,0.3443,47.6,232,1.257,245.0,0.254,44.8,606,1.453,1150.7,0.3789,48.7,-0.1249,0.424,-0.2898,0.3026,1.189,1.636,340.9,1062.2,,
c03_fvg_fill,B3_db0.05,mid,1.0,TEST,838,699,63,76,0,0.834,838,1.4,1395.7,0.3443,47.6,699,1.379,1136.1,0.3156,47.5,63,1.189,49.3,0.4126,42.9,-0.097,0.5575,-0.3377,0.3361,1.109,1.665,183.4,1016.6,,
c03_fvg_fill,B3_db0.10,mid,1.0,TEST,838,643,46,149,0,0.767,838,1.4,1395.7,0.3443,47.6,643,1.373,1028.2,0.2532,47.9,46,1.21,45.4,0.5692,43.5,-0.316,0.0385,-0.2965,0.305,1.1,1.667,154.0,918.9,,
c03_fvg_fill,B5_w2,mid,1.0,TEST,838,437,401,0,0,0.521,838,1.4,1395.7,0.3443,47.6,437,1.375,617.8,0.3254,49.0,401,1.422,777.9,0.3649,46.1,-0.0396,0.805,-0.3255,0.3389,1.153,1.67,268.9,1115.9,,
c03_fvg_fill,B1,q,0.45,ALL,2147,1079,845,223,0,0.503,2147,1.389,2362.6,0.2335,45.1,1079,1.364,1068.7,0.2685,46.2,845,1.38,932.6,0.1794,43.4,0.0891,0.3175,-0.1791,0.1745,1.195,1.558,533.4,1478.6,,
c03_fvg_fill,B2,q,0.45,ALL,2147,557,1590,0,0,0.259,2147,1.389,2362.6,0.2335,45.1,557,1.23,373.0,0.1348,42.0,1590,1.447,1989.5,0.2681,46.2,-0.1333,0.114,-0.1584,0.1637,1.225,1.564,685.7,1694.7,,
c03_fvg_fill,B3,q,0.45,ALL,2147,1893,254,0,0,0.882,2147,1.389,2362.6,0.2335,45.1,1893,1.407,2163.9,0.2331,45.7,254,1.263,198.7,0.2368,40.2,-0.0037,0.9615,-0.1662,0.1613,1.218,1.559,678.7,1661.8,,
c03_fvg_fill,B4,q,0.45,ALL,2147,1056,915,176,0,0.492,2147,1.389,2362.6,0.2335,45.1,1056,1.325,914.8,0.2595,46.1,915,1.415,1179.9,0.198,44.5,0.0615,0.4805,-0.1724,0.1603,1.193,1.549,547.8,1534.8,,
c03_fvg_fill,B5,q,0.45,ALL,2147,1120,1027,0,0,0.522,2147,1.389,2362.6,0.2335,45.1,1120,1.45,1296.8,0.2716,47.1,1027,1.334,1065.7,0.192,42.9,0.0796,0.351,-0.1715,0.1634,1.207,1.559,642.6,1691.1,,
c03_fvg_fill,B6,q,0.45,ALL,2147,922,1052,173,0,0.429,2147,1.389,2362.6,0.2335,45.1,922,1.399,981.7,0.2762,47.3,1052,1.361,1098.9,0.1863,42.9,0.0898,0.3055,-0.1794,0.1742,1.202,1.558,563.6,1512.3,,
c03_fvg_fill,C2,q,0.45,ALL,2147,1172,955,0,20,0.546,2147,1.389,2362.6,0.2335,45.1,1172,1.444,1353.9,0.3152,47.4,955,1.335,1000.9,0.1393,42.3,0.1759,0.046,-0.1633,0.1766,1.215,1.572,653.0,1706.6,,
c03_fvg_fill,B1_utc,q,0.45,ALL,2147,1014,742,391,0,0.472,2147,1.389,2362.6,0.2335,45.1,1014,1.423,1155.9,0.2766,46.4,742,1.251,578.1,0.1114,41.8,0.1652,0.08,-0.1773,0.1868,1.167,1.532,427.3,1316.6,,
c03_fvg_fill,B2_lb2,q,0.45,ALL,2147,465,1682,0,0,0.217,2147,1.389,2362.6,0.2335,45.1,465,1.197,269.2,0.155,42.2,1682,1.445,2093.4,0.2552,45.9,-0.1002,0.254,-0.1658,0.1729,1.229,1.564,705.3,1671.6,,
c03_fvg_fill,B2_lb5,q,0.45,ALL,2147,651,1496,0,0,0.303,2147,1.389,2362.6,0.2335,45.1,651,1.299,549.6,0.1281,42.5,1496,1.428,1813.0,0.2794,46.2,-0.1513,0.0705,-0.1596,0.1598,1.237,1.554,730.6,1656.6,,
c03_fvg_fill,B3_db0.05,q,0.45,ALL,2147,1762,169,182,34,0.821,2147,1.389,2362.6,0.2335,45.1,1762,1.4,2013.1,0.2361,46.0,169,1.05,26.9,0.1107,36.1,0.1254,0.156,-0.1805,0.1714,1.19,1.557,524.5,1512.9,,
c03_fvg_fill,B3_db0.10,q,0.45,ALL,2147,1649,123,341,34,0.768,2147,1.389,2362.6,0.2335,45.1,1649,1.4,1878.3,0.2129,46.3,123,1.087,37.4,0.2214,37.4,-0.0085,0.9235,-0.1787,0.1682,1.193,1.572,495.2,1439.0,,
c03_fvg_fill,B5_w2,q,0.45,ALL,2147,1092,1048,7,0,0.509,2147,1.389,2362.6,0.2335,45.1,1092,1.372,1061.0,0.2636,46.9,1048,1.4,1284.5,0.2016,43.2,0.062,0.4655,-0.1639,0.1651,1.209,1.56,644.0,1669.5,,
c03_fvg_fill,B1,q,0.45,TRAIN,1323,661,527,135,0,0.5,1323,1.313,854.1,0.1397,45.4,661,1.349,463.8,0.1807,46.6,527,1.272,303.8,0.093,43.8,0.0877,0.378,-0.1942,0.194,1.116,1.526,142.1,632.4,,
c03_fvg_fill,B2,q,0.45,TRAIN,1323,351,972,0,0,0.265,1323,1.313,854.1,0.1397,45.4,351,1.322,245.6,0.0789,43.6,972,1.309,608.5,0.1616,46.0,-0.0827,0.37,-0.1783,0.1832,1.121,1.527,166.3,694.3,,
c03_fvg_fill,B3,q,0.45,TRAIN,1323,1161,162,0,0,0.878,1323,1.313,854.1,0.1397,45.4,1161,1.323,756.9,0.1495,46.2,162,1.253,97.2,0.0689,39.5,0.0806,0.3755,-0.1883,0.1876,1.13,1.503,186.8,666.8,,
c03_fvg_fill,B4,q,0.45,TRAIN,1323,661,541,121,0,0.5,1323,1.313,854.1,0.1397,45.4,661,1.318,415.7,0.1971,47.4,541,1.373,439.3,0.1184,44.5,0.0787,0.415,-0.1884,0.1834,1.145,1.548,181.5,666.5,,
c03_fvg_fill,B5,q,0.45,TRAIN,1323,686,637,0,0,0.519,1323,1.313,854.1,0.1397,45.4,686,1.277,364.6,0.1511,46.2,637,1.346,489.5,0.1273,44.4,0.0238,0.7855,-0.1756,0.1784,1.13,1.5,178.9,673.5,,
c03_fvg_fill,B6,q,0.45,TRAIN,1323,557,656,110,0,0.421,1323,1.313,854.1,0.1397,45.4,557,1.353,383.0,0.1884,47.6,656,1.267,376.5,0.0858,43.1,0.1026,0.292,-0.1859,0.1852,1.112,1.515,140.3,621.6,,
c03_fvg_fill,C2,q,0.45,TRAIN,1323,700,603,0,20,0.529,1323,1.313,854.1,0.1397,45.4,700,1.369,488.2,0.1982,47.3,603,1.26,358.2,0.078,43.3,0.1202,0.171,-0.18,0.1678,1.127,1.5,174.6,661.8,,
