module,gate,model,cost,split,n_total,n_aligned,n_against,n_none,n_missing,admitted_frac,base_n,base_pf,base_pts,base_meanR,base_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip,dR_lo,dR_hi,pf_lo,pf_hi,pts_lo,pts_hi,p_perm,sanity_flag
s03_ob_mitigation,B2_lb2,q,0.7,TEST,2595,1317,1278,0,0,0.508,2595,0.748,-1419.1,-0.2306,35.4,1317,0.729,-772.7,-0.2529,34.8,1278,0.768,-646.4,-0.2076,36.1,-0.0453,0.4445,-0.1181,0.1159,0.684,0.816,-934.4,-485.6,,
s03_ob_mitigation,B2_lb5,q,0.7,TEST,2595,1340,1255,0,0,0.516,2595,0.748,-1419.1,-0.2306,35.4,1340,0.736,-765.0,-0.2485,34.9,1255,0.761,-654.1,-0.2115,35.9,-0.037,0.507,-0.1084,0.11,0.687,0.816,-932.9,-492.5,,
s03_ob_mitigation,B3_db0.05,q,0.7,TEST,2595,1094,1228,273,0,0.422,2595,0.748,-1419.1,-0.2306,35.4,1094,0.83,-388.4,-0.1582,37.8,1228,0.713,-769.3,-0.264,34.4,0.1058,0.068,-0.1114,0.1134,0.702,0.839,-781.8,-370.7,,
s03_ob_mitigation,B3_db0.10,q,0.7,TEST,2595,961,1080,554,0,0.37,2595,0.748,-1419.1,-0.2306,35.4,961,0.831,-345.8,-0.1611,37.6,1080,0.713,-681.6,-0.2578,34.5,0.0967,0.123,-0.1172,0.1236,0.699,0.847,-699.5,-315.4,,
s03_ob_mitigation,B5_w2,q,0.7,TEST,2595,1254,1341,0,0,0.483,2595,0.748,-1419.1,-0.2306,35.4,1254,0.728,-738.2,-0.2442,35.1,1341,0.767,-680.9,-0.2179,35.7,-0.0263,0.638,-0.1166,0.1157,0.685,0.817,-940.7,-487.4,,
s99_mss_fvg,B1,mid,0.75,ALL,1871,842,866,163,0,0.45,1871,0.834,-940.2,-0.198,42.1,842,0.776,-546.0,-0.2128,41.8,866,0.82,-503.8,-0.2102,41.3,-0.0026,0.964,-0.1107,0.1119,0.709,0.894,-778.9,-267.5,,
s99_mss_fvg,B2,mid,0.75,ALL,1871,758,1113,0,0,0.405,1871,0.834,-940.2,-0.198,42.1,758,0.789,-487.5,-0.2072,42.0,1113,0.865,-452.7,-0.1918,42.2,-0.0154,0.7755,-0.1088,0.1061,0.741,0.932,-761.5,-184.9,,
s99_mss_fvg,B3,mid,0.75,ALL,1871,1218,652,1,0,0.651,1871,0.834,-940.2,-0.198,42.1,1218,0.865,-511.5,-0.1834,42.4,652,0.774,-422.4,-0.224,41.6,0.0407,0.432,-0.0983,0.1022,0.744,0.928,-739.4,-195.9,,
s99_mss_fvg,B4,mid,0.75,ALL,1871,874,866,131,0,0.467,1871,0.834,-940.2,-0.198,42.1,874,0.901,-238.2,-0.1563,44.1,866,0.817,-522.0,-0.2183,41.0,0.062,0.2945,-0.1099,0.1084,0.755,0.957,-658.0,-111.8,,
s99_mss_fvg,B5,mid,0.75,ALL,1871,943,928,0,0,0.504,1871,0.834,-940.2,-0.198,42.1,943,0.815,-515.4,-0.213,41.7,928,0.853,-424.8,-0.1829,42.6,-0.0301,0.5715,-0.1028,0.1028,0.741,0.93,-751.9,-193.7,,
s99_mss_fvg,B6,mid,0.75,ALL,1871,536,1227,108,0,0.286,1871,0.834,-940.2,-0.198,42.1,536,0.754,-402.6,-0.2295,41.0,1227,0.834,-609.5,-0.1887,42.5,-0.0408,0.463,-0.1066,0.1065,0.718,0.904,-772.8,-240.6,,
s99_mss_fvg,C2,mid,0.75,ALL,1871,950,914,0,7,0.508,1871,0.834,-940.2,-0.198,42.1,950,0.811,-506.0,-0.2071,42.2,914,0.855,-431.6,-0.1889,42.0,-0.0182,0.7395,-0.0986,0.1088,0.743,0.929,-740.2,-194.4,,
s99_mss_fvg,B1_utc,mid,0.75,ALL,1871,808,757,306,0,0.432,1871,0.834,-940.2,-0.198,42.1,808,0.743,-621.0,-0.2157,41.6,757,0.928,-170.7,-0.1592,43.3,-0.0566,0.344,-0.1189,0.1147,0.736,0.933,-643.3,-157.0,,
s99_mss_fvg,B2_lb2,mid,0.75,ALL,1871,731,1140,0,0,0.391,1871,0.834,-940.2,-0.198,42.1,731,0.822,-387.6,-0.2104,41.9,1140,0.842,-552.6,-0.1901,42.3,-0.0203,0.7135,-0.1043,0.1026,0.744,0.932,-748.0,-188.4,,
s99_mss_fvg,B2_lb5,mid,0.75,ALL,1871,793,1078,0,0,0.424,1871,0.834,-940.2,-0.198,42.1,793,0.739,-658.2,-0.2318,40.7,1078,0.91,-282.0,-0.1732,43.1,-0.0587,0.2515,-0.1031,0.0981,0.745,0.926,-734.8,-201.7,,
s99_mss_fvg,B3_db0.05,mid,0.75,ALL,1871,1132,565,162,12,0.605,1871,0.834,-940.2,-0.198,42.1,1132,0.849,-542.5,-0.1954,42.0,565,0.752,-415.5,-0.2443,40.7,0.0489,0.352,-0.1082,0.105,0.726,0.915,-738.2,-217.8,,
s99_mss_fvg,B3_db0.10,mid,0.75,ALL,1871,1036,483,340,12,0.554,1871,0.834,-940.2,-0.198,42.1,1036,0.848,-511.8,-0.2017,41.6,483,0.737,-390.3,-0.2586,40.0,0.0569,0.3255,-0.1084,0.1182,0.717,0.917,-706.8,-199.0,,
s99_mss_fvg,B5_w2,mid,0.75,ALL,1871,936,933,2,0,0.5,1871,0.834,-940.2,-0.198,42.1,936,0.812,-520.5,-0.2088,41.9,933,0.855,-420.4,-0.1879,42.3,-0.0209,0.698,-0.102,0.1007,0.742,0.927,-750.8,-199.4,,
s99_mss_fvg,B1,mid,0.75,TRAIN,910,413,410,87,0,0.454,910,0.812,-396.2,-0.2626,41.2,413,0.853,-132.4,-0.2207,43.1,410,0.779,-221.7,-0.3058,39.3,0.0851,0.327,-0.1661,0.1695,0.669,0.97,-325.4,-28.3,,
s99_mss_fvg,B2,mid,0.75,TRAIN,910,354,556,0,0,0.389,910,0.812,-396.2,-0.2626,41.2,354,0.902,-79.9,-0.2783,40.7,556,0.756,-316.3,-0.2526,41.5,-0.0257,0.7435,-0.1522,0.161,0.69,0.946,-338.2,-54.2,,
s99_mss_fvg,B3,mid,0.75,TRAIN,910,605,305,0,0,0.665,910,0.812,-396.2,-0.2626,41.2,605,0.841,-226.4,-0.24,42.0,305,0.754,-169.8,-0.3075,39.7,0.0675,0.357,-0.1501,0.1393,0.679,0.944,-348.5,-55.2,,
s99_mss_fvg,B4,mid,0.75,TRAIN,910,452,398,60,0,0.497,910,0.812,-396.2,-0.2626,41.2,452,0.838,-168.5,-0.2329,42.5,398,0.823,-163.7,-0.2776,40.5,0.0447,0.6135,-0.1753,0.1636,0.676,0.994,-327.1,-6.4,,
s99_mss_fvg,B5,mid,0.75,TRAIN,910,447,463,0,0,0.491,910,0.812,-396.2,-0.2626,41.2,447,0.718,-293.0,-0.2849,40.7,463,0.904,-103.2,-0.2411,41.7,-0.0438,0.5625,-0.1545,0.148,0.677,0.96,-351.6,-40.4,,
s99_mss_fvg,B6,mid,0.75,TRAIN,910,276,576,58,0,0.303,910,0.812,-396.2,-0.2626,41.2,276,0.926,-43.4,-0.1965,44.2,576,0.79,-285.2,-0.2786,40.5,0.0821,0.2755,-0.1473,0.1536,0.682,0.99,-319.8,-9.8,,
s99_mss_fvg,C2,mid,0.75,TRAIN,910,470,433,0,7,0.516,910,0.812,-396.2,-0.2626,41.2,470,0.75,-267.6,-0.2678,41.5,433,0.877,-126.1,-0.2587,40.9,-0.0092,0.912,-0.1476,0.1569,0.672,0.966,-354.8,-33.6,,
s99_mss_fvg,B1_utc,mid,0.75,TRAIN,910,383,350,177,0,0.421,910,0.812,-396.2,-0.2626,41.2,383,0.73,-241.2,-0.2473,42.0,350,0.971,-22.6,-0.2045,43.1,-0.0427,0.643,-0.1718,0.1791,0.71,0.995,-251.8,-4.0,,
s99_mss_fvg,B2_lb2,mid,0.75,TRAIN,910,349,561,0,0,0.384,910,0.812,-396.2,-0.2626,41.2,349,0.913,-69.4,-0.2757,40.7,561,0.752,-326.9,-0.2545,41.5,-0.0213,0.8115,-0.1648,0.1549,0.675,0.963,-360.4,-38.0,,
s99_mss_fvg,B2_lb5,mid,0.75,TRAIN,910,381,529,0,0,0.419,910,0.812,-396.2,-0.2626,41.2,381,0.781,-208.0,-0.3419,37.8,529,0.838,-188.2,-0.2055,43.7,-0.1363,0.087,-0.1534,0.155,0.692,0.939,-340.1,-61.6,,
s99_mss_fvg,B3_db0.05,mid,0.75,TRAIN,910,566,266,66,12,0.622,910,0.812,-396.2,-0.2626,41.2,566,0.86,-185.5,-0.2292,42.4,266,0.761,-145.5,-0.3203,39.1,0.0911,0.2365,-0.1577,0.1597,0.694,0.982,-310.1,-16.6,,
s99_mss_fvg,B3_db0.10,mid,0.75,TRAIN,910,529,221,148,12,0.581,910,0.812,-396.2,-0.2626,41.2,529,0.832,-212.9,-0.2473,41.6,221,0.786,-108.5,-0.3359,38.5,0.0886,0.286,-0.1578,0.1662,0.679,0.972,-296.3,-22.9,,
s99_mss_fvg,B5_w2,mid,0.75,TRAIN,910,445,463,2,0,0.489,910,0.812,-396.2,-0.2626,41.2,445,0.695,-323.2,-0.3076,39.8,463,0.929,-73.8,-0.221,42.5,-0.0866,0.281,-0.1513,0.1618,0.673,0.965,-356.0,-36.3,,
s99_mss_fvg,B1,mid,0.75,TEST,961,429,456,76,0,0.446,961,0.847,-544.0,-0.1369,43.0,429,0.73,-413.6,-0.2051,40.6,456,0.842,-282.1,-0.1242,43.2,-0.0809,0.3005,-0.1583,0.1498,0.676,0.911,-553.8,-142.5,,
s99_mss_fvg,B2,mid,0.75,TEST,961,404,557,0,0,0.42,961,0.847,-544.0,-0.1369,43.0,404,0.727,-407.6,-0.1449,43.1,557,0.934,-136.4,-0.1311,42.9,-0.0137,0.8505,-0.1478,0.1379,0.725,0.973,-512.4,-44.2,,
s99_mss_fvg,B3,mid,0.75,TEST,961,613,347,1,0,0.638,961,0.847,-544.0,-0.1369,43.0,613,0.88,-285.1,-0.1275,42.9,347,0.786,-252.5,-0.1507,43.2,0.0232,0.7665,-0.1499,0.1511,0.73,0.977,-500.5,-38.0,,
s99_mss_fvg,B4,mid,0.75,TEST,961,422,468,71,0,0.439,961,0.847,-544.0,-0.1369,43.0,422,0.949,-69.7,-0.0743,45.7,468,0.814,-358.3,-0.1678,41.5,0.0935,0.214,-0.1544,0.1517,0.74,1.003,-430.1,3.8,,
s99_mss_fvg,B5,mid,0.75,TEST,961,496,465,0,0,0.516,961,0.847,-544.0,-0.1369,43.0,496,0.872,-222.4,-0.1482,42.5,465,0.823,-321.6,-0.1249,43.4,-0.0233,0.7515,-0.1421,0.1448,0.728,0.976,-493.4,-38.9,,
s99_mss_fvg,B6,mid,0.75,TEST,961,260,651,50,0,0.271,961,0.847,-544.0,-0.1369,43.0,260,0.658,-359.2,-0.2646,37.7,651,0.86,-324.3,-0.1092,44.2,-0.1553,0.0315,-0.145,0.1429,0.678,0.918,-559.9,-126.7,,
s99_mss_fvg,C2,mid,0.75,TEST,961,480,481,0,0,0.499,961,0.847,-544.0,-0.1369,43.0,480,0.852,-238.4,-0.1477,42.9,481,0.843,-305.6,-0.1261,43.0,-0.0216,0.7805,-0.1425,0.149,0.725,0.982,-498.6,-30.6,,
s99_mss_fvg,B1_utc,mid,0.75,TEST,961,425,407,129,0,0.442,961,0.847,-544.0,-0.1369,43.0,425,0.751,-379.9,-0.1873,41.2,407,0.906,-148.1,-0.1202,43.5,-0.0671,0.4025,-0.1573,0.1566,0.696,0.969,-487.8,-45.6,,
s99_mss_fvg,B2_lb2,mid,0.75,TEST,961,382,579,0,0,0.398,961,0.847,-544.0,-0.1369,43.0,382,0.769,-318.3,-0.1508,42.9,579,0.896,-225.7,-0.1278,43.0,-0.023,0.754,-0.1476,0.1491,0.726,0.987,-502.0,-23.1,,
s99_mss_fvg,B2_lb5,mid,0.75,TEST,961,412,549,0,0,0.429,961,0.847,-544.0,-0.1369,43.0,412,0.714,-450.1,-0.1301,43.4,549,0.953,-93.9,-0.142,42.6,0.0119,0.8545,-0.1378,0.1444,0.726,0.978,-499.2,-35.6,,
s99_mss_fvg,B3_db0.05,mid,0.75,TEST,961,566,299,96,0,0.589,961,0.847,-544.0,-0.1369,43.0,566,0.842,-357.0,-0.1616,41.5,299,0.747,-270.0,-0.1766,42.1,0.0151,0.8495,-0.1575,0.1539,0.689,0.946,-536.2,-87.2,,
s99_mss_fvg,B3_db0.10,mid,0.75,TEST,961,507,262,192,0,0.528,961,0.847,-544.0,-0.1369,43.0,507,0.857,-298.9,-0.1541,41.6,262,0.712,-281.8,-0.1934,41.2,0.0393,0.639,-0.1631,0.1591,0.686,0.955,-498.0,-67.3,,
s99_mss_fvg,B5_w2,mid,0.75,TEST,961,491,470,0,0,0.511,961,0.847,-544.0,-0.1369,43.0,491,0.884,-197.3,-0.1193,43.8,470,0.813,-346.6,-0.1554,42.1,0.0361,0.614,-0.1495,0.1434,0.723,0.97,-502.8,-51.5,,
s99_mss_fvg,B1,mid,1.0,ALL,1871,842,866,163,0,0.45,1871,0.763,-1407.9,-0.2809,42.1,842,0.704,-756.5,-0.2976,41.7,866,0.753,-720.3,-0.2907,41.3,-0.0069,0.9085,-0.1089,0.1221,0.645,0.823,-1003.5,-470.1,0.904,
s99_mss_fvg,B2,mid,1.0,ALL,1871,758,1113,0,0,0.405,1871,0.763,-1407.9,-0.2809,42.1,758,0.72,-677.0,-0.2907,41.8,1113,0.792,-731.0,-0.2742,42.2,-0.0164,0.7485,-0.1054,0.105,0.685,0.853,-963.1,-414.2,0.766,
s99_mss_fvg,B3,mid,1.0,ALL,1871,1218,652,1,0,0.651,1871,0.763,-1407.9,-0.2809,42.1,1218,0.794,-816.0,-0.2642,42.4,652,0.702,-585.4,-0.3107,41.4,0.0465,0.371,-0.1072,0.103,0.683,0.852,-976.6,-421.7,0.464,
s99_mss_fvg,B4,mid,1.0,ALL,1871,874,866,131,0,0.467,1871,0.763,-1407.9,-0.2809,42.1,874,0.82,-456.7,-0.2416,44.1,866,0.752,-738.5,-0.2987,41.0,0.0571,0.326,-0.1068,0.1169,0.693,0.877,-869.0,-328.7,0.296,
s99_mss_fvg,B5,mid,1.0,ALL,1871,943,928,0,0,0.504,1871,0.763,-1407.9,-0.2809,42.1,943,0.742,-751.1,-0.2974,41.6,928,0.783,-656.8,-0.264,42.6,-0.0334,0.52,-0.1063,0.1039,0.673,0.853,-991.3,-423.8,0.56,
s99_mss_fvg,B6,mid,1.0,ALL,1871,536,1227,108,0,0.286,1871,0.763,-1407.9,-0.2809,42.1,536,0.688,-536.6,-0.3134,41.0,1227,0.762,-916.2,-0.2715,42.4,-0.0419,0.4485,-0.1013,0.1068,0.656,0.831,-983.9,-457.7,0.478,
s99_mss_fvg,C2,mid,1.0,ALL,1871,950,914,0,7,0.508,1871,0.763,-1407.9,-0.2809,42.1,950,0.736,-743.5,-0.2936,42.1,914,0.787,-660.1,-0.268,42.0,-0.0255,0.6565,-0.1065,0.1093,0.673,0.858,-981.0,-408.9,0.624,
s99_mss_fvg,B1_utc,mid,1.0,ALL,1871,808,757,306,0,0.432,1871,0.763,-1407.9,-0.2809,42.1,808,0.676,-823.0,-0.2989,41.5,757,0.854,-359.9,-0.2396,43.3,-0.0594,0.323,-0.1204,0.1237,0.668,0.862,-844.6,-343.6,,
s99_mss_fvg,B2_lb2,mid,1.0,ALL,1871,731,1140,0,0,0.391,1871,0.763,-1407.9,-0.2809,42.1,731,0.75,-570.4,-0.2941,41.7,1140,0.771,-837.6,-0.2724,42.3,-0.0217,0.677,-0.1028,0.1046,0.676,0.855,-990.9,-420.6,,
s99_mss_fvg,B2_lb5,mid,1.0,ALL,1871,793,1078,0,0,0.424,1871,0.763,-1407.9,-0.2809,42.1,793,0.675,-856.4,-0.3136,40.6,1078,0.833,-551.5,-0.2568,43.1,-0.0568,0.281,-0.1008,0.1041,0.682,0.853,-965.9,-432.8,,
s99_mss_fvg,B3_db0.05,mid,1.0,ALL,1871,1132,565,162,12,0.605,1871,0.763,-1407.9,-0.2809,42.1,1132,0.78,-825.5,-0.2761,42.0,565,0.683,-556.8,-0.3304,40.5,0.0543,0.327,-0.1118,0.107,0.661,0.838,-967.8,-427.9,,
s99_mss_fvg,B3_db0.10,mid,1.0,ALL,1871,1036,483,340,12,0.554,1871,0.763,-1407.9,-0.2809,42.1,1036,0.78,-770.8,-0.2814,41.6,483,0.672,-511.0,-0.343,39.8,0.0616,0.281,-0.1177,0.1157,0.649,0.842,-911.9,-383.8,,
s99_mss_fvg,B5_w2,mid,1.0,ALL,1871,936,933,2,0,0.5,1871,0.763,-1407.9,-0.2809,42.1,936,0.74,-754.5,-0.2935,41.8,933,0.784,-653.7,-0.2689,42.3,-0.0246,0.647,-0.1068,0.1052,0.678,0.851,-976.3,-425.2,,
s99_mss_fvg,B1,mid,1.0,TRAIN,910,413,410,87,0,0.454,910,0.722,-623.7,-0.3596,41.1,413,0.754,-235.7,-0.319,42.9,410,0.696,-324.2,-0.4015,39.3,0.0825,0.3395,-0.1689,0.1603,0.586,0.867,-430.6,-130.8,0.348,
s99_mss_fvg,B2,mid,1.0,TRAIN,910,354,556,0,0,0.389,910,0.722,-623.7,-0.3596,41.1,354,0.805,-168.4,-0.3753,40.4,556,0.67,-455.3,-0.3497,41.5,-0.0256,0.762,-0.1528,0.1576,0.613,0.843,-454.9,-165.8,0.77,
s99_mss_fvg,B3,mid,1.0,TRAIN,910,605,305,0,0,0.665,910,0.722,-623.7,-0.3596,41.1,605,0.75,-377.6,-0.3359,42.0,305,0.666,-246.1,-0.4066,39.3,0.0707,0.339,-0.145,0.1415,0.609,0.844,-459.5,-166.7,0.404,
s99_mss_fvg,B4,mid,1.0,TRAIN,910,452,398,60,0,0.497,910,0.722,-623.7,-0.3596,41.1,452,0.745,-281.5,-0.3306,42.5,398,0.732,-263.2,-0.3745,40.5,0.044,0.6085,-0.17,0.1604,0.598,0.877,-430.4,-123.1,0.602,
s99_mss_fvg,B5,mid,1.0,TRAIN,910,447,463,0,0,0.491,910,0.722,-623.7,-0.3596,41.1,447,0.634,-404.7,-0.3842,40.5,463,0.808,-219.0,-0.3359,41.7,-0.0483,0.527,-0.152,0.1514,0.602,0.857,-462.9,-153.7,0.548,
s99_mss_fvg,B6,mid,1.0,TRAIN,910,276,576,58,0,0.303,910,0.722,-623.7,-0.3596,41.1,276,0.821,-112.4,-0.2961,44.2,576,0.702,-429.2,-0.3747,40.3,0.0786,0.307,-0.1446,0.1488,0.609,0.882,-424.6,-112.8,0.404,
s99_mss_fvg,C2,mid,1.0,TRAIN,910,470,433,0,7,0.516,910,0.722,-623.7,-0.3596,41.1,470,0.662,-385.1,-0.368,41.3,433,0.784,-234.3,-0.3526,40.9,-0.0153,0.839,-0.1623,0.1575,0.592,0.86,-467.0,-150.9,0.866,
s99_mss_fvg,B1_utc,mid,1.0,TRAIN,910,383,350,177,0,0.421,910,0.722,-623.7,-0.3596,41.1,383,0.645,-336.9,-0.3439,41.8,350,0.868,-110.1,-0.2996,43.1,-0.0443,0.6165,-0.179,0.1749,0.615,0.892,-355.2,-88.9,,
s99_mss_fvg,B2_lb2,mid,1.0,TRAIN,910,349,561,0,0,0.384,910,0.722,-623.7,-0.3596,41.1,349,0.815,-156.6,-0.3718,40.4,561,0.666,-467.1,-0.352,41.5,-0.0198,0.8145,-0.1582,0.1595,0.613,0.85,-456.5,-158.9,,
s99_mss_fvg,B2_lb5,mid,1.0,TRAIN,910,381,529,0,0,0.419,910,0.722,-623.7,-0.3596,41.1,381,0.699,-303.3,-0.4361,37.5,529,0.741,-320.4,-0.3046,43.7,-0.1315,0.09,-0.1495,0.1563,0.618,0.839,-445.2,-173.9,,
s99_mss_fvg,B3_db0.05,mid,1.0,TRAIN,910,566,266,66,12,0.622,910,0.722,-623.7,-0.3596,41.1,566,0.767,-327.0,-0.325,42.4,266,0.673,-212.0,-0.4188,38.7,0.0938,0.2275,-0.1521,0.1484,0.616,0.873,-413.0,-124.3,,
s99_mss_fvg,B3_db0.10,mid,1.0,TRAIN,910,529,221,148,12,0.581,910,0.722,-623.7,-0.3596,41.1,529,0.744,-345.1,-0.3423,41.6,221,0.698,-163.7,-0.4341,38.0,0.0918,0.259,-0.1656,0.1575,0.601,0.868,-392.7,-119.4,,
s99_mss_fvg,B5_w2,mid,1.0,TRAIN,910,445,463,2,0,0.489,910,0.722,-623.7,-0.3596,41.1,445,0.615,-434.4,-0.4066,39.6,463,0.829,-189.5,-0.3163,42.5,-0.0903,0.2645,-0.1633,0.1595,0.593,0.856,-475.2,-156.0,,
s99_mss_fvg,B1,mid,1.0,TEST,961,429,456,76,0,0.446,961,0.788,-784.2,-0.2063,43.0,429,0.674,-520.8,-0.277,40.6,456,0.786,-396.1,-0.1911,43.2,-0.086,0.261,-0.1475,0.1518,0.623,0.852,-670.1,-242.3,0.306,
s99_mss_fvg,B2,mid,1.0,TEST,961,404,557,0,0,0.42,961,0.788,-784.2,-0.2063,43.0,404,0.672,-508.6,-0.2165,43.1,557,0.871,-275.6,-0.1989,42.9,-0.0176,0.8235,-0.1463,0.1481,0.675,0.908,-625.2,-163.5,0.842,
s99_mss_fvg,B3,mid,1.0,TEST,961,613,347,1,0,0.638,961,0.788,-784.2,-0.2063,43.0,613,0.821,-438.4,-0.1933,42.9,347,0.724,-339.3,-0.2264,43.2,0.0331,0.681,-0.1545,0.1469,0.676,0.905,-611.1,-164.6,0.684,
s99_mss_fvg,B4,mid,1.0,TEST,961,422,468,71,0,0.439,961,0.788,-784.2,-0.2063,43.0,422,0.878,-175.2,-0.1463,45.7,468,0.762,-475.3,-0.2342,41.5,0.0879,0.2615,-0.144,0.1543,0.684,0.936,-548.5,-104.4,0.28,
s99_mss_fvg,B5,mid,1.0,TEST,961,496,465,0,0,0.516,961,0.788,-784.2,-0.2063,43.0,496,0.809,-346.4,-0.2192,42.5,465,0.767,-437.8,-0.1925,43.4,-0.0267,0.7255,-0.1497,0.1472,0.667,0.908,-629.9,-169.5,0.748,
s99_mss_fvg,B6,mid,1.0,TEST,961,260,651,50,0,0.271,961,0.788,-784.2,-0.2063,43.0,260,0.611,-424.2,-0.3317,37.7,651,0.798,-487.0,-0.1801,44.2,-0.1516,0.046,-0.1463,0.1489,0.636,0.852,-661.0,-242.5,0.07,
s99_mss_fvg,C2,mid,1.0,TEST,961,480,481,0,0,0.499,961,0.788,-784.2,-0.2063,43.0,480,0.786,-358.4,-0.2207,42.9,481,0.789,-425.8,-0.1919,43.0,-0.0289,0.697,-0.1514,0.1453,0.67,0.907,-629.7,-166.8,0.7,
s99_mss_fvg,B1_utc,mid,1.0,TEST,961,425,407,129,0,0.442,961,0.788,-784.2,-0.2063,43.0,425,0.694,-486.1,-0.2584,41.2,407,0.847,-249.8,-0.188,43.5,-0.0705,0.405,-0.1547,0.1617,0.643,0.904,-583.2,-147.3,,
s99_mss_fvg,B2_lb2,mid,1.0,TEST,961,382,579,0,0,0.398,961,0.788,-784.2,-0.2063,43.0,382,0.711,-413.8,-0.2231,42.9,579,0.836,-370.5,-0.1952,43.0,-0.0279,0.697,-0.1516,0.1426,0.668,0.913,-634.0,-153.4,,
s99_mss_fvg,B2_lb5,mid,1.0,TEST,961,412,549,0,0,0.429,961,0.788,-784.2,-0.2063,43.0,412,0.661,-553.1,-0.2003,43.4,549,0.888,-231.1,-0.2108,42.6,0.0104,0.889,-0.1346,0.1468,0.676,0.909,-610.9,-165.0,,
s99_mss_fvg,B3_db0.05,mid,1.0,TEST,961,566,299,96,0,0.589,961,0.788,-784.2,-0.2063,43.0,566,0.787,-498.5,-0.2271,41.5,299,0.689,-344.8,-0.2517,42.1,0.0246,0.746,-0.1486,0.1629,0.636,0.889,-647.3,-181.2,,
s99_mss_fvg,B3_db0.10,mid,1.0,TEST,961,507,262,192,0,0.528,961,0.788,-784.2,-0.2063,43.0,507,0.803,-425.7,-0.2179,41.6,262,0.658,-347.3,-0.2662,41.2,0.0482,0.5625,-0.1609,0.1668,0.629,0.895,-603.7,-159.6,,
s99_mss_fvg,B5_w2,mid,1.0,TEST,961,491,470,0,0,0.511,961,0.788,-784.2,-0.2063,43.0,491,0.82,-320.1,-0.1911,43.8,470,0.758,-464.1,-0.2222,42.1,0.0311,0.694,-0.1489,0.1512,0.669,0.905,-616.7,-169.8,,
s99_mss_fvg,B1,q,0.45,ALL,1871,842,866,163,0,0.45,1871,0.822,-1001.2,-0.1972,38.2,842,0.735,-646.9,-0.2224,37.3,866,0.837,-445.7,-0.1951,38.1,-0.0273,0.6165,-0.1095,0.1176,0.696,0.889,-810.7,-282.2,,
s99_mss_fvg,B2,q,0.45,ALL,1871,758,1113,0,0,0.405,1871,0.822,-1001.2,-0.1972,38.2,758,0.777,-510.2,-0.2088,37.9,1113,0.853,-491.0,-0.1894,38.4,-0.0193,0.722,-0.1061,0.1037,0.73,0.914,-790.2,-237.7,,
s99_mss_fvg,B3,q,0.45,ALL,1871,1218,652,1,0,0.651,1871,0.822,-1001.2,-0.1972,38.2,1218,0.859,-526.6,-0.1805,38.7,652,0.749,-468.6,-0.2272,37.3,0.0467,0.3685,-0.1012,0.1074,0.731,0.918,-766.7,-224.5,,
s99_mss_fvg,B4,q,0.45,ALL,1871,874,866,131,0,0.467,1871,0.822,-1001.2,-0.1972,38.2,874,0.88,-287.3,-0.1571,39.9,866,0.813,-526.7,-0.2108,37.4,0.0538,0.3345,-0.1103,0.1099,0.745,0.945,-679.9,-136.4,,
s99_mss_fvg,B5,q,0.45,ALL,1871,943,928,0,0,0.504,1871,0.822,-1001.2,-0.1972,38.2,943,0.805,-535.2,-0.2017,38.2,928,0.838,-466.0,-0.1927,38.1,-0.009,0.863,-0.1049,0.1084,0.729,0.917,-777.0,-222.1,,
s99_mss_fvg,B6,q,0.45,ALL,1871,536,1227,108,0,0.286,1871,0.822,-1001.2,-0.1972,38.2,536,0.726,-447.5,-0.2342,36.8,1227,0.828,-626.6,-0.1876,38.5,-0.0466,0.408,-0.1107,0.1089,0.706,0.894,-800.0,-273.3,,
s99_mss_fvg,C2,q,0.45,ALL,1871,950,914,0,7,0.508,1871,0.822,-1001.2,-0.1972,38.2,950,0.79,-557.9,-0.2008,38.3,914,0.854,-429.2,-0.1918,38.1,-0.009,0.8725,-0.105,0.1126,0.735,0.922,-748.7,-210.7,,
s99_mss_fvg,B1_utc,q,0.45,ALL,1871,808,757,306,0,0.432,1871,0.822,-1001.2,-0.1972,38.2,808,0.732,-641.9,-0.2132,37.6,757,0.935,-151.5,-0.148,39.9,-0.0652,0.2645,-0.112,0.1168,0.733,0.936,-635.9,-144.5,,
s99_mss_fvg,B2_lb2,q,0.45,ALL,1871,731,1140,0,0,0.391,1871,0.822,-1001.2,-0.1972,38.2,731,0.793,-450.2,-0.2189,37.5,1140,0.84,-551.0,-0.1834,38.6,-0.0355,0.5195,-0.1012,0.1052,0.729,0.919,-785.1,-223.3,,
s99_mss_fvg,B2_lb5,q,0.45,ALL,1871,793,1078,0,0,0.424,1871,0.822,-1001.2,-0.1972,38.2,793,0.737,-656.3,-0.2278,36.9,1078,0.89,-344.9,-0.1748,39.1,-0.053,0.3095,-0.1032,0.1034,0.727,0.913,-781.7,-237.7,,
s99_mss_fvg,B3_db0.05,q,0.45,ALL,1871,1132,565,162,12,0.605,1871,0.822,-1001.2,-0.1972,38.2,1132,0.845,-550.7,-0.1953,38.1,565,0.734,-441.5,-0.2381,36.8,0.0427,0.452,-0.107,0.1131,0.714,0.906,-766.7,-234.0,,
