module,gate,model,cost,split,c2_class,n,n_al,n_ag,in_n,in_pf,in_pts,in_meanR,in_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip
s94_sweep_reversal,B5,q,0.7,TRAIN,aligned,342,282,60,342,0.85,-165.1,-0.1821,26.9,282,0.827,-166.9,-0.2481,25.2,60,1.013,1.8,0.1282,35.0,-0.3762,0.068
s94_sweep_reversal,B5,q,0.7,TRAIN,against,258,52,206,258,0.542,-386.1,-0.5262,18.6,52,0.436,-96.8,-0.7145,15.4,206,0.569,-289.3,-0.4787,19.4,-0.2358,0.245
s94_sweep_reversal,B6,q,0.7,TRAIN,aligned,342,39,296,342,0.85,-165.1,-0.1821,26.9,39,0.507,-79.2,-0.2603,23.1,296,0.908,-85.2,-0.1658,27.4,-0.0945,0.652
s94_sweep_reversal,B6,q,0.7,TRAIN,against,258,13,240,258,0.542,-386.1,-0.5262,18.6,13,0.419,-21.7,-0.7105,15.4,240,0.564,-341.2,-0.5061,19.2,-0.2044,0.355
s94_sweep_reversal,B1,q,0.7,TEST,aligned,380,239,114,380,0.716,-582.8,-0.1904,20.8,239,0.848,-197.7,-0.1317,22.2,114,0.469,-327.0,-0.221,19.3,0.0893,0.718
s94_sweep_reversal,B1,q,0.7,TEST,against,317,97,187,317,0.951,-70.6,-0.1542,24.6,97,1.034,15.1,0.0665,24.7,187,0.934,-57.1,-0.2682,25.1,0.3347,0.173
s94_sweep_reversal,B2,q,0.7,TEST,aligned,380,165,215,380,0.716,-582.8,-0.1904,20.8,165,0.649,-330.0,-0.0871,22.4,215,0.773,-252.8,-0.2697,19.5,0.1826,0.461
s94_sweep_reversal,B2,q,0.7,TEST,against,317,248,69,317,0.951,-70.6,-0.1542,24.6,248,0.856,-168.8,-0.154,25.0,69,1.363,98.2,-0.1548,23.2,0.0008,0.997
s94_sweep_reversal,B3,q,0.7,TEST,aligned,380,83,297,380,0.716,-582.8,-0.1904,20.8,83,1.385,145.0,0.1659,28.9,297,0.566,-727.8,-0.29,18.5,0.4559,0.056
s94_sweep_reversal,B3,q,0.7,TEST,against,317,67,250,317,0.951,-70.6,-0.1542,24.6,67,1.685,167.4,0.0157,34.3,250,0.801,-238.0,-0.1997,22.0,0.2155,0.365
s94_sweep_reversal,B4,q,0.7,TEST,aligned,380,248,101,380,0.716,-582.8,-0.1904,20.8,248,0.814,-249.5,-0.1707,21.4,101,0.706,-148.2,-0.0213,23.8,-0.1495,0.553
s94_sweep_reversal,B4,q,0.7,TEST,against,317,84,214,317,0.951,-70.6,-0.1542,24.6,84,0.793,-83.0,-0.2468,23.8,214,1.051,49.2,-0.0637,25.7,-0.1831,0.481
s94_sweep_reversal,B5,q,0.7,TEST,aligned,380,311,69,380,0.716,-582.8,-0.1904,20.8,311,0.829,-271.1,-0.1502,21.5,69,0.339,-311.7,-0.3717,17.4,0.2216,0.359
s94_sweep_reversal,B5,q,0.7,TEST,against,317,56,261,317,0.951,-70.6,-0.1542,24.6,56,0.885,-34.9,-0.1297,25.0,261,0.969,-35.7,-0.1594,24.5,0.0297,0.885
s94_sweep_reversal,B6,q,0.7,TEST,aligned,380,51,322,380,0.716,-582.8,-0.1904,20.8,51,1.616,155.1,0.3657,31.4,322,0.589,-729.2,-0.2671,19.3,0.6328,0.005
s94_sweep_reversal,B6,q,0.7,TEST,against,317,17,292,317,0.951,-70.6,-0.1542,24.6,17,0.753,-14.2,-0.0745,23.5,292,0.945,-73.9,-0.1635,24.3,0.0891,0.731
s11_m90_fade_ny,B1,mid,1.0,ALL,aligned,1148,687,350,1148,0.624,-873.6,-0.2997,33.4,687,0.612,-574.7,-0.3063,33.2,350,0.7,-182.9,-0.2858,35.7,-0.0205,0.804
s11_m90_fade_ny,B1,mid,1.0,ALL,against,651,200,380,651,0.598,-494.6,-0.3111,34.7,200,0.631,-130.0,-0.2824,32.5,380,0.572,-314.8,-0.3323,36.6,0.0499,0.641
s11_m90_fade_ny,B2,mid,1.0,ALL,aligned,1148,385,763,1148,0.624,-873.6,-0.2997,33.4,385,0.786,-165.1,-0.2805,35.6,763,0.543,-708.5,-0.3093,32.4,0.0289,0.72
s11_m90_fade_ny,B2,mid,1.0,ALL,against,651,452,199,651,0.598,-494.6,-0.3111,34.7,452,0.624,-326.0,-0.2895,35.6,199,0.534,-168.5,-0.3601,32.7,0.0706,0.483
s11_m90_fade_ny,B3,mid,1.0,ALL,aligned,1148,601,547,1148,0.624,-873.6,-0.2997,33.4,601,0.542,-475.5,-0.3136,31.1,547,0.691,-398.1,-0.2844,36.0,-0.0292,0.725
s11_m90_fade_ny,B3,mid,1.0,ALL,against,651,325,326,651,0.598,-494.6,-0.3111,34.7,325,0.539,-259.2,-0.3712,34.2,326,0.647,-235.4,-0.2511,35.3,-0.1201,0.252
s11_m90_fade_ny,B4,mid,1.0,ALL,aligned,1148,765,316,1148,0.624,-873.6,-0.2997,33.4,765,0.642,-570.6,-0.287,34.4,316,0.566,-274.5,-0.3479,33.5,0.0609,0.459
s11_m90_fade_ny,B4,mid,1.0,ALL,against,651,136,469,651,0.598,-494.6,-0.3111,34.7,136,0.543,-129.3,-0.3,36.8,469,0.675,-271.5,-0.2739,35.6,-0.0261,0.808
s11_m90_fade_ny,B5,mid,1.0,ALL,aligned,1148,1047,101,1148,0.624,-873.6,-0.2997,33.4,1047,0.629,-798.6,-0.291,33.8,101,0.567,-75.0,-0.3894,29.7,0.0984,0.204
s11_m90_fade_ny,B5,mid,1.0,ALL,against,651,195,456,651,0.598,-494.6,-0.3111,34.7,195,0.484,-196.3,-0.4424,29.2,456,0.649,-298.3,-0.2549,37.1,-0.1876,0.072
s11_m90_fade_ny,B6,mid,1.0,ALL,aligned,1148,373,716,1148,0.624,-873.6,-0.2997,33.4,373,0.511,-333.2,-0.3566,30.8,716,0.688,-480.1,-0.2666,35.5,-0.09,0.33
s11_m90_fade_ny,B6,mid,1.0,ALL,against,651,74,554,651,0.598,-494.6,-0.3111,34.7,74,0.286,-100.3,-0.6286,21.6,554,0.628,-383.2,-0.2641,36.8,-0.3646,0.0
s11_m90_fade_ny,B1,mid,1.0,TRAIN,aligned,675,372,235,675,0.572,-426.4,-0.2888,33.5,372,0.564,-247.1,-0.3011,32.5,235,0.643,-126.9,-0.2596,37.0,-0.0415,0.69
s11_m90_fade_ny,B1,mid,1.0,TRAIN,against,214,89,106,214,0.498,-160.9,-0.3536,32.2,89,0.57,-64.2,-0.2972,28.1,106,0.413,-94.5,-0.4443,33.0,0.1472,0.356
s11_m90_fade_ny,B2,mid,1.0,TRAIN,aligned,675,240,435,675,0.572,-426.4,-0.2888,33.5,240,0.574,-157.6,-0.3087,35.8,435,0.57,-268.8,-0.2779,32.2,-0.0308,0.752
s11_m90_fade_ny,B2,mid,1.0,TRAIN,against,214,153,61,214,0.498,-160.9,-0.3536,32.2,153,0.514,-115.7,-0.3806,32.0,61,0.454,-45.2,-0.2859,32.8,-0.0946,0.526
s11_m90_fade_ny,B3,mid,1.0,TRAIN,aligned,675,350,325,675,0.572,-426.4,-0.2888,33.5,350,0.525,-230.2,-0.3012,30.6,325,0.616,-196.2,-0.2755,36.6,-0.0257,0.785
s11_m90_fade_ny,B3,mid,1.0,TRAIN,against,214,116,98,214,0.498,-160.9,-0.3536,32.2,116,0.349,-113.3,-0.4515,31.9,98,0.676,-47.5,-0.2377,32.7,-0.2138,0.145
s11_m90_fade_ny,B4,mid,1.0,TRAIN,aligned,675,474,159,675,0.572,-426.4,-0.2888,33.5,474,0.549,-329.0,-0.3228,34.0,159,0.601,-89.8,-0.2386,34.6,-0.0841,0.4
s11_m90_fade_ny,B4,mid,1.0,TRAIN,against,214,36,168,214,0.498,-160.9,-0.3536,32.2,36,0.404,-33.1,-0.5082,30.6,168,0.552,-109.7,-0.3011,33.3,-0.2071,0.188
s11_m90_fade_ny,B5,mid,1.0,TRAIN,aligned,675,596,79,675,0.572,-426.4,-0.2888,33.5,596,0.61,-339.6,-0.261,34.6,79,0.301,-86.8,-0.499,25.3,0.238,0.011
s11_m90_fade_ny,B5,mid,1.0,TRAIN,against,214,71,143,214,0.498,-160.9,-0.3536,32.2,71,0.346,-68.2,-0.5391,22.5,143,0.572,-92.7,-0.2614,37.1,-0.2777,0.044
s11_m90_fade_ny,B6,mid,1.0,TRAIN,aligned,675,203,441,675,0.572,-426.4,-0.2888,33.5,203,0.541,-133.6,-0.3283,30.0,441,0.608,-260.8,-0.2588,35.8,-0.0695,0.568
s11_m90_fade_ny,B6,mid,1.0,TRAIN,against,214,40,171,214,0.498,-160.9,-0.3536,32.2,40,0.342,-47.5,-0.5428,22.5,171,0.547,-111.5,-0.3086,33.9,-0.2342,0.105
s11_m90_fade_ny,B1,mid,1.0,TEST,aligned,473,315,115,473,0.663,-447.2,-0.3151,33.4,315,0.642,-327.6,-0.3125,34.0,115,0.78,-56.0,-0.3392,33.0,0.0267,0.85
s11_m90_fade_ny,B1,mid,1.0,TEST,against,437,111,274,437,0.633,-333.7,-0.2902,35.9,111,0.675,-65.8,-0.2705,36.0,274,0.617,-220.2,-0.2889,38.0,0.0184,0.907
s11_m90_fade_ny,B2,mid,1.0,TEST,aligned,473,145,328,473,0.663,-447.2,-0.3151,33.4,145,0.981,-7.5,-0.2338,35.2,328,0.525,-439.7,-0.351,32.6,0.1172,0.362
s11_m90_fade_ny,B2,mid,1.0,TEST,against,437,299,138,437,0.633,-333.7,-0.2902,35.9,299,0.666,-210.3,-0.2429,37.5,138,0.558,-123.3,-0.3928,32.6,0.15,0.286
s11_m90_fade_ny,B3,mid,1.0,TEST,aligned,473,251,222,473,0.663,-447.2,-0.3151,33.4,251,0.556,-245.3,-0.3308,31.9,222,0.74,-201.9,-0.2974,35.1,-0.0334,0.806
s11_m90_fade_ny,B3,mid,1.0,TEST,against,437,209,228,437,0.633,-333.7,-0.2902,35.9,209,0.624,-145.8,-0.3267,35.4,228,0.639,-187.8,-0.2568,36.4,-0.0698,0.663
s11_m90_fade_ny,B4,mid,1.0,TEST,aligned,473,291,157,473,0.663,-447.2,-0.3151,33.4,291,0.721,-241.6,-0.2288,35.1,157,0.547,-184.7,-0.4586,32.5,0.2298,0.107
s11_m90_fade_ny,B4,mid,1.0,TEST,against,437,100,301,437,0.633,-333.7,-0.2902,35.9,100,0.576,-96.2,-0.2251,39.0,301,0.726,-161.8,-0.2588,36.9,0.0337,0.82
s11_m90_fade_ny,B5,mid,1.0,TEST,aligned,473,451,22,473,0.663,-447.2,-0.3151,33.4,451,0.641,-459.0,-0.3307,32.8,22,1.24,11.8,0.0041,45.5,-0.3348,0.011
s11_m90_fade_ny,B5,mid,1.0,TEST,against,437,124,313,437,0.633,-333.7,-0.2902,35.9,124,0.536,-128.1,-0.3871,33.1,313,0.675,-205.6,-0.2519,37.1,-0.1352,0.317
s11_m90_fade_ny,B6,mid,1.0,TEST,aligned,473,170,275,473,0.663,-447.2,-0.3151,33.4,170,0.488,-199.6,-0.3904,31.8,275,0.749,-219.3,-0.2792,34.9,-0.1112,0.455
s11_m90_fade_ny,B6,mid,1.0,TEST,against,437,34,383,437,0.633,-333.7,-0.2902,35.9,34,0.227,-52.8,-0.7296,20.6,383,0.654,-271.8,-0.2442,38.1,-0.4854,0.0
s11_m90_fade_ny,B1,q,0.7,ALL,aligned,1148,687,350,1148,0.654,-813.7,-0.2713,37.5,687,0.64,-534.5,-0.2823,37.7,350,0.765,-143.5,-0.2133,38.0,-0.069,0.43
s11_m90_fade_ny,B1,q,0.7,ALL,against,651,200,380,651,0.629,-460.0,-0.2789,37.0,200,0.682,-109.7,-0.2602,35.5,380,0.593,-308.2,-0.2935,38.9,0.0334,0.767
s11_m90_fade_ny,B2,q,0.7,ALL,aligned,1148,385,763,1148,0.654,-813.7,-0.2713,37.5,385,0.84,-127.3,-0.2389,39.5,763,0.559,-686.4,-0.2877,36.4,0.0488,0.562
s11_m90_fade_ny,B2,q,0.7,ALL,against,651,452,199,651,0.629,-460.0,-0.2789,37.0,452,0.713,-238.3,-0.2274,38.5,199,0.459,-221.7,-0.3959,33.7,0.1686,0.127
s11_m90_fade_ny,B3,q,0.7,ALL,aligned,1148,601,547,1148,0.654,-813.7,-0.2713,37.5,601,0.543,-481.2,-0.3068,35.6,547,0.744,-332.6,-0.2323,39.5,-0.0745,0.377
s11_m90_fade_ny,B3,q,0.7,ALL,against,651,325,326,651,0.629,-460.0,-0.2789,37.0,325,0.5,-309.7,-0.3865,35.4,326,0.757,-150.3,-0.1716,38.7,-0.2149,0.049
s11_m90_fade_ny,B4,q,0.7,ALL,aligned,1148,765,316,1148,0.654,-813.7,-0.2713,37.5,765,0.676,-517.5,-0.2468,39.9,316,0.541,-301.9,-0.373,32.6,0.1261,0.131
s11_m90_fade_ny,B4,q,0.7,ALL,against,651,136,469,651,0.629,-460.0,-0.2789,37.0,136,0.629,-98.9,-0.2386,38.2,469,0.691,-264.7,-0.2478,38.4,0.0093,0.937
s11_m90_fade_ny,B5,q,0.7,ALL,aligned,1148,1047,101,1148,0.654,-813.7,-0.2713,37.5,1047,0.659,-742.7,-0.2628,37.9,101,0.585,-71.0,-0.3593,32.7,0.0965,0.252
s11_m90_fade_ny,B5,q,0.7,ALL,against,651,195,456,651,0.629,-460.0,-0.2789,37.0,195,0.554,-160.3,-0.3917,32.8,456,0.659,-299.7,-0.2306,38.8,-0.1611,0.142
s11_m90_fade_ny,B6,q,0.7,ALL,aligned,1148,373,716,1148,0.654,-813.7,-0.2713,37.5,373,0.513,-331.9,-0.3501,37.5,716,0.739,-403.4,-0.2161,38.5,-0.1339,0.166
s11_m90_fade_ny,B6,q,0.7,ALL,against,651,74,554,651,0.629,-460.0,-0.2789,37.0,74,0.288,-103.8,-0.6527,24.3,554,0.667,-344.8,-0.2212,39.5,-0.4315,0.0
s11_m90_fade_ny,B1,q,0.7,TRAIN,aligned,675,372,235,675,0.562,-456.3,-0.295,37.3,372,0.563,-250.6,-0.3029,37.6,235,0.624,-143.5,-0.245,37.0,-0.0579,0.555
s11_m90_fade_ny,B1,q,0.7,TRAIN,against,214,89,106,214,0.546,-151.2,-0.3271,35.0,89,0.605,-60.2,-0.2888,33.7,106,0.485,-85.3,-0.3784,34.9,0.0897,0.604
s11_m90_fade_ny,B2,q,0.7,TRAIN,aligned,675,240,435,675,0.562,-456.3,-0.295,37.3,240,0.528,-188.8,-0.3426,38.3,435,0.583,-267.5,-0.2687,36.8,-0.0738,0.441
s11_m90_fade_ny,B2,q,0.7,TRAIN,against,214,153,61,214,0.546,-151.2,-0.3271,35.0,153,0.581,-100.5,-0.3254,34.6,61,0.458,-50.7,-0.3313,36.1,0.0059,0.981
s11_m90_fade_ny,B3,q,0.7,TRAIN,aligned,675,350,325,675,0.562,-456.3,-0.295,37.3,350,0.51,-246.5,-0.3099,35.4,325,0.61,-209.8,-0.2789,39.4,-0.031,0.782
s11_m90_fade_ny,B3,q,0.7,TRAIN,against,214,116,98,214,0.546,-151.2,-0.3271,35.0,116,0.364,-119.9,-0.4653,34.5,98,0.784,-31.2,-0.1634,35.7,-0.3019,0.074
s11_m90_fade_ny,B4,q,0.7,TRAIN,aligned,675,474,159,675,0.562,-456.3,-0.295,37.3,474,0.563,-323.5,-0.3099,39.2,159,0.514,-126.2,-0.3126,34.0,0.0027,0.977
s11_m90_fade_ny,B4,q,0.7,TRAIN,against,214,36,168,214,0.546,-151.2,-0.3271,35.0,36,0.441,-31.0,-0.5113,30.6,168,0.606,-100.8,-0.2672,36.9,-0.2441,0.149
s11_m90_fade_ny,B5,q,0.7,TRAIN,aligned,675,596,79,675,0.562,-456.3,-0.295,37.3,596,0.604,-363.0,-0.2647,38.8,79,0.254,-93.3,-0.5233,26.6,0.2586,0.007
s11_m90_fade_ny,B5,q,0.7,TRAIN,against,214,71,143,214,0.546,-151.2,-0.3271,35.0,71,0.381,-64.3,-0.5209,26.8,143,0.621,-86.9,-0.2309,39.2,-0.29,0.079
s11_m90_fade_ny,B6,q,0.7,TRAIN,aligned,675,203,441,675,0.562,-456.3,-0.295,37.3,203,0.524,-141.4,-0.3389,38.4,441,0.601,-279.1,-0.2576,37.9,-0.0813,0.471
s11_m90_fade_ny,B6,q,0.7,TRAIN,against,214,40,171,214,0.546,-151.2,-0.3271,35.0,40,0.337,-53.0,-0.6086,27.5,171,0.621,-94.2,-0.2516,36.8,-0.357,0.03
s11_m90_fade_ny,B1,q,0.7,TEST,aligned,473,315,115,473,0.727,-357.4,-0.2375,37.6,315,0.688,-283.9,-0.258,37.8,115,1.0,0.0,-0.1485,40.0,-0.1095,0.469
s11_m90_fade_ny,B1,q,0.7,TEST,against,437,111,274,437,0.659,-308.8,-0.2553,38.0,111,0.742,-49.6,-0.2372,36.9,274,0.623,-222.9,-0.2607,40.5,0.0235,0.879
s11_m90_fade_ny,B2,q,0.7,TEST,aligned,473,145,328,473,0.727,-357.4,-0.2375,37.6,145,1.156,61.5,-0.0672,41.4,328,0.542,-418.9,-0.3128,36.0,0.2456,0.08
s11_m90_fade_ny,B2,q,0.7,TEST,against,437,299,138,437,0.659,-308.8,-0.2553,38.0,299,0.766,-137.9,-0.1772,40.5,138,0.46,-171.0,-0.4245,32.6,0.2473,0.101
s11_m90_fade_ny,B3,q,0.7,TEST,aligned,473,251,222,473,0.727,-357.4,-0.2375,37.6,251,0.572,-234.7,-0.3025,35.9,222,0.838,-122.7,-0.1642,39.6,-0.1383,0.366
s11_m90_fade_ny,B3,q,0.7,TEST,against,437,209,228,437,0.659,-308.8,-0.2553,38.0,209,0.56,-189.7,-0.3428,35.9,228,0.749,-119.1,-0.1751,39.9,-0.1677,0.248
s11_m90_fade_ny,B4,q,0.7,TEST,aligned,473,291,157,473,0.727,-357.4,-0.2375,37.6,291,0.773,-194.0,-0.1441,40.9,157,0.559,-175.7,-0.4341,31.2,0.29,0.043
s11_m90_fade_ny,B4,q,0.7,TEST,against,437,100,301,437,0.659,-308.8,-0.2553,38.0,100,0.678,-67.8,-0.1404,41.0,301,0.728,-163.9,-0.237,39.2,0.0966,0.527
s11_m90_fade_ny,B5,q,0.7,TEST,aligned,473,451,22,473,0.727,-357.4,-0.2375,37.6,451,0.699,-379.7,-0.2603,36.8,22,1.483,22.2,0.2296,54.5,-0.4899,0.0
s11_m90_fade_ny,B5,q,0.7,TEST,against,437,124,313,437,0.659,-308.8,-0.2553,38.0,124,0.624,-96.1,-0.3178,36.3,313,0.673,-212.8,-0.2305,38.7,-0.0873,0.542
s11_m90_fade_ny,B6,q,0.7,TEST,aligned,473,170,275,473,0.727,-357.4,-0.2375,37.6,170,0.504,-190.4,-0.3634,36.5,275,0.853,-124.3,-0.1497,39.6,-0.2138,0.205
s11_m90_fade_ny,B6,q,0.7,TEST,against,437,34,383,437,0.659,-308.8,-0.2553,38.0,34,0.229,-50.8,-0.7046,20.6,383,0.681,-250.5,-0.2077,40.7,-0.4969,0.0
s10_90min_fade,B1,mid,1.0,ALL,aligned,4755,2789,1494,4755,0.537,-4438.7,-0.3692,32.0,2789,0.551,-2562.6,-0.3461,32.4,1494,0.499,-1476.7,-0.4097,31.4,0.0636,0.161
s10_90min_fade,B1,mid,1.0,ALL,against,4601,1335,2781,4601,0.487,-4582.2,-0.4271,30.7,1335,0.493,-1292.6,-0.4137,30.3,2781,0.497,-2729.1,-0.4255,31.3,0.0117,0.776
s10_90min_fade,B2,mid,1.0,ALL,aligned,4755,1604,3151,4755,0.537,-4438.7,-0.3692,32.0,1604,0.61,-1241.4,-0.3281,32.0,3151,0.501,-3197.3,-0.39,32.0,0.0619,0.152
s10_90min_fade,B2,mid,1.0,ALL,against,4601,3352,1249,4601,0.487,-4582.2,-0.4271,30.7,3352,0.477,-3462.9,-0.4353,30.5,1249,0.515,-1119.3,-0.405,31.1,-0.0303,0.459
s10_90min_fade,B3,mid,1.0,ALL,aligned,4755,2315,2440,4755,0.537,-4438.7,-0.3692,32.0,2315,0.521,-2074.4,-0.3797,32.0,2440,0.551,-2364.3,-0.3592,32.0,-0.0205,0.606
s10_90min_fade,B3,mid,1.0,ALL,against,4601,2037,2564,4601,0.487,-4582.2,-0.4271,30.7,2037,0.417,-2278.6,-0.4851,29.0,2564,0.541,-2303.6,-0.381,32.1,-0.104,0.01
s10_90min_fade,B4,mid,1.0,ALL,aligned,4755,3202,1177,4755,0.537,-4438.7,-0.3692,32.0,3202,0.539,-3022.7,-0.3614,32.1,1177,0.509,-1171.6,-0.4041,32.5,0.0427,0.365
s10_90min_fade,B4,mid,1.0,ALL,against,4601,1108,3150,4601,0.487,-4582.2,-0.4271,30.7,1108,0.451,-1179.9,-0.4299,31.9,3150,0.509,-2992.0,-0.4135,30.7,-0.0165,0.712
s10_90min_fade,B5,mid,1.0,ALL,aligned,4755,3966,789,4755,0.537,-4438.7,-0.3692,32.0,3966,0.513,-3954.3,-0.3844,31.5,789,0.67,-484.4,-0.2926,34.6,-0.0918,0.039
s10_90min_fade,B5,mid,1.0,ALL,against,4601,857,3744,4601,0.487,-4582.2,-0.4271,30.7,857,0.494,-840.3,-0.4691,30.1,3744,0.485,-3741.9,-0.4175,30.8,-0.0516,0.208
s10_90min_fade,B6,mid,1.0,ALL,aligned,4755,1333,3177,4755,0.537,-4438.7,-0.3692,32.0,1333,0.571,-1086.8,-0.353,32.8,3177,0.529,-3115.9,-0.3746,31.8,0.0216,0.63
s10_90min_fade,B6,mid,1.0,ALL,against,4601,504,3876,4601,0.487,-4582.2,-0.4271,30.7,504,0.426,-529.5,-0.4505,29.0,3876,0.503,-3733.1,-0.4137,31.2,-0.0368,0.38
s10_90min_fade,B1,mid,1.0,TRAIN,aligned,2391,1333,809,2391,0.426,-2324.0,-0.4258,29.6,1333,0.444,-1217.9,-0.4002,29.7,809,0.427,-816.2,-0.4303,30.5,0.0301,0.594
s10_90min_fade,B1,mid,1.0,TRAIN,against,2251,675,1315,2251,0.405,-2104.1,-0.4507,29.7,675,0.489,-559.6,-0.3725,31.6,1315,0.377,-1281.4,-0.485,29.2,0.1125,0.03
s10_90min_fade,B2,mid,1.0,TRAIN,aligned,2391,846,1545,2391,0.426,-2324.0,-0.4258,29.6,846,0.451,-834.8,-0.4349,28.7,1545,0.411,-1489.2,-0.4208,30.1,-0.014,0.812
s10_90min_fade,B2,mid,1.0,TRAIN,against,2251,1578,673,2251,0.405,-2104.1,-0.4507,29.7,1578,0.398,-1479.0,-0.4527,30.2,673,0.421,-625.2,-0.4461,28.5,-0.0065,0.907
s10_90min_fade,B3,mid,1.0,TRAIN,aligned,2391,1165,1226,2391,0.426,-2324.0,-0.4258,29.6,1165,0.397,-1110.8,-0.4438,28.8,1226,0.45,-1213.2,-0.4087,30.4,-0.0351,0.522
s10_90min_fade,B3,mid,1.0,TRAIN,against,2251,1019,1232,2251,0.405,-2104.1,-0.4507,29.7,1019,0.375,-1020.5,-0.4778,28.0,1232,0.431,-1083.6,-0.4283,31.1,-0.0495,0.325
s10_90min_fade,B4,mid,1.0,TRAIN,aligned,2391,1667,547,2391,0.426,-2324.0,-0.4258,29.6,1667,0.421,-1690.5,-0.4363,29.4,547,0.429,-498.9,-0.4274,30.9,-0.0089,0.872
s10_90min_fade,B4,mid,1.0,TRAIN,against,2251,499,1583,2251,0.405,-2104.1,-0.4507,29.7,499,0.412,-417.5,-0.434,30.7,1583,0.417,-1494.6,-0.4456,29.6,0.0116,0.835
s10_90min_fade,B5,mid,1.0,TRAIN,aligned,2391,2000,391,2391,0.426,-2324.0,-0.4258,29.6,2000,0.415,-2051.7,-0.4398,28.9,391,0.499,-272.3,-0.3542,33.2,-0.0856,0.097
s10_90min_fade,B5,mid,1.0,TRAIN,against,2251,446,1805,2251,0.405,-2104.1,-0.4507,29.7,446,0.305,-490.5,-0.5486,28.0,1805,0.43,-1613.6,-0.4265,30.1,-0.1221,0.011
s10_90min_fade,B6,mid,1.0,TRAIN,aligned,2391,646,1612,2391,0.426,-2324.0,-0.4258,29.6,646,0.455,-536.2,-0.3887,30.3,1612,0.438,-1582.1,-0.4186,30.1,0.0299,0.584
s10_90min_fade,B6,mid,1.0,TRAIN,against,2251,277,1855,2251,0.405,-2104.1,-0.4507,29.7,277,0.533,-203.6,-0.3584,31.4,1855,0.399,-1739.9,-0.4552,29.7,0.0968,0.077
s10_90min_fade,B1,mid,1.0,TEST,aligned,2364,1456,685,2364,0.619,-2114.7,-0.3119,34.4,1456,0.618,-1344.7,-0.2966,34.8,685,0.567,-660.5,-0.3854,32.4,0.0888,0.22
s10_90min_fade,B1,mid,1.0,TEST,against,2350,660,1466,2350,0.541,-2478.1,-0.4045,31.7,660,0.497,-733.0,-0.4559,29.1,1466,0.571,-1447.7,-0.3721,33.2,-0.0839,0.175
s10_90min_fade,B2,mid,1.0,TEST,aligned,2364,758,1606,2364,0.619,-2114.7,-0.3119,34.4,758,0.755,-406.7,-0.209,35.8,1606,0.56,-1708.0,-0.3604,33.8,0.1514,0.031
s10_90min_fade,B2,mid,1.0,TEST,against,2350,1774,576,2350,0.541,-2478.1,-0.4045,31.7,1774,0.524,-1984.0,-0.4199,30.9,576,0.598,-494.1,-0.357,34.2,-0.0629,0.294
s10_90min_fade,B3,mid,1.0,TEST,aligned,2364,1150,1214,2364,0.619,-2114.7,-0.3119,34.4,1150,0.613,-963.7,-0.3147,35.2,1214,0.623,-1151.0,-0.3091,33.7,-0.0056,0.933
s10_90min_fade,B3,mid,1.0,TEST,against,2350,1018,1332,2350,0.541,-2478.1,-0.4045,31.7,1018,0.448,-1258.1,-0.4923,30.0,1332,0.609,-1220.0,-0.3373,33.0,-0.155,0.013
s10_90min_fade,B4,mid,1.0,TEST,aligned,2364,1535,630,2364,0.619,-2114.7,-0.3119,34.4,1535,0.633,-1332.2,-0.28,35.0,630,0.555,-672.6,-0.3839,33.8,0.1039,0.164
s10_90min_fade,B4,mid,1.0,TEST,against,2350,609,1567,2350,0.541,-2478.1,-0.4045,31.7,609,0.469,-762.5,-0.4266,33.0,1567,0.576,-1497.4,-0.381,31.8,-0.0456,0.465
s10_90min_fade,B5,mid,1.0,TEST,aligned,2364,1966,398,2364,0.619,-2114.7,-0.3119,34.4,1966,0.588,-1902.5,-0.328,34.1,398,0.771,-212.2,-0.2321,35.9,-0.0959,0.178
s10_90min_fade,B5,mid,1.0,TEST,against,2350,411,1939,2350,0.541,-2478.1,-0.4045,31.7,411,0.634,-349.8,-0.3828,32.4,1939,0.521,-2128.3,-0.4091,31.6,0.0262,0.692
s10_90min_fade,B6,mid,1.0,TEST,aligned,2364,687,1565,2364,0.619,-2114.7,-0.3119,34.4,687,0.644,-550.5,-0.3194,35.1,1565,0.597,-1533.8,-0.3293,33.5,0.0098,0.871
s10_90min_fade,B6,mid,1.0,TEST,against,2350,227,2021,2350,0.541,-2478.1,-0.4045,31.7,227,0.33,-325.9,-0.5628,26.0,2021,0.568,-1993.2,-0.3756,32.6,-0.1872,0.0
s10_90min_fade,B1,q,0.7,ALL,aligned,4722,2781,1469,4722,0.56,-4155.0,-0.3403,35.4,2781,0.558,-2519.7,-0.3288,35.6,1469,0.551,-1259.3,-0.3553,35.1,0.0265,0.574
s10_90min_fade,B1,q,0.7,ALL,against,4572,1321,2766,4572,0.503,-4397.0,-0.3997,33.0,1321,0.505,-1238.9,-0.3859,32.8,2766,0.518,-2607.9,-0.3988,33.4,0.013,0.761
s10_90min_fade,B2,q,0.7,ALL,aligned,4722,1596,3126,4722,0.56,-4155.0,-0.3403,35.4,1596,0.661,-1051.5,-0.2764,36.2,3126,0.51,-3103.5,-0.3729,35.0,0.0965,0.024
