id,created_at,modified_at,quantity,avg_buy_price,avg_sell_price,realized_profit_loss,total_buy_quantity
add054e0-2b6f-4936-b526-a83a5151ad86,2026-09-18 09:28:08.771889+00:00,2026-09-18 09:33:48.392883+00:00,0.0,4387.06,0.0,-0.1,0.1
