created_at,position_id,eside,entry,quantity,status_x,exit,condition,status_y,exit_at,pts
2026-09-18 09:28:08.776316+00:00,add054e0-2b6f-4936-b526-a83a5151ad86,BUY,4387.06,0.1,EXECUTED,4386.04,STOPLOSS,EXECUTED,2026-09-18 09:33:48.393810+00:00,-1.0200000000004366
