label,strategy,status,cost,n,pf,pts,train_n,train_pf,train_pts,test_n,test_pf,test_pts,test_months,test_pos_month_share,test_max_month_share,gold_corr,up_months_pts,dn_months_pts,n_up,n_dn,bar1_n,bar2_base,bar3_train,bar4_monthly,bar5_regime,test_pf_stress,bar2_stress,bars_passed,verdict
sweep_H1_T300_c0.80,sweep_H1_T300,ok,0.8,19924,0.367,-27480.8,10497,0.286,-13667.8,9427,0.431,-13813.1,10,0.0,,0.17,-18317.4,-9163.4,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_H1_T30_c0.45,sweep_H1_T30,ok,0.45,18431,0.361,-18357.1,8930,0.275,-8626.3,9501,0.421,-9730.8,10,0.0,,0.1,-12323.4,-6033.7,17,8,True,False,False,False,True,0.33,False,2,FAIL
sweep_H1_T30_c0.80,sweep_H1_T30,ok,0.8,18431,0.271,-24807.9,8930,0.191,-11751.8,9501,0.33,-13056.1,10,0.0,,0.11,-16629.8,-8178.1,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_LON_T120_c0.45,sweep_LON_T120,ok,0.45,3362,0.48,-3274.5,1742,0.374,-1712.9,1620,0.562,-1561.6,10,0.0,,0.37,-2166.5,-1108.0,17,8,True,False,False,False,True,0.468,False,2,FAIL
sweep_LON_T120_c0.80,sweep_LON_T120,ok,0.8,3362,0.384,-4451.2,1742,0.28,-2322.6,1620,0.468,-2128.6,10,0.0,,0.33,-2984.1,-1467.1,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_LON_T300_c0.45,sweep_LON_T300,ok,0.45,3233,0.525,-3214.2,1707,0.434,-1630.0,1526,0.593,-1584.2,10,0.0,,0.26,-2188.4,-1025.9,17,8,True,False,False,False,True,0.507,False,2,FAIL
sweep_LON_T300_c0.80,sweep_LON_T300,ok,0.8,3233,0.432,-4345.8,1707,0.336,-2227.4,1526,0.507,-2118.3,10,0.0,,0.23,-2980.8,-1365.0,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_LON_T30_c0.45,sweep_LON_T30,ok,0.45,3202,0.428,-3066.6,1599,0.337,-1526.2,1603,0.497,-1540.3,10,0.0,,0.16,-2120.6,-946.0,17,8,True,False,False,False,True,0.4,False,2,FAIL
sweep_LON_T30_c0.80,sweep_LON_T30,ok,0.8,3202,0.331,-4187.3,1599,0.244,-2085.9,1603,0.4,-2101.4,10,0.0,,0.16,-2895.5,-1291.8,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_PD_T120_c0.45,sweep_PD_T120,ok,0.45,3052,0.499,-2931.1,1592,0.355,-1570.5,1460,0.601,-1360.6,10,0.1,,0.01,-2204.1,-727.0,17,8,True,False,False,False,True,0.509,False,2,FAIL
sweep_PD_T120_c0.80,sweep_PD_T120,ok,0.8,3052,0.403,-3999.3,1592,0.263,-2127.7,1460,0.509,-1871.6,10,0.0,,-0.01,-2974.1,-1025.2,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_PD_T300_c0.45,sweep_PD_T300,ok,0.45,2902,0.519,-2974.9,1564,0.394,-1570.7,1338,0.609,-1404.2,10,0.1,,0.1,-2216.7,-758.3,17,8,True,False,False,False,True,0.526,False,2,FAIL
sweep_PD_T300_c0.80,sweep_PD_T300,ok,0.8,2902,0.428,-3990.6,1564,0.3,-2118.1,1338,0.526,-1872.5,10,0.1,,0.07,-2952.0,-1038.6,17,8,True,False,False,False,True,,False,2,(stress arm)
sweep_PD_T30_c0.45,sweep_PD_T30,ok,0.45,2944,0.428,-2859.7,1447,0.317,-1395.1,1497,0.504,-1464.7,10,0.0,,-0.06,-2093.8,-766.0,17,8,True,False,False,False,True,0.409,False,2,FAIL
sweep_PD_T30_c0.80,sweep_PD_T30,ok,0.8,2944,0.332,-3890.1,1447,0.226,-1901.5,1497,0.409,-1988.6,10,0.0,,-0.04,-2812.7,-1077.5,17,8,True,False,False,False,True,,False,2,(stress arm)
touch_ASIA_c0.45,touch_ASIA,ok,0.45,5898,0.26,-5077.5,3138,0.172,-2764.2,2760,0.343,-2313.2,10,0.0,,0.07,-3457.0,-1620.5,17,8,True,False,False,False,True,0.242,False,2,FAIL
touch_ASIA_c0.80,touch_ASIA,ok,0.8,5898,0.173,-7141.8,3138,0.105,-3862.5,2760,0.242,-3279.2,10,0.0,,0.1,-4836.7,-2305.1,17,8,True,False,False,False,True,,False,2,(stress arm)
touch_H1_c0.45,touch_H1,ok,0.45,30581,0.22,-27672.3,15649,0.144,-13959.4,14932,0.285,-13712.9,10,0.0,,0.11,-18793.4,-8878.9,17,8,True,False,False,False,True,0.198,False,2,FAIL
touch_H1_c0.80,touch_H1,ok,0.8,30581,0.145,-38375.7,15649,0.085,-19436.5,14932,0.198,-18939.1,10,0.0,,0.12,-26008.7,-12367.0,17,8,True,False,False,False,True,,False,2,(stress arm)
touch_LON_c0.45,touch_LON,ok,0.45,5090,0.32,-4139.8,2617,0.229,-2162.7,2473,0.398,-1977.1,10,0.0,,0.16,-2842.5,-1297.3,17,8,True,False,False,False,True,0.291,False,2,FAIL
touch_LON_c0.80,touch_LON,ok,0.8,5090,0.222,-5921.3,2617,0.146,-3078.6,2473,0.291,-2842.7,10,0.0,,0.14,-4090.6,-1830.7,17,8,True,False,False,False,True,,False,2,(stress arm)
touch_PD_c0.45,touch_PD,ok,0.45,4729,0.282,-4257.8,2391,0.189,-2090.6,2338,0.353,-2167.2,10,0.0,,-0.15,-3129.7,-1128.0,17,8,True,False,False,False,True,0.261,False,2,FAIL
touch_PD_c0.80,touch_PD,ok,0.8,4729,0.196,-5912.9,2391,0.117,-2927.5,2338,0.261,-2985.5,10,0.0,,-0.11,-4300.5,-1612.4,17,8,True,False,False,False,True,,False,2,(stress arm)
